,Draft_Yr,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG_Perc,3P_Perc,FT_Perc,MP,PTS_per_G,TRB_per_G,AST_per_G,WS_per_G,WS_per_48,BPM,VORP
496,2017,1,PHI,Markelle Fultz,University of Washington,2,33,680,255,113,112,0.414,0.267,0.534,680,7.7,3.4,3.4,0.5,0.037000000000000005,-3.0,-0.2
497,2017,2,LAL,Lonzo Ball,"University of California, Los Angeles",2,71,2294,685,466,464,0.369,0.315,0.47100000000000003,2294,9.6,6.6,6.5,2.7,0.055999999999999994,1.3,1.9
498,2017,3,BOS,Jayson Tatum,Duke University,2,101,3108,1456,540,170,0.46799999999999997,0.426,0.828,3108,14.4,5.3,1.7,8.9,0.13699999999999998,0.9,2.2
499,2017,4,PHO,Josh Jackson,University of Kansas,2,96,2288,1149,395,147,0.41600000000000004,0.27,0.63,2288,12.0,4.1,1.5,-1.5,-0.033,-4.7,-1.6
500,2017,5,SAC,De'Aaron Fox,University of Kentucky,2,93,2677,1193,284,470,0.426,0.32899999999999996,0.7070000000000001,2677,12.8,3.1,5.1,0.6,0.011000000000000001,-3.3,-0.8
501,2017,6,ORL,Jonathan Isaac,Florida State University,2,42,864,268,177,27,0.40299999999999997,0.32899999999999996,0.764,864,6.4,4.2,0.6,0.8,0.045,-1.8,0.0
502,2017,7,MIN,Lauri Markkanen,University of Arizona,1,68,2020,1033,508,79,0.434,0.36200000000000004,0.843,2020,15.2,7.5,1.2,3.3,0.079,-1.9,0.1
503,2017,8,NYK,Frank Ntilikina,,2,99,2209,598,221,310,0.361,0.304,0.762,2209,6.0,2.2,3.1,-1.1,-0.024,-3.9,-1.1
504,2017,9,DAL,Dennis Smith,North Carolina State University,2,85,2496,1274,303,420,0.402,0.325,0.6859999999999999,2496,15.0,3.6,4.9,-0.5,-0.01,-2.4,-0.3
505,2017,10,SAC,Zach Collins,Gonzaga University,2,86,1444,461,308,73,0.433,0.325,0.75,1444,5.4,3.6,0.8,1.6,0.054000000000000006,-1.8,0.1
506,2017,11,CHO,Malik Monk,University of Kentucky,2,82,1261,640,101,131,0.364,0.34,0.863,1261,7.8,1.2,1.6,0.2,0.009000000000000001,-4.1,-0.7
507,2017,12,DET,Luke Kennard,Duke University,2,76,1506,575,181,127,0.449,0.41600000000000004,0.855,1506,7.6,2.4,1.7,2.7,0.087,-1.5,0.2
508,2017,13,DEN,Donovan Mitchell,University of Louisville,2,96,3190,1966,340,354,0.433,0.332,0.804,3190,20.5,3.5,3.7,5.6,0.084,0.6,2.1
509,2017,14,MIA,Bam Adebayo,University of Kentucky,2,88,1729,622,515,124,0.513,0.0,0.716,1729,7.1,5.9,1.4,5.4,0.149,0.3,1.0
510,2017,15,POR,Justin Jackson,University of North Carolina,2,87,1903,574,241,103,0.43799999999999994,0.303,0.75,1903,6.6,2.8,1.2,1.6,0.04,-3.0,-0.5
511,2017,16,CHI,Justin Patton,Creighton University,1,1,4,2,0,0,0.5,0.0,0.0,4,2.0,0.0,0.0,0.0,0.151,3.3,0.0
512,2017,17,MIL,D.J. Wilson,University of Michigan,1,22,71,21,10,3,0.563,0.4,0.5,71,1.0,0.5,0.1,0.1,0.054000000000000006,-4.1,0.0
513,2017,18,IND,T.J. Leaf,"University of California, Los Angeles",2,66,549,182,101,13,0.452,0.392,0.625,549,2.8,1.5,0.2,0.8,0.067,-5.1,-0.4
514,2017,19,ATL,John Collins,Wake Forest University,2,79,1905,852,570,113,0.581,0.327,0.716,1905,10.8,7.2,1.4,5.7,0.14400000000000002,1.6,1.7
515,2017,20,POR,Harry Giles,Duke University,1,16,169,81,52,18,0.447,0.0,0.41700000000000004,169,5.1,3.3,1.1,-0.1,-0.023,-3.2,-0.1
516,2017,21,OKC,Terrance Ferguson,,2,76,1083,251,77,29,0.4,0.313,0.857,1083,3.3,1.0,0.4,1.4,0.06,-2.8,-0.2
517,2017,22,BRK,Jarrett Allen,University of Texas at Austin,2,91,1962,823,547,78,0.588,0.233,0.742,1962,9.0,6.0,0.9,6.2,0.152,1.0,1.5
518,2017,23,TOR,OG Anunoby,Indiana University,2,89,1813,575,221,64,0.47200000000000003,0.358,0.581,1813,6.5,2.5,0.7,3.6,0.095,0.3,1.1
519,2017,24,UTA,Tyler Lydon,Syracuse University,2,7,24,11,4,0,0.667,0.667,0.5,24,1.6,0.6,0.0,0.1,0.213,-2.4,0.0
520,2017,25,ORL,Anzejs Pasecniks,,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
521,2017,26,POR,Caleb Swanigan,Purdue University,2,37,288,86,94,19,0.366,0.16699999999999998,0.696,288,2.3,2.5,0.5,-0.1,-0.024,-6.1,-0.3
522,2017,27,BRK,Kyle Kuzma,University of Utah,2,96,2979,1554,574,168,0.45399999999999996,0.355,0.711,2979,16.2,6.0,1.8,4.6,0.075,-1.6,0.3
523,2017,28,LAL,Tony Bradley,University of North Carolina,1,9,29,8,11,1,0.273,0.0,1.0,29,0.9,1.2,0.1,0.0,0.033,-9.6,-0.1
524,2017,29,SAS,Derrick White,University of Colorado,2,28,334,110,51,38,0.391,0.419,0.735,334,3.9,1.8,1.4,0.4,0.062,-2.7,-0.1
525,2017,30,UTA,Josh Hart,Villanova University,2,82,1934,677,334,102,0.46299999999999997,0.4,0.7020000000000001,1934,8.3,4.1,1.2,4.4,0.10800000000000001,0.2,1.0
528,2017,31,CHO,Frank Jackson,Duke University,1,15,180,64,10,9,0.365,0.29600000000000004,0.7140000000000001,180,4.3,0.7,0.6,-0.2,-0.05,-8.4,-0.3
529,2017,32,PHO,Davon Reed,University of Miami,2,24,248,63,39,13,0.289,0.289,0.667,248,2.6,1.6,0.5,-0.3,-0.057999999999999996,-6.7,-0.3
530,2017,33,ORL,Wesley Iwundu,Kansas State University,2,79,1311,307,172,74,0.415,0.21899999999999997,0.743,1311,3.9,2.2,0.9,0.8,0.031,-3.7,-0.6
531,2017,34,SAC,Frank Mason,University of Kansas,2,71,1256,517,156,207,0.38,0.308,0.797,1256,7.3,2.2,2.9,0.7,0.027999999999999997,-3.6,-0.5
532,2017,35,ORL,Ivan Rabb,University of California,2,44,569,220,176,37,0.57,0.0,0.78,569,5.0,4.0,0.8,1.2,0.102,-1.8,0.0
533,2017,36,PHI,Jonah Bolden,,1,6,40,10,9,2,0.364,0.14300000000000002,0.5,40,1.7,1.5,0.3,0.0,0.003,-3.9,0.0
534,2017,37,BOS,Semi Ojeleye,Southern Methodist University,2,87,1297,231,182,21,0.35600000000000004,0.315,0.583,1297,2.7,2.1,0.2,1.2,0.045,-3.8,-0.6
535,2017,38,CHI,Jordan Bell,University of Oregon,2,78,1056,316,261,128,0.623,0.0,0.6890000000000001,1056,4.1,3.3,1.6,3.8,0.171,3.7,1.5
536,2017,39,PHI,Jawun Evans,Oklahoma State University,1,48,778,231,84,100,0.35200000000000004,0.278,0.7759999999999999,778,4.8,1.8,2.1,-0.2,-0.011000000000000001,-4.7,-0.5
537,2017,40,NOP,Dwayne Bacon,Florida State University,2,65,883,258,149,48,0.406,0.32799999999999996,0.8109999999999999,883,4.0,2.3,0.7,0.2,0.013000000000000001,-5.3,-0.7
538,2017,41,ATL,Tyler Dorsey,University of Oregon,2,66,1079,436,145,85,0.373,0.35100000000000003,0.667,1079,6.6,2.2,1.3,0.3,0.013000000000000001,-4.7,-0.7
539,2017,42,UTA,Thomas Bryant,Indiana University,2,25,169,69,43,13,0.491,0.105,0.684,169,2.8,1.7,0.5,0.4,0.11199999999999999,-0.6,0.1
540,2017,43,HOU,Isaiah Hartenstein,,1,18,154,40,29,9,0.484,0.25,0.75,154,2.2,1.6,0.5,0.2,0.05,-2.4,0.0
541,2017,44,NYK,Damyean Dotson,University of Oregon,2,59,877,333,152,47,0.439,0.32299999999999995,0.6759999999999999,877,5.6,2.6,0.8,1.0,0.053,-2.8,-0.2
542,2017,45,HOU,Dillon Brooks,University of Oregon,2,93,2558,973,280,145,0.43799999999999994,0.35700000000000004,0.75,2558,10.5,3.0,1.6,1.4,0.026000000000000002,-3.1,-0.7
543,2017,46,PHI,Sterling Brown,Southern Methodist University,2,67,883,258,163,32,0.40700000000000003,0.33,0.8390000000000001,883,3.9,2.4,0.5,0.8,0.044000000000000004,-4.0,-0.4
544,2017,47,IND,Ike Anigbogu,"University of California, Los Angeles",2,14,36,13,12,1,0.33299999999999996,0.0,0.833,36,0.9,0.9,0.1,0.0,0.055999999999999994,-6.7,0.0
545,2017,48,MIL,Sindarius Thornwell,University of South Carolina,2,79,1200,288,149,71,0.426,0.365,0.685,1200,3.6,1.9,0.9,1.0,0.040999999999999995,-1.7,0.1
546,2017,49,DEN,Vlatko Cancar,,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
547,2017,50,PHI,Mathias Lessort,,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548,2017,51,DEN,Monte Morris,Iowa State University,2,23,500,185,53,88,0.469,0.415,0.857,500,8.0,2.3,3.8,1.7,0.162,0.2,0.3
549,2017,52,NOP,Edmond Sumner,Xavier University,2,7,26,7,2,1,0.5,0.5,0.0,26,1.0,0.3,0.1,0.0,-0.036000000000000004,-6.9,0.0
550,2017,53,BOS,Kadeem Allen,University of Arizona,1,18,107,19,11,12,0.273,0.0,0.778,107,1.1,0.6,0.7,-0.1,-0.039,-6.4,-0.1
551,2017,54,PHO,Alec Peters,Valparaiso University,1,20,225,82,37,12,0.37799999999999995,0.31,0.8,225,4.1,1.9,0.6,0.3,0.055,-3.3,-0.1
552,2017,55,UTA,Nigel Williams-Goss,Gonzaga University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
553,2017,56,BOS,Jabari Bird,University of California,1,13,115,39,19,8,0.5770000000000001,0.429,0.462,115,3.0,1.5,0.6,0.2,0.098,-2.1,0.0
554,2017,57,BRK,Aleksandar Vezenkov,,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
555,2017,58,NYK,Ognjen Jaramaz,,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
556,2017,59,SAS,Jaron Blossomgame,Clemson University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
557,2017,60,ATL,Alpha Kaba,,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
