,2P,2P%,2PA,3P,3P%,3PA,AST,Awards,BLK,Conf,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,MP,Name,ORB,PF,PTS,SOS,STL,School,Season,TOV,TRB, 
1290,3.8,0.503,7.5,0.9,0.324,2.7,0.9,0,0.7,,3.8,4.7,0.455,10.2,3.6,0.7609999999999999,4.8,69,56,27.9,Ben Bentil,2.5,2.7,13.8,8.98,0.6,Providence,['Career'],1.6,6.3,
1291,2.3,0.578,4.0,0.0,0.0,0.0,0.4,,1.7,Big Sky,4.7,2.3,0.578,4.0,2.4,0.695,3.5,37,0,21.7,Joel Bolomboy,2.4,2.3,7.0,-5.61,0.4,Weber State,['2012-13'],1.6,7.1,0
1292,2.7,0.485,5.6,0.0,1.0,0.0,0.6,,0.8,Big Sky,7.4,2.8,0.488,5.7,3.1,0.7290000000000001,4.3,30,28,30.1,Joel Bolomboy,3.6,2.5,8.7,-4.23,0.5,Weber State,['2013-14'],1.5,11.0,0
1293,3.9,0.49200000000000005,7.9,0.5,0.366,1.4,0.8,,1.7,Big Sky,6.6,4.4,0.473,9.2,4.1,0.735,5.5,30,29,33.2,Joel Bolomboy,3.6,2.4,13.3,-3.5,0.7,Weber State,['2014-15'],2.7,10.2,0
1294,5.2,0.613,8.5,0.6,0.364,1.7,1.1,Big Sky POY,1.2,Big Sky,9.3,5.8,0.573,10.2,4.8,0.6970000000000001,6.9,33,33,31.5,Joel Bolomboy,3.3,2.2,17.1,-5.13,0.7,Weber State,['2015-16'],2.4,12.6,0
1295,3.5,0.547,6.4,0.3,0.371,0.7,0.7,,1.4,,6.9,3.8,0.528,7.2,3.6,0.713,5.0,130,90,28.8,Joel Bolomboy,3.2,2.3,11.4,-4.62,0.6,Weber State,['Career'],2.0,10.1,0
1296,2.5,0.42700000000000005,5.8,0.6,0.32299999999999995,1.9,6.4,,0.1,Horizon,3.4,3.1,0.402,7.7,2.7,0.7559999999999999,3.6,33,33,32.4,Kay Felder,0.5,3.0,9.5,2.77,0.9,Oakland,['2013-14'],2.8,3.9,0
1297,4.1,0.461,8.9,1.4,0.33799999999999997,4.2,7.6,,0.2,Horizon,4.0,5.5,0.42200000000000004,13.2,5.6,0.826,6.8,33,32,38.5,Kay Felder,0.8,2.5,18.1,1.27,2.0,Oakland,['2014-15'],4.2,4.8,0
1298,5.5,0.485,11.4,2.2,0.355,6.1,9.3,Horizon POY,0.2,Horizon,3.5,7.7,0.44,17.5,6.8,0.848,8.1,35,35,36.7,Kay Felder,0.7,3.0,24.4,-1.61,2.0,Oakland,['2015-16'],3.4,4.3,0
1299,4.1,0.46399999999999997,8.8,1.4,0.345,4.1,7.8,,0.2,,3.7,5.5,0.426,12.9,5.1,0.8220000000000001,6.2,101,100,35.9,Kay Felder,0.7,2.8,17.5,0.81,1.6,Oakland,['Career'],3.5,4.3,0
1300,1.4,0.368,3.9,1.3,0.344,3.7,4.6,0,0.1,ACC,2.5,2.7,0.35600000000000004,7.6,1.5,0.836,1.7,35,34,29.2,Marcus Paige,0.2,1.7,8.2,8.01,1.4,UNC,['2012-13'],2.5,2.7,
1301,3.1,0.493,6.3,2.5,0.389,6.5,4.2,0,0.2,ACC,2.7,5.6,0.44,12.8,3.8,0.877,4.3,34,33,35.6,Marcus Paige,0.5,2.0,17.5,8.42,1.5,UNC,['2013-14'],2.1,3.2,
1302,2.1,0.43799999999999994,4.7,2.5,0.395,6.3,4.5,0,0.2,ACC,2.5,4.5,0.413,10.9,2.5,0.865,2.9,38,38,33.2,Marcus Paige,0.4,1.6,14.1,11.76,1.7,UNC,['2014-15'],1.9,2.9,
1303,2.0,0.46,4.4,2.3,0.355,6.5,3.7,0,0.4,ACC,2.1,4.3,0.397,10.9,2.4,0.7959999999999999,3.0,34,34,31.6,Marcus Paige,0.4,1.5,13.4,10.69,1.1,UNC,['2015-16'],1.2,2.5,
1304,2.1,0.446,4.8,2.1,0.374,5.7,4.3,0,0.2,,2.4,4.3,0.40700000000000003,10.5,2.5,0.848,3.0,141,139,32.4,Marcus Paige,0.4,1.7,13.3,9.72,1.4,UNC,['Career'],1.9,2.8,
1305,2.7,0.401,6.6,1.3,0.34299999999999997,3.8,3.7,0,0.4,AAC,6.6,4.0,0.38,10.5,1.6,0.667,2.4,35,35,31.4,Daniel Hamilton,1.1,2.5,10.9,4.22,0.9,UConn,['2014-15'],2.3,7.6,
1306,3.1,0.41600000000000004,7.5,1.3,0.331,3.9,4.7,0,0.4,AAC,8.0,4.4,0.387,11.4,2.4,0.86,2.8,36,36,31.9,Daniel Hamilton,0.9,1.8,12.5,6.28,1.1,UConn,['2015-16'],2.4,8.9,
1307,2.9,0.409,7.1,1.3,0.337,3.9,4.2,0,0.4,,7.3,4.2,0.384,10.9,2.0,0.772,2.6,71,71,31.6,Daniel Hamilton,1.0,2.1,11.7,5.25,1.0,UConn,['Career'],2.3,8.3,
1308,2.5,0.358,7.0,1.1,0.299,3.8,1.1,0,0.7,MAC,3.3,3.6,0.337,10.8,1.9,0.682,2.8,31,29,24.2,Abdel Nader,0.9,2.7,10.4,-1.79,0.7,Northern Illinois,['2011-12'],2.9,4.2,
1309,3.3,0.371,8.9,1.4,0.27699999999999997,4.9,0.9,0,0.5,MAC,4.2,4.7,0.337,13.9,2.3,0.772,3.0,19,18,25.4,Abdel Nader,1.5,2.8,13.1,-2.2,1.3,Northern Illinois,['2012-13'],3.2,5.6,
1310,1.7,0.535,3.2,0.5,0.217,2.2,0.7,0,0.5,Big 12,2.2,2.2,0.406,5.3,1.0,0.767,1.3,32,0,16.4,Abdel Nader,0.7,1.6,5.8,9.15,0.4,Iowa State,['2014-15'],1.2,2.9,
1311,3.1,0.5529999999999999,5.6,1.5,0.371,4.0,1.5,0,0.7,Big 12,4.2,4.6,0.478,9.6,2.2,0.736,3.0,35,35,31.1,Abdel Nader,0.7,2.8,12.9,10.16,1.1,Iowa State,['2015-16'],2.3,5.0,
1312,2.6,0.44299999999999995,5.9,1.1,0.305,3.6,1.1,0,0.6,,3.4,3.7,0.391,9.5,1.8,0.731,2.5,117,82,24.3,Abdel Nader,0.9,2.5,10.3,3.83,0.8,Overall,['Career'],2.3,4.3,
1313,0.7,0.29600000000000004,2.2,0.3,0.25,1.3,1.6,0,0.1,Big 12,1.8,1.0,0.27899999999999997,3.5,0.4,0.684,0.6,32,14,15.9,Isaiah Cousins,0.2,1.7,2.7,7.09,0.7,Oklahoma,['2012-13'],1.3,2.0,
1314,2.6,0.46,5.7,1.2,0.40399999999999997,2.8,2.1,0,0.3,Big 12,2.7,3.8,0.441,8.5,2.4,0.804,2.9,33,33,29.5,Isaiah Cousins,1.5,2.9,11.0,8.97,1.2,Oklahoma,['2013-14'],1.6,4.2,
1315,2.5,0.40700000000000003,6.1,1.8,0.45,4.0,2.2,0,0.4,Big 12,3.7,4.3,0.424,10.1,1.3,0.648,2.0,35,35,30.8,Isaiah Cousins,0.9,1.9,11.7,9.94,1.2,Oklahoma,['2014-15'],2.1,4.6,
1316,2.8,0.40299999999999997,7.0,1.8,0.41100000000000003,4.3,4.5,0,0.3,Big 12,3.8,4.6,0.406,11.2,1.8,0.67,2.6,37,37,33.3,Isaiah Cousins,0.6,1.7,12.6,11.14,1.4,Oklahoma,['2015-16'],2.4,4.5,
1317,2.2,0.408,5.3,1.3,0.40700000000000003,3.2,2.7,0,0.3,,3.0,3.5,0.408,8.5,1.5,0.711,2.1,137,119,27.7,Isaiah Cousins,0.8,2.0,9.7,9.28,1.1,Oklahoma,['Career'],1.9,3.9,
1318,2.0,0.415,4.8,0.7,0.22399999999999998,3.0,2.6,0,0.5,Pac-12,3.3,2.7,0.342,7.8,1.2,0.534,2.2,33,23,28.2,Tyrone Wallace,1.2,2.4,7.2,7.77,0.8,California,['2012-13'],1.7,4.4,
1319,2.8,0.505,5.5,1.2,0.321,3.8,2.7,0,0.5,Pac-12,3.1,4.0,0.43,9.4,2.0,0.625,3.2,35,33,31.1,Tyrone Wallace,1.0,2.7,11.3,7.44,1.3,California,['2013-14'],1.6,4.1,
1320,5.5,0.449,12.2,0.8,0.318,2.7,4.0,0,0.3,Pac-12,6.2,6.3,0.425,14.8,3.6,0.606,6.0,33,33,34.9,Tyrone Wallace,0.9,2.8,17.1,6.15,1.3,California,['2014-15'],2.8,7.1,
1321,4.5,0.486,9.3,0.9,0.298,3.0,4.4,0,0.4,Pac-12,4.3,5.4,0.44,12.3,3.6,0.649,5.5,28,25,32.2,Tyrone Wallace,1.0,2.3,15.3,7.87,1.0,California,['2015-16'],2.6,5.3,
1322,3.6,0.46399999999999997,7.9,0.9,0.292,3.1,3.4,0,0.4,,4.2,4.6,0.415,11.0,2.6,0.613,4.2,129,114,31.6,Tyrone Wallace,1.0,2.5,12.6,7.3,1.1,California,['Career'],2.2,5.2,
1323,6.3,0.502,12.5,2.1,0.413,5.0,5.9,0,1.2,Pac-12,4.4,8.4,0.47600000000000003,17.6,4.4,0.649,6.7,25,25,35.7,Markelle Fultz,1.3,2.5,23.2,6.82,1.6,Washington,['2016-17'],3.2,5.7,
1324,6.3,0.502,12.5,2.1,0.413,5.0,5.9,0,1.2,,4.4,8.4,0.47600000000000003,17.6,4.4,0.649,6.7,25,25,35.7,Markelle Fultz,1.3,2.5,23.2,6.82,1.6,Washington,['Career'],3.2,5.7,
1325,3.0,0.732,4.1,2.2,0.41200000000000003,5.4,7.6,0,0.8,Pac-12,5.1,5.3,0.551,9.5,1.8,0.6729999999999999,2.7,36,36,35.1,Lonzo Ball,0.9,1.8,14.6,6.39,1.8,UCLA,['2016-17'],2.5,6.0,
1326,3.0,0.732,4.1,2.2,0.41200000000000003,5.4,7.6,0,0.8,,5.1,5.3,0.551,9.5,1.8,0.6729999999999999,2.7,36,36,35.1,Lonzo Ball,0.9,1.8,14.6,6.39,1.8,UCLA,['Career'],2.5,6.0,
1327,4.3,0.504,8.6,1.4,0.342,4.0,2.1,0,1.1,ACC,6.0,5.7,0.452,12.6,4.1,0.8490000000000001,4.8,29,27,33.3,Jayson Tatum,1.3,3.0,16.8,10.91,1.3,Duke,['2016-17'],2.6,7.3,
1328,4.3,0.504,8.6,1.4,0.342,4.0,2.1,0,1.1,,6.0,5.7,0.452,12.6,4.1,0.8490000000000001,4.8,29,27,33.3,Jayson Tatum,1.3,3.0,16.8,10.91,1.3,Duke,['Career'],2.6,7.3,
1329,5.5,0.521,10.5,0.5,0.24600000000000002,1.9,4.6,0,0.2,SEC,3.4,5.9,0.479,12.4,4.3,0.736,5.9,36,34,29.6,De'Aaron Fox,0.6,2.5,16.7,10.49,1.5,Kentucky,['2016-17'],2.4,4.0,
1330,5.5,0.521,10.5,0.5,0.24600000000000002,1.9,4.6,0,0.2,,3.4,5.9,0.479,12.4,4.3,0.736,5.9,36,34,29.6,De'Aaron Fox,0.6,2.5,16.7,10.49,1.5,Kentucky,['Career'],2.4,4.0,
1331,3.1,0.593,5.2,1.0,0.348,2.8,1.2,0,1.5,ACC,6.1,4.1,0.508,8.0,2.9,0.78,3.7,32,32,26.2,Jonathan Isaac,1.8,2.2,12.0,8.87,1.2,Florida State,['2016-17'],1.5,7.8,
1332,3.1,0.593,5.2,1.0,0.348,2.8,1.2,0,1.5,,6.1,4.1,0.508,8.0,2.9,0.78,3.7,32,32,26.2,Jonathan Isaac,1.8,2.2,12.0,8.87,1.2,Florida State,['Career'],1.5,7.8,
1333,3.1,0.545,5.8,1.9,0.423,4.4,0.9,0,0.5,Pac-12,4.8,5.0,0.49200000000000005,10.2,3.7,0.835,4.4,37,37,30.8,Lauri Markkanen,2.4,2.0,15.6,7.63,0.4,Arizona,['2016-17'],1.1,7.2,
1334,3.1,0.545,5.8,1.9,0.423,4.4,0.9,0,0.5,,4.8,5.0,0.49200000000000005,10.2,3.7,0.835,4.4,37,37,30.8,Lauri Markkanen,2.4,2.0,15.6,7.63,0.4,Arizona,['Career'],1.1,7.2,
1335,3.2,0.672,4.8,0.3,0.47600000000000003,0.5,0.4,NCAA All-Tournament,1.8,WCC,4.2,3.5,0.652,5.3,2.8,0.743,3.8,39,0,17.3,Zach Collins,1.7,2.7,10.0,4.13,0.5,Gonzaga,['2016-17'],1.5,5.9,0
1336,3.2,0.672,4.8,0.3,0.47600000000000003,0.5,0.4,,1.8,,4.2,3.5,0.652,5.3,2.8,0.743,3.8,39,0,17.3,Zach Collins,1.7,2.7,10.0,4.13,0.5,Gonzaga,['Career'],1.5,5.9,0
1337,3.9,0.49700000000000005,7.8,2.7,0.397,6.9,2.3,SEC POY,0.5,SEC,2.2,6.6,0.45,14.7,3.9,0.8220000000000001,4.7,38,37,32.1,Malik Monk,0.3,1.9,19.8,10.49,0.9,Kentucky,['2016-17'],2.0,2.5,0
1338,3.9,0.49700000000000005,7.8,2.7,0.397,6.9,2.3,,0.5,,2.2,6.6,0.45,14.7,3.9,0.8220000000000001,4.7,38,37,32.1,Malik Monk,0.3,1.9,19.8,10.49,0.9,Kentucky,['Career'],2.0,2.5,0
1339,2.4,0.528,4.5,1.5,0.32,4.8,1.5,0,0.2,ACC,2.6,3.9,0.42100000000000004,9.3,2.4,0.889,2.8,36,11,26.7,Luke Kennard,1.0,1.9,11.8,10.59,0.9,Duke,['2015-16'],0.8,3.6,
1340,4.0,0.525,7.7,2.4,0.43799999999999994,5.4,2.5,0,0.4,ACC,3.9,6.4,0.489,13.1,4.3,0.856,5.1,37,36,35.5,Luke Kennard,1.2,2.2,19.5,10.91,0.8,Duke,['2016-17'],1.6,5.1,
1341,3.2,0.526,6.1,2.0,0.38299999999999995,5.1,2.0,0,0.3,,3.3,5.2,0.461,11.2,3.4,0.867,3.9,73,47,31.2,Luke Kennard,1.1,2.1,15.7,10.75,0.9,Duke,['Career'],1.2,4.3,
1342,2.1,0.5589999999999999,3.8,0.6,0.25,2.3,1.7,0,0.1,ACC,2.3,2.7,0.442,6.1,1.4,0.754,1.8,31,5,19.1,Donovan Mitchell,1.1,2.5,7.4,7.74,0.8,Louisville,['2015-16'],1.0,3.4,
1343,3.0,0.46299999999999997,6.4,2.4,0.354,6.6,2.7,0,0.5,ACC,3.8,5.3,0.408,13.1,2.6,0.8059999999999999,3.2,34,33,32.3,Donovan Mitchell,1.1,2.6,15.6,11.15,2.1,Louisville,['2016-17'],1.6,4.9,
1344,2.6,0.49700000000000005,5.2,1.5,0.32899999999999996,4.6,2.2,0,0.3,,3.0,4.1,0.418,9.8,2.0,0.7879999999999999,2.5,65,38,26.0,Donovan Mitchell,1.1,2.6,11.7,9.44,1.5,Louisville,['Career'],1.3,4.1,
1345,4.5,0.599,7.5,0.0,0.0,0.0,0.8,0,1.5,SEC,4.9,4.5,0.599,7.5,4.1,0.653,6.2,38,38,30.1,Bam Adebayo,3.1,2.6,13.0,10.49,0.7,Kentucky,['2016-17'],1.7,8.0,
1346,4.5,0.599,7.5,0.0,0.0,0.0,0.8,0,1.5,,4.9,4.5,0.599,7.5,4.1,0.653,6.2,38,38,30.1,Bam Adebayo,3.1,2.6,13.0,10.49,0.7,Kentucky,['Career'],1.7,8.0,
1347,5.5,0.6829999999999999,8.0,0.2,0.5329999999999999,0.4,1.2,0,1.4,Big East,4.5,5.7,0.6759999999999999,8.5,1.3,0.517,2.5,35,34,25.3,Justin Patton,1.7,2.7,12.9,8.95,0.9,Creighton,['2016-17'],1.7,6.2,
1348,5.5,0.6829999999999999,8.0,0.2,0.5329999999999999,0.4,1.2,0,1.4,,4.5,5.7,0.6759999999999999,8.5,1.3,0.517,2.5,35,34,25.3,Justin Patton,1.7,2.7,12.9,8.95,0.9,Creighton,['Career'],1.7,6.2,
1349,0.2,0.33299999999999996,0.6,0.0,0.0,0.2,0.0,0,0.6,Big Ten,1.0,0.2,0.25,0.8,0.0,0.0,0.0,5,0,4.8,D.J. Wilson,0.2,0.8,0.4,9.59,0.0,Michigan,['2014-15'],0.2,1.2,
1350,0.7,0.5760000000000001,1.3,0.3,0.33299999999999996,0.9,0.3,0,0.4,Big Ten,0.5,1.0,0.474,2.2,0.3,0.727,0.4,26,0,6.1,D.J. Wilson,0.2,0.8,2.7,7.92,0.2,Michigan,['2015-16'],0.3,0.7,
1351,3.2,0.631,5.1,1.1,0.373,2.9,1.3,0,1.5,Big Ten,3.8,4.3,0.5379999999999999,8.0,1.3,0.833,1.6,38,36,30.4,D.J. Wilson,1.5,1.9,11.0,10.17,0.5,Michigan,['2016-17'],1.1,5.3,
1352,2.1,0.619,3.3,0.7,0.363,2.0,0.8,0,1.0,,2.4,2.8,0.525,5.3,0.8,0.8170000000000001,1.0,69,36,19.4,D.J. Wilson,0.9,1.4,7.1,9.23,0.4,Michigan,['Career'],0.8,3.3,
1353,5.9,0.644,9.2,0.8,0.466,1.7,2.4,0,1.1,Pac-12,6.0,6.7,0.617,10.9,2.1,0.679,3.0,35,35,29.9,T.J. Leaf,2.2,2.5,16.3,6.39,0.6,UCLA,['2016-17'],1.5,8.2,
1354,5.9,0.644,9.2,0.8,0.466,1.7,2.4,0,1.1,,6.0,6.7,0.617,10.9,2.1,0.679,3.0,35,35,29.9,T.J. Leaf,2.2,2.5,16.3,6.39,0.6,UCLA,['Career'],1.5,8.2,
1355,2.6,0.547,4.8,0.0,0.0,0.0,0.2,0,0.7,ACC,2.3,2.6,0.547,4.8,2.1,0.691,3.0,31,1,14.4,John Collins,1.7,2.6,7.3,10.53,0.3,Wake Forest,['2015-16'],1.0,3.9,
1356,7.1,0.624,11.4,0.0,0.0,0.0,0.5,0,1.6,ACC,6.1,7.1,0.622,11.4,5.0,0.745,6.7,33,33,26.6,John Collins,3.8,3.0,19.2,9.8,0.6,Wake Forest,['2016-17'],1.8,9.8,
1357,4.9,0.602,8.2,0.0,0.0,0.0,0.4,0,1.2,,4.2,4.9,0.601,8.2,3.6,0.7290000000000001,4.9,64,34,20.7,John Collins,2.8,2.8,13.4,10.16,0.5,Wake Forest,['Career'],1.4,7.0,
1358,1.7,0.5770000000000001,3.0,0.0,0.0,0.0,0.3,0,0.7,ACC,2.3,1.7,0.5770000000000001,3.0,0.5,0.5,0.9,26,6,11.5,Harry Giles,1.6,2.2,3.9,10.91,0.3,Duke,['2016-17'],0.7,3.8,
1359,1.7,0.5770000000000001,3.0,0.0,0.0,0.0,0.3,0,0.7,,2.3,1.7,0.5770000000000001,3.0,0.5,0.5,0.9,26,6,11.5,Harry Giles,1.6,2.2,3.9,10.91,0.3,Duke,['Career'],0.7,3.8,
1360,5.4,0.579,9.4,0.0,0.0,0.2,0.8,0,1.5,Big 12,5.4,5.4,0.5660000000000001,9.6,2.5,0.564,4.5,33,33,32.2,Jarrett Allen,3.0,2.1,13.4,12.75,0.6,Texas,['2016-17'],2.5,8.4,
1361,5.4,0.579,9.4,0.0,0.0,0.2,0.8,0,1.5,,5.4,5.4,0.5660000000000001,9.6,2.5,0.564,4.5,33,33,32.2,Jarrett Allen,3.0,2.1,13.4,12.75,0.6,Texas,['Career'],2.5,8.4,
1362,1.6,0.609,2.6,0.4,0.44799999999999995,0.9,0.5,0,0.8,Big Ten,1.4,1.9,0.569,3.4,0.6,0.47600000000000003,1.2,34,0,13.7,OG Anunoby,1.2,1.5,4.9,6.9,0.8,Indiana,['2015-16'],0.8,2.6,
1363,3.4,0.701,4.8,0.9,0.311,2.8,1.4,0,1.3,Big Ten,3.7,4.3,0.557,7.6,1.7,0.563,3.0,16,10,25.1,OG Anunoby,1.8,2.1,11.1,8.15,1.3,Indiana,['2016-17'],1.6,5.4,
1364,2.1,0.652,3.3,0.5,0.365,1.5,0.8,0,0.9,,2.1,2.7,0.563,4.8,0.9,0.522,1.8,50,10,17.4,OG Anunoby,1.4,1.7,6.8,7.53,1.0,Indiana,['Career'],1.1,3.5,
1365,2.1,0.542,3.9,1.3,0.405,3.3,1.1,0,1.8,ACC,4.5,3.4,0.479,7.2,1.9,0.774,2.5,37,0,30.3,Tyler Lydon,1.8,2.7,10.1,9.75,1.1,Syracuse,['2015-16'],1.3,6.3,
1366,3.0,0.523,5.7,1.4,0.395,3.6,2.1,0,1.4,ACC,6.3,4.4,0.473,9.4,2.9,0.836,3.4,34,34,36.1,Tyler Lydon,2.3,2.5,13.2,8.46,1.0,Syracuse,['2016-17'],1.7,8.6,
1367,2.5,0.531,4.8,1.4,0.4,3.5,1.6,0,1.6,,5.4,3.9,0.47600000000000003,8.2,2.4,0.809,2.9,71,34,33.1,Tyler Lydon,2.0,2.6,11.6,9.11,1.1,Syracuse,['Career'],1.5,7.4,
1368,3.2,0.519,6.2,0.6,0.292,2.1,1.8,,0.2,Big Ten,6.7,3.8,0.461,8.3,2.0,0.713,2.8,34,34,25.7,Caleb Swanigan,1.6,2.2,10.2,7.46,0.4,Purdue,['2015-16'],2.6,8.3,0
1369,5.3,0.5479999999999999,9.6,1.1,0.447,2.4,3.1,Big Ten POY,0.8,Big Ten,9.7,6.3,0.527,12.0,4.7,0.7809999999999999,6.0,35,35,32.5,Caleb Swanigan,2.7,2.8,18.5,8.79,0.4,Purdue,['2016-17'],3.4,12.5,0
1370,4.2,0.537,7.9,0.9,0.376,2.3,2.4,,0.5,,8.2,5.1,0.501,10.2,3.3,0.76,4.4,69,69,29.2,Caleb Swanigan,2.2,2.5,14.4,8.12,0.4,Purdue,['Career'],3.0,10.4,0
1371,0.8,0.556,1.5,0.4,0.324,1.1,0.6,0,0.2,Pac-12,1.5,1.2,0.456,2.5,0.6,0.556,1.2,31,0,8.1,Kyle Kuzma,0.3,1.0,3.3,7.42,0.0,Utah,['2014-15'],0.6,1.8,
1372,3.9,0.578,6.8,0.4,0.255,1.4,1.4,0,0.4,Pac-12,3.9,4.3,0.522,8.2,1.8,0.617,3.0,36,35,24.1,Kyle Kuzma,1.8,2.0,10.8,8.79,0.3,Utah,['2015-16'],2.0,5.7,
1373,5.3,0.56,9.6,0.9,0.321,2.9,2.4,0,0.5,Pac-12,6.6,6.3,0.504,12.4,2.9,0.669,4.4,29,29,30.8,Kyle Kuzma,2.8,1.6,16.4,4.32,0.6,Utah,['2016-17'],2.1,9.3,
1374,3.3,0.5670000000000001,5.9,0.5,0.302,1.8,1.5,0,0.4,,3.9,3.9,0.506,7.7,1.8,0.633,2.8,96,64,21.0,Kyle Kuzma,1.6,1.6,10.1,6.84,0.3,Utah,['Career'],1.6,5.5,
1375,2.7,0.573,4.7,0.0,0.0,0.0,0.6,0,0.6,ACC,2.6,2.7,0.573,4.7,1.7,0.619,2.8,38,0,14.6,Tony Bradley,2.6,1.8,7.1,11.76,0.3,UNC,['2016-17'],0.7,5.1,
1376,2.7,0.573,4.7,0.0,0.0,0.0,0.6,0,0.6,,2.6,2.7,0.573,4.7,1.7,0.619,2.8,38,0,14.6,Tony Bradley,2.6,1.8,7.1,11.76,0.3,UNC,['Career'],0.7,5.1,
1377,4.4,0.569,7.6,1.7,0.396,4.2,4.4,0,1.4,Pac-12,3.1,6.0,0.507,11.9,4.4,0.813,5.4,34,32,32.8,Derrick White,1.0,2.1,18.1,6.0,1.2,Colorado,['2016-17'],2.4,4.1,
1378,4.4,0.569,7.6,1.7,0.396,4.2,4.4,0,1.4,,3.1,6.0,0.507,11.9,4.4,0.813,5.4,34,32,32.8,Derrick White,1.0,2.1,18.1,6.0,1.2,Colorado,['Career'],2.4,4.1,
1379,1.8,0.67,2.7,0.8,0.313,2.4,0.9,,0.3,Big East,2.6,2.6,0.5,5.1,1.9,0.677,2.8,34,1,21.4,Josh Hart,1.8,2.4,7.8,7.5,0.6,Villanova,['2013-14'],0.6,4.4,0
1380,2.0,0.5579999999999999,3.6,1.4,0.46399999999999997,3.1,1.5,,0.4,Big East,2.7,3.4,0.515,6.7,1.8,0.67,2.7,36,2,25.5,Josh Hart,1.8,2.1,10.1,7.55,1.1,Villanova,['2014-15'],1.1,4.5,0
1381,4.4,0.595,7.4,1.4,0.35700000000000004,3.9,1.9,NCAA All-Tournament,0.3,Big East,4.9,5.8,0.513,11.2,2.6,0.752,3.4,40,39,31.4,Josh Hart,1.9,2.2,15.5,9.71,1.2,Villanova,['2015-16'],1.7,6.8,0
1382,4.5,0.579,7.8,2.1,0.40399999999999997,5.1,2.9,Big East POY,0.3,Big East,5.0,6.6,0.51,12.9,3.5,0.747,4.7,36,35,33.1,Josh Hart,1.4,2.3,18.7,9.28,1.6,Villanova,['2016-17'],2.0,6.4,0
1383,3.2,0.5920000000000001,5.4,1.4,0.389,3.6,1.8,,0.3,,3.8,4.6,0.511,9.1,2.5,0.72,3.4,146,77,28.0,Josh Hart,1.7,2.2,13.2,8.51,1.1,Villanova,['Career'],1.3,5.6,0
1384,0.9,0.326,2.9,1.2,0.35700000000000004,3.4,1.2,0,0.1,ACC,1.3,2.2,0.34299999999999997,6.3,1.1,0.6729999999999999,1.6,33,10,20.7,Davon Reed,0.4,1.7,6.6,5.63,0.5,Miami (FL),['2013-14'],1.3,1.7,
1385,1.3,0.48200000000000004,2.8,1.2,0.457,2.7,1.9,0,0.4,ACC,3.2,2.6,0.47,5.5,1.9,0.727,2.6,30,21,27.5,Davon Reed,0.8,2.3,8.2,7.05,0.9,Miami (FL),['2014-15'],1.1,4.0,
1386,2.4,0.535,4.4,1.3,0.38299999999999995,3.4,1.2,0,0.4,ACC,3.5,3.7,0.469,7.9,2.4,0.816,2.9,35,35,28.8,Davon Reed,0.6,2.1,11.1,10.69,0.8,Miami (FL),['2015-16'],1.3,4.1,
1387,2.5,0.474,5.2,2.4,0.397,6.0,2.4,0,0.5,ACC,3.9,4.9,0.433,11.3,2.7,0.833,3.3,33,33,35.3,Davon Reed,0.8,1.6,14.9,9.57,1.3,Miami (FL),['2016-17'],2.0,4.8,
1388,1.8,0.466,3.9,1.5,0.395,3.9,1.6,0,0.4,,3.0,3.3,0.43,7.8,2.0,0.779,2.6,131,99,28.1,Davon Reed,0.7,1.9,10.3,8.24,0.9,Miami (FL),['Career'],1.4,3.6,
1389,1.9,0.467,4.2,0.2,0.41200000000000003,0.5,1.8,0,0.4,Big 12,2.9,2.2,0.461,4.7,2.2,0.634,3.4,33,32,23.6,Wesley Iwundu,1.3,2.2,6.7,8.47,0.6,Kansas State,['2013-14'],1.3,4.2,
1390,1.8,0.41600000000000004,4.4,0.2,0.316,0.6,2.0,0,0.6,Big 12,2.4,2.0,0.40399999999999997,5.0,1.5,0.595,2.5,31,24,25.2,Wesley Iwundu,1.1,2.1,5.8,9.29,0.7,Kansas State,['2014-15'],2.0,3.5,
1391,4.1,0.51,8.0,0.2,0.2,0.9,3.7,0,0.2,Big 12,3.4,4.2,0.478,8.9,3.3,0.6920000000000001,4.7,33,32,32.4,Wesley Iwundu,1.2,2.4,11.9,9.79,1.3,Kansas State,['2015-16'],2.9,4.5,
1392,3.4,0.52,6.5,0.9,0.376,2.4,3.5,0,0.3,Big 12,5.3,4.3,0.48100000000000004,9.0,3.5,0.767,4.5,35,35,31.4,Wesley Iwundu,1.0,1.8,13.0,10.48,1.0,Kansas State,['2016-17'],2.3,6.3,
1393,2.8,0.488,5.8,0.4,0.33799999999999997,1.1,2.8,0,0.4,,3.5,3.2,0.46299999999999997,6.9,2.6,0.688,3.8,132,123,28.2,Wesley Iwundu,1.2,2.1,9.5,9.51,0.9,Kansas State,['Career'],2.1,4.7,
1394,1.3,0.469,2.7,0.5,0.327,1.6,2.1,,0.0,Big 12,1.1,1.8,0.41700000000000004,4.3,1.3,0.662,2.0,35,3,16.1,Frank Mason,0.2,1.9,5.5,11.4,0.5,Kansas,['2013-14'],1.1,1.3,0
1395,3.0,0.446,6.7,1.2,0.429,2.7,3.9,,0.1,Big 12,3.3,4.2,0.441,9.4,3.1,0.7859999999999999,3.9,36,36,33.5,Frank Mason,0.6,1.8,12.6,12.13,1.4,Kansas,['2014-15'],2.1,3.9,0
