,2P,2P%,2PA,3P,3P%,3PA,AST,Awards,BLK,Conf,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,MP,Name,ORB,PF,PTS,SOS,STL,School,Season,TOV,TRB, 
806,2.9,0.536,5.4,0.0,0.0,0.0,0.7,0,3.6,Big 12,4.2,2.9,0.536,5.4,3.2,0.795,4.0,39,39,24.8,Jeff Withey,2.1,2.5,9.0,9.93,0.6,Kansas,['2011-12'],1.3,6.3,
807,5.0,0.58,8.6,0.0,1.0,0.0,0.9,0,3.9,Big 12,6.4,5.0,0.5820000000000001,8.6,3.7,0.7140000000000001,5.2,37,36,30.9,Jeff Withey,2.1,2.1,13.7,7.54,0.8,Kansas,['2012-13'],2.0,8.5,
808,2.8,0.5670000000000001,4.9,0.0,1.0,0.0,0.6,0,2.7,,3.8,2.8,0.568,4.9,2.4,0.726,3.3,117,76,19.8,Jeff Withey,1.6,1.8,8.0,8.34,0.5,Kansas,['Career'],1.2,5.4,
809,0.9,0.413,2.2,0.9,0.405,2.3,0.5,0,1.0,Pac-12,2.5,1.9,0.409,4.5,0.5,0.818,0.6,34,2,17.8,Grant Jerrett,1.1,1.3,5.2,7.47,0.5,Arizona,['2012-13'],0.6,3.6,
810,0.9,0.413,2.2,0.9,0.405,2.3,0.5,0,1.0,,2.5,1.9,0.409,4.5,0.5,0.818,0.6,34,2,17.8,Grant Jerrett,1.1,1.3,5.2,7.47,0.5,Arizona,['Career'],0.6,3.6,
811,0.8,0.63,1.3,0.3,0.33299999999999996,1.0,0.5,,0.2,MWC,1.2,1.1,0.5,2.3,0.4,0.529,0.8,21,0,8.1,Jamaal Franklin,0.7,0.9,3.0,6.36,0.2,San Diego State,['2010-11'],0.6,1.9,0
812,3.8,0.502,7.6,1.6,0.325,4.9,1.5,MWC POY,0.6,MWC,6.1,5.4,0.433,12.5,5.0,0.8,6.3,32,22,30.3,Jamaal Franklin,1.8,2.5,17.4,3.79,1.0,San Diego State,['2011-12'],3.0,7.9,0
813,3.9,0.49200000000000005,7.9,1.3,0.272,4.6,3.3,,0.8,MWC,7.8,5.2,0.41100000000000003,12.5,5.3,0.7809999999999999,6.8,32,32,33.1,Jamaal Franklin,1.8,2.6,16.9,6.19,1.6,San Diego State,['2012-13'],3.4,9.5,0
814,3.1,0.504,6.2,1.2,0.302,3.8,1.9,,0.6,,5.5,4.3,0.426,10.0,4.0,0.78,5.1,85,54,25.9,Jamaal Franklin,1.5,2.1,13.7,5.45,1.0,San Diego State,['Career'],2.6,7.0,0
815,2.8,0.502,5.5,1.8,0.408,4.4,5.9,0,0.1,Big 12,2.0,4.6,0.46,9.9,2.8,0.8220000000000001,3.4,38,20,30.8,Pierre Jackson,0.9,2.3,13.8,8.03,1.8,Baylor,['2011-12'],3.5,2.9,
816,3.6,0.49,7.3,2.4,0.359,6.8,7.1,0,0.0,Big 12,3.1,6.0,0.42700000000000005,14.1,5.3,0.8,6.7,36,35,34.8,Pierre Jackson,0.7,2.2,19.8,7.13,1.5,Baylor,['2012-13'],3.4,3.8,
817,3.1,0.496,6.4,2.1,0.379,5.6,6.5,0,0.0,,2.5,5.3,0.441,11.9,4.0,0.8079999999999999,5.0,74,55,32.8,Pierre Jackson,0.8,2.3,16.7,7.58,1.6,Baylor,['Career'],3.5,3.3,
818,3.7,0.47600000000000003,7.7,0.2,0.3,0.7,0.8,,2.2,Patriot,3.3,3.9,0.462,8.4,1.9,0.8059999999999999,2.4,30,16,24.8,Mike Muscala,1.6,2.0,9.9,-6.84,0.3,Bucknell,['2009-10'],1.0,4.9,0
819,5.4,0.521,10.3,0.1,0.364,0.3,1.4,Patriot POY,2.0,Patriot,5.6,5.5,0.517,10.6,3.8,0.816,4.6,34,33,27.8,Mike Muscala,1.7,2.6,14.9,-3.87,0.4,Bucknell,['2010-11'],1.7,7.3,0
820,5.3,0.511,10.4,0.2,0.35,0.6,1.8,,1.7,Patriot,6.3,5.5,0.503,11.0,5.8,0.853,6.8,35,35,29.9,Mike Muscala,2.8,2.5,17.0,-3.08,0.5,Bucknell,['2011-12'],2.1,9.1,0
821,6.6,0.519,12.6,0.1,0.25,0.5,2.3,Patriot POY,2.4,Patriot,8.2,6.7,0.509,13.1,5.3,0.789,6.7,34,34,31.7,Mike Muscala,2.9,2.2,18.7,-1.96,0.5,Bucknell,['2012-13'],1.7,11.1,0
822,5.3,0.51,10.3,0.2,0.313,0.5,1.6,,2.0,,6.0,5.4,0.501,10.8,4.3,0.8190000000000001,5.2,133,118,28.7,Mike Muscala,2.3,2.3,15.3,-3.94,0.4,Bucknell,['Career'],1.6,8.2,0
823,0.5,0.305,1.7,0.3,0.275,1.2,0.9,,0.2,ACC,0.7,0.9,0.293,2.9,0.6,0.679,0.8,34,1,12.4,Erick Green,0.2,1.1,2.6,5.13,0.5,Virginia Tech,['2009-10'],0.7,0.9,0
824,3.3,0.495,6.7,0.8,0.248,3.3,2.7,,0.3,ACC,1.7,4.1,0.414,10.0,2.5,0.777,3.2,32,26,30.9,Erick Green,0.6,2.3,11.6,6.29,1.8,Virginia Tech,['2010-11'],1.2,2.3,0
825,4.1,0.46399999999999997,8.9,1.4,0.375,3.6,2.8,,0.1,ACC,2.7,5.5,0.43799999999999994,12.5,3.3,0.828,3.9,31,30,34.5,Erick Green,0.6,1.7,15.6,6.21,1.3,Virginia Tech,['2011-12'],1.5,3.3,0
826,6.3,0.509,12.3,1.9,0.389,4.9,3.8,ACC POY,0.2,ACC,3.5,8.2,0.475,17.2,6.8,0.816,8.3,32,32,36.4,Erick Green,0.5,1.4,25.0,6.27,1.3,Virginia Tech,['2012-13'],2.2,4.0,0
827,3.5,0.48,7.3,1.1,0.33799999999999997,3.2,2.5,,0.2,,2.1,4.6,0.43700000000000006,10.5,3.2,0.804,4.0,129,89,28.3,Erick Green,0.5,1.6,13.5,5.97,1.2,Virginia Tech,['Career'],1.4,2.6,0
828,1.5,0.6,2.4,0.0,0.0,0.0,0.2,0,0.2,SEC,1.4,1.5,0.6,2.4,0.6,0.633,0.9,33,0,9.1,Erik Murphy,1.0,1.5,3.5,7.16,0.4,Florida,['2009-10'],0.6,2.4,
829,1.3,0.56,2.3,0.4,0.4,0.9,0.2,0,0.5,SEC,1.5,1.6,0.514,3.2,0.6,0.75,0.8,33,1,10.8,Erik Murphy,0.8,1.7,4.3,7.57,0.2,Florida,['2010-11'],0.7,2.3,
830,2.1,0.5539999999999999,3.8,1.7,0.42100000000000004,4.1,0.9,0,1.1,SEC,3.3,3.9,0.485,7.9,1.0,0.8140000000000001,1.3,34,32,25.9,Erik Murphy,1.2,2.6,10.5,7.33,0.5,Florida,['2011-12'],1.3,4.5,
831,2.6,0.579,4.4,2.0,0.45299999999999996,4.4,1.4,0,0.7,SEC,3.9,4.6,0.516,8.8,1.1,0.784,1.4,36,34,26.4,Erik Murphy,1.6,2.8,12.2,6.83,0.6,Florida,['2012-13'],1.4,5.5,
832,1.9,0.5720000000000001,3.3,1.1,0.435,2.4,0.7,0,0.6,,2.6,2.9,0.514,5.7,0.8,0.757,1.1,136,67,18.3,Erik Murphy,1.2,2.2,7.7,7.22,0.4,Florida,['Career'],1.0,3.7,
833,2.2,0.6609999999999999,3.3,1.3,0.35,3.6,2.6,,0.8,Big West,2.9,3.4,0.498,6.9,1.9,0.711,2.6,34,34,29.0,James Ennis,1.2,2.5,10.0,0.87,1.6,Long Beach State,['2011-12'],2.0,4.1,0
834,3.8,0.585,6.6,1.7,0.35700000000000004,4.7,2.1,Big West POY,1.3,Big West,4.7,5.5,0.491,11.2,3.8,0.8340000000000001,4.6,33,32,33.1,James Ennis,2.0,2.3,16.5,1.92,1.8,Long Beach State,['2012-13'],3.0,6.7,0
835,3.0,0.611,4.9,1.5,0.354,4.1,2.4,,1.0,,3.8,4.5,0.493,9.0,2.8,0.7879999999999999,3.6,67,66,31.0,James Ennis,1.6,2.4,13.2,1.39,1.7,Long Beach State,['Career'],2.5,5.4,0
836,1.2,0.478,2.5,0.2,0.28600000000000003,0.8,0.3,0,0.3,SEC,1.8,1.4,0.43200000000000005,3.3,1.1,0.672,1.6,36,0,12.6,Romero Osby,0.8,1.5,4.1,4.62,0.2,Mississippi State,['2008-09'],0.8,2.6,
837,1.1,0.488,2.3,0.5,0.41,1.1,0.6,0,0.3,SEC,1.6,1.6,0.462,3.4,0.7,0.634,1.2,35,3,13.1,Romero Osby,1.0,0.9,4.3,4.6,0.2,Mississippi State,['2009-10'],1.0,2.5,
838,4.5,0.496,9.1,0.2,0.389,0.6,0.9,0,1.0,Big 12,4.7,4.7,0.49,9.7,3.2,0.715,4.4,31,31,30.2,Romero Osby,2.6,2.5,12.9,6.67,0.6,Oklahoma,['2011-12'],1.8,7.3,
839,5.2,0.525,9.8,0.3,0.529,0.5,1.3,0,0.8,Big 12,5.0,5.4,0.526,10.3,4.8,0.794,6.1,32,31,28.5,Romero Osby,2.1,2.4,16.0,7.09,0.6,Oklahoma,['2012-13'],1.3,7.0,
840,2.9,0.505,5.7,0.3,0.392,0.8,0.8,0,0.6,,3.2,3.2,0.49200000000000005,6.5,2.4,0.737,3.2,134,65,20.6,Romero Osby,1.6,1.8,9.0,5.74,0.4,Overall,['Career'],1.2,4.7,
841,2.8,0.447,6.4,0.5,0.298,1.8,3.7,0,0.4,ACC,2.9,3.4,0.413,8.2,2.0,0.713,2.8,31,26,28.8,Lorenzo Brown,0.8,2.2,9.3,6.8,1.3,NC State,['2010-11'],2.3,3.7,
842,3.7,0.47600000000000003,7.8,0.7,0.35100000000000003,2.1,6.3,0,0.5,ACC,3.8,4.5,0.45,9.9,3.1,0.7290000000000001,4.2,37,37,34.3,Lorenzo Brown,0.8,1.6,12.7,6.8,1.8,NC State,['2011-12'],3.2,4.5,
843,3.6,0.465,7.8,0.6,0.263,2.3,7.2,0,0.6,ACC,3.7,4.2,0.419,10.1,3.3,0.7709999999999999,4.2,33,32,34.2,Lorenzo Brown,0.7,2.0,12.4,7.17,2.0,NC State,['2012-13'],3.5,4.3,
844,3.4,0.46399999999999997,7.4,0.6,0.305,2.1,5.8,0,0.5,,3.5,4.1,0.429,9.5,2.8,0.741,3.8,101,95,32.6,Lorenzo Brown,0.7,1.9,11.6,6.92,1.7,NC State,['Career'],3.0,4.2,
845,2.2,0.603,3.6,0.0,0.0,0.0,0.6,0,1.3,Big Ten,2.0,2.2,0.603,3.6,1.1,0.507,2.1,32,27,17.7,Colton Iverson,1.5,2.1,5.4,7.19,0.4,Minnesota,['2008-09'],1.4,3.6,
846,1.9,0.48200000000000004,4.0,0.0,0.0,0.0,0.6,0,0.9,Big Ten,3.0,1.9,0.48200000000000004,4.0,1.1,0.526,2.2,35,4,16.9,Colton Iverson,1.4,1.9,5.0,7.32,0.3,Minnesota,['2009-10'],1.3,4.4,
847,1.9,0.446,4.2,0.0,0.0,0.0,1.1,0,0.6,Big Ten,3.0,1.9,0.446,4.2,1.6,0.573,2.9,31,11,18.3,Colton Iverson,2.0,2.3,5.4,9.79,0.5,Minnesota,['2010-11'],1.5,5.0,
848,5.2,0.596,8.8,0.0,0.0,0.0,1.3,0,0.7,MWC,6.4,5.2,0.596,8.8,3.7,0.59,6.3,35,35,29.5,Colton Iverson,3.3,2.6,14.2,5.89,0.6,Colorado State,['2012-13'],2.0,9.8,
849,2.8,0.546,5.2,0.0,0.0,0.0,0.9,0,0.9,,3.7,2.8,0.546,5.2,1.9,0.564,3.4,133,77,20.8,Colton Iverson,2.1,2.2,7.6,7.55,0.4,Overall,['Career'],1.6,5.7,
850,3.5,0.53,6.6,0.0,0.0,0.0,1.2,0,0.9,CUSA,5.8,3.5,0.53,6.6,3.3,0.61,5.5,30,21,27.9,Arsalan Kazemi,3.3,2.7,10.3,1.15,1.6,Rice,['2009-10'],1.9,9.1,
851,4.6,0.525,8.7,0.0,0.0,0.0,1.3,0,0.8,CUSA,7.2,4.6,0.525,8.7,6.1,0.72,8.5,32,30,29.8,Arsalan Kazemi,3.8,2.7,15.2,2.67,1.2,Rice,['2010-11'],1.8,11.0,
852,4.1,0.596,6.9,0.0,0.0,0.0,2.1,0,1.0,CUSA,7.7,4.1,0.594,6.9,3.8,0.6809999999999999,5.6,33,32,29.4,Arsalan Kazemi,2.6,2.6,12.1,1.1,2.1,Rice,['2011-12'],2.0,10.3,
853,3.2,0.598,5.4,0.0,0.0,0.0,1.4,0,0.7,Pac-12,7.2,3.2,0.595,5.4,2.9,0.675,4.3,35,27,29.0,Arsalan Kazemi,2.8,1.9,9.4,5.77,2.0,Oregon,['2012-13'],1.5,10.0,
854,3.8,0.56,6.9,0.0,0.0,0.0,1.5,0,0.8,,7.0,3.8,0.5589999999999999,6.9,4.0,0.6779999999999999,5.9,130,110,29.0,Arsalan Kazemi,3.1,2.5,11.7,2.67,1.7,Overall,['Career'],1.8,10.1,
855,0.6,0.46299999999999997,1.3,0.6,0.40399999999999997,1.5,1.8,,0.1,Big East,0.7,1.2,0.43200000000000005,2.8,0.8,0.61,1.3,31,0,11.3,Peyton Siva,0.2,2.1,3.9,7.99,1.0,Louisville,['2009-10'],1.5,0.8,0
856,2.5,0.5429999999999999,4.7,0.7,0.272,2.6,5.2,,0.2,Big East,2.8,3.3,0.445,7.3,2.7,0.6809999999999999,3.9,35,35,27.9,Peyton Siva,0.3,2.7,9.9,8.2,2.0,Louisville,['2010-11'],2.9,3.1,0
857,2.7,0.44799999999999995,6.1,0.4,0.24600000000000002,1.8,5.6,,0.1,Big East,2.7,3.2,0.402,7.9,2.3,0.7390000000000001,3.1,38,38,31.7,Peyton Siva,0.5,3.0,9.1,9.02,1.7,Louisville,['2011-12'],3.4,3.2,0
858,2.5,0.47600000000000003,5.3,1.0,0.28800000000000003,3.3,5.7,NCAA All-Tournament,0.2,Big East,2.1,3.5,0.40399999999999997,8.6,2.1,0.867,2.5,40,40,31.2,Peyton Siva,0.3,2.6,10.0,9.13,2.3,Louisville,['2012-13'],2.7,2.4,0
859,2.2,0.48200000000000004,4.5,0.7,0.29100000000000004,2.4,4.7,,0.1,,2.1,2.9,0.41700000000000004,6.9,2.0,0.737,2.8,144,113,26.2,Peyton Siva,0.3,2.6,8.4,8.58,1.8,Louisville,['Career'],2.7,2.4,0
860,1.9,0.46299999999999997,4.0,0.0,0.0,0.0,0.4,0,1.6,Big East,4.3,1.9,0.46,4.0,1.3,0.5379999999999999,2.4,34,29,24.6,Alex Oriakhi,2.3,2.7,5.0,9.15,0.4,UConn,['2009-10'],1.0,6.6,
861,3.7,0.507,7.4,0.0,0.0,0.0,0.4,0,1.6,Big East,5.0,3.7,0.507,7.4,2.1,0.63,3.4,41,39,29.1,Alex Oriakhi,3.7,2.5,9.6,10.44,0.4,UConn,['2010-11'],1.1,8.7,
862,2.7,0.495,5.5,0.0,0.0,0.0,0.3,0,1.3,Big East,3.1,2.7,0.495,5.5,1.2,0.569,2.1,34,28,21.5,Alex Oriakhi,1.7,1.8,6.7,8.07,0.1,UConn,['2011-12'],1.2,4.8,
863,4.1,0.639,6.4,0.0,0.0,0.0,0.4,0,1.6,SEC,5.3,4.1,0.639,6.4,3.1,0.746,4.2,34,34,25.8,Alex Oriakhi,3.1,2.3,11.2,6.0,0.6,Missouri,['2012-13'],1.4,8.4,
864,3.1,0.531,5.9,0.0,0.0,0.0,0.3,0,1.5,,4.4,3.1,0.53,5.9,1.9,0.6409999999999999,3.0,143,130,25.5,Alex Oriakhi,2.8,2.3,8.2,8.41,0.4,Overall,['Career'],1.2,7.2,
865,2.3,0.542,4.2,0.6,0.32799999999999996,1.7,0.5,0,0.2,Big Ten,1.9,2.8,0.479,5.9,1.3,0.797,1.6,37,1,14.0,Deshaun Thomas,1.7,1.1,7.5,8.38,0.4,Ohio State,['2010-11'],0.8,3.5,
866,4.9,0.599,8.3,1.3,0.345,3.7,0.9,0,0.2,Big Ten,2.8,6.2,0.52,12.0,2.1,0.755,2.8,39,39,31.4,Deshaun Thomas,2.6,1.7,15.9,9.07,0.4,Ohio State,['2011-12'],1.2,5.4,
867,5.1,0.5,10.1,1.9,0.344,5.6,1.3,0,0.3,Big Ten,4.2,7.0,0.444,15.8,3.8,0.8340000000000001,4.6,37,37,35.4,Deshaun Thomas,1.7,1.5,19.8,9.32,0.5,Ohio State,['2012-13'],1.4,5.9,
868,4.1,0.545,7.5,1.3,0.342,3.7,0.9,0,0.2,,3.0,5.4,0.478,11.2,2.4,0.802,3.0,113,77,27.0,Deshaun Thomas,2.0,1.4,14.4,8.93,0.4,Ohio State,['Career'],1.1,5.0,
869,4.2,0.493,8.5,1.2,0.341,3.6,1.5,0,1.0,Big 12,3.7,5.4,0.44799999999999995,12.1,5.0,0.775,6.5,35,35,32.8,Andrew Wiggins,2.2,2.7,17.1,11.4,1.2,Kansas,['2013-14'],2.3,5.9,
870,4.2,0.493,8.5,1.2,0.341,3.6,1.5,0,1.0,,3.7,5.4,0.44799999999999995,12.1,5.0,0.775,6.5,35,35,32.8,Andrew Wiggins,2.2,2.7,17.1,11.4,1.2,Kansas,['Career'],2.3,5.9,
871,5.7,0.504,11.2,1.1,0.358,3.0,1.2,0,1.2,ACC,5.7,6.7,0.473,14.3,4.6,0.748,6.1,35,35,30.7,Jabari Parker,3.0,2.4,19.1,8.48,1.1,Duke,['2013-14'],2.3,8.7,
872,5.7,0.504,11.2,1.1,0.358,3.0,1.2,0,1.2,,5.7,6.7,0.473,14.3,4.6,0.748,6.1,35,35,30.7,Jabari Parker,3.0,2.4,19.1,8.48,1.1,Duke,['Career'],2.3,8.7,
873,3.8,0.639,5.9,0.0,0.2,0.2,1.4,0,2.6,Big 12,5.8,3.8,0.626,6.1,3.5,0.685,5.1,28,20,23.1,Joel Embiid,2.3,3.4,11.2,11.4,0.9,Kansas,['2013-14'],2.4,8.1,
874,3.8,0.639,5.9,0.0,0.2,0.2,1.4,0,2.6,,5.8,3.8,0.626,6.1,3.5,0.685,5.1,28,20,23.1,Joel Embiid,2.3,3.4,11.2,11.4,0.9,Kansas,['Career'],2.4,8.1,
875,4.6,0.513,8.9,0.4,0.35600000000000004,1.2,2.0,0,1.0,Pac-12,5.3,5.0,0.495,10.1,2.0,0.42200000000000004,4.7,38,38,31.2,Aaron Gordon,2.7,2.4,12.4,9.04,0.9,Arizona,['2013-14'],1.4,8.0,
876,4.6,0.513,8.9,0.4,0.35600000000000004,1.2,2.0,0,1.0,,5.3,5.0,0.495,10.1,2.0,0.42200000000000004,4.7,38,38,31.2,Aaron Gordon,2.7,2.4,12.4,9.04,0.9,Arizona,['Career'],1.4,8.0,
877,3.4,0.465,7.4,1.2,0.29,4.0,4.2,Big 12 POY,0.7,Big 12,4.3,4.6,0.40399999999999997,11.3,5.1,0.777,6.5,33,32,33.5,Marcus Smart,1.5,2.8,15.4,6.73,3.0,Oklahoma State,['2012-13'],3.4,5.8,0
878,3.7,0.514,7.2,1.6,0.299,5.3,4.8,,0.6,Big 12,4.5,5.3,0.42200000000000004,12.5,5.9,0.728,8.1,31,31,32.7,Marcus Smart,1.4,2.9,18.0,8.34,2.9,Oklahoma State,['2013-14'],2.6,5.9,0
879,3.5,0.488,7.3,1.4,0.295,4.6,4.5,,0.6,,4.4,4.9,0.413,11.9,5.5,0.7509999999999999,7.3,64,63,33.1,Marcus Smart,1.5,2.9,16.6,7.53,2.9,Oklahoma State,['Career'],3.0,5.9,0
880,4.8,0.517,9.3,0.1,0.16699999999999998,0.5,1.4,NCAA All-Tournament,0.8,SEC,6.9,4.9,0.501,9.8,5.1,0.706,7.2,40,40,30.8,Julius Randle,3.5,2.3,15.0,9.89,0.5,Kentucky,['2013-14'],2.5,10.4,0
881,4.8,0.517,9.3,0.1,0.16699999999999998,0.5,1.4,,0.8,,6.9,4.9,0.501,9.8,5.1,0.706,7.2,40,40,30.8,Julius Randle,3.5,2.3,15.0,9.89,0.5,Kentucky,['Career'],2.5,10.4,0
882,1.5,0.5,3.0,2.1,0.44,4.7,1.3,,0.2,Big Ten,2.5,3.5,0.46299999999999997,7.6,1.9,0.851,2.2,39,33,30.5,Nik Stauskas,0.5,0.7,11.0,10.05,0.6,Michigan,['2012-13'],1.1,3.0,0
883,2.6,0.5,5.2,2.6,0.442,5.8,3.3,Big Ten POY,0.3,Big Ten,2.5,5.1,0.47,10.9,4.7,0.8240000000000001,5.7,36,36,35.6,Nik Stauskas,0.4,1.3,17.5,9.65,0.6,Michigan,['2013-14'],1.9,2.9,0
884,2.0,0.5,4.0,2.3,0.441,5.2,2.3,,0.3,,2.5,4.3,0.467,9.2,3.2,0.8320000000000001,3.9,75,69,32.9,Nik Stauskas,0.5,1.0,14.1,9.85,0.6,Michigan,['Career'],1.5,2.9,0
885,3.2,0.53,6.1,0.5,0.485,1.1,0.6,0,1.4,Big Ten,6.6,3.8,0.523,7.2,3.2,0.716,4.5,30,29,26.5,Noah Vonleh,2.4,2.7,11.3,6.64,0.9,Indiana,['2013-14'],2.1,9.0,
886,3.2,0.53,6.1,0.5,0.485,1.1,0.6,0,1.4,,6.6,3.8,0.523,7.2,3.2,0.716,4.5,30,29,26.5,Noah Vonleh,2.4,2.7,11.3,6.64,0.9,Indiana,['Career'],2.1,9.0,
887,2.4,0.47,5.1,0.0,0.0,0.3,3.0,0,0.3,Sun Belt,2.9,2.4,0.44799999999999995,5.4,2.3,0.564,4.2,32,11,22.7,Elfrid Payton,0.7,2.1,7.2,-2.28,1.2,Louisiana,['2011-12'],3.0,3.6,
888,5.2,0.49700000000000005,10.4,0.5,0.32,1.5,5.5,0,0.6,Sun Belt,4.2,5.7,0.475,11.9,4.1,0.643,6.4,33,33,35.5,Elfrid Payton,1.4,2.3,15.9,-2.23,2.4,Louisiana,['2012-13'],3.4,5.6,
889,6.4,0.541,11.8,0.4,0.259,1.5,5.9,0,0.6,Sun Belt,3.7,6.8,0.509,13.3,5.3,0.609,8.6,35,34,35.9,Elfrid Payton,2.3,2.4,19.2,-0.28,2.3,Louisiana,['2013-14'],3.6,6.0,
890,4.7,0.512,9.2,0.3,0.268,1.1,4.9,0,0.5,,3.6,5.0,0.485,10.3,3.9,0.611,6.5,100,78,31.6,Elfrid Payton,1.5,2.3,14.3,-1.6,2.0,Louisiana,['Career'],3.4,5.1,
891,4.4,0.5710000000000001,7.8,1.2,0.405,3.0,1.2,,0.1,MVC,5.1,5.6,0.525,10.7,2.4,0.746,3.2,39,39,29.1,Doug McDermott,2.1,2.1,14.9,1.41,0.3,Creighton,['2010-11'],2.2,7.2,0
892,7.2,0.633,11.4,1.5,0.486,3.2,1.1,MVC POY,0.1,MVC,5.8,8.8,0.601,14.6,3.8,0.7959999999999999,4.8,35,35,31.9,Doug McDermott,2.4,1.7,22.9,3.41,0.2,Creighton,['2011-12'],2.3,8.2,0
893,5.8,0.573,10.0,2.1,0.49,4.4,1.6,MVC POY,0.1,MVC,6.1,7.9,0.5479999999999999,14.4,5.3,0.875,6.0,36,36,31.6,Doug McDermott,1.6,1.6,23.2,5.16,0.2,Creighton,['2012-13'],2.6,7.7,0
894,6.7,0.5670000000000001,11.8,2.7,0.449,6.1,1.6,AP POY; NABC POY; TSN POY ...,0.1,Big East,5.3,9.4,0.526,17.9,5.1,0.8640000000000001,5.9,35,35,33.7,Doug McDermott,1.6,1.9,26.7,7.17,0.2,Creighton,['2013-14'],1.8,7.0,0
895,6.0,0.5870000000000001,10.2,1.9,0.45799999999999996,4.1,1.3,,0.1,,5.6,7.9,0.55,14.3,4.1,0.831,4.9,145,145,31.5,Doug McDermott,1.9,1.8,21.7,4.29,0.2,Creighton,['Career'],2.2,7.5,0
896,2.1,0.494,4.3,1.3,0.375,3.5,1.8,0,0.2,Pac-12,2.1,3.4,0.441,7.8,1.3,0.691,1.8,37,1,24.4,Zach LaVine,0.5,2.0,9.4,7.62,0.9,UCLA,['2013-14'],1.1,2.5,
897,2.1,0.494,4.3,1.3,0.375,3.5,1.8,0,0.2,,2.1,3.4,0.441,7.8,1.3,0.691,1.8,37,1,24.4,Zach LaVine,0.5,2.0,9.4,7.62,0.9,UCLA,['Career'],1.1,2.5,
898,4.9,0.632,7.8,0.4,0.519,0.8,0.8,,0.4,ACC,2.1,5.3,0.622,8.5,1.1,0.542,2.1,35,14,27.0,T.J. Warren,2.1,2.2,12.1,7.17,1.2,NC State,['2012-13'],1.0,4.2,0
899,8.9,0.58,15.3,0.9,0.267,3.3,1.1,ACC POY,0.6,ACC,3.9,9.8,0.525,18.6,4.5,0.69,6.5,35,35,35.4,T.J. Warren,3.2,2.8,24.9,7.44,1.8,NC State,['2013-14'],2.4,7.1,0
900,6.9,0.598,11.5,0.6,0.315,2.0,1.0,,0.5,,3.0,7.5,0.555,13.6,2.8,0.654,4.3,70,49,31.2,T.J. Warren,2.7,2.5,18.5,7.31,1.5,NC State,['Career'],1.7,5.7,0
901,1.0,0.479,2.1,0.0,0.0,0.0,0.1,0,0.8,Big Ten,1.4,1.0,0.47200000000000003,2.1,0.5,0.486,1.0,34,6,9.0,Adreian Payne,0.9,1.2,2.5,11.67,0.3,Michigan State,['2010-11'],0.6,2.4,
902,2.6,0.5670000000000001,4.6,0.0,0.5,0.1,0.3,0,1.1,Big Ten,2.7,2.6,0.5660000000000001,4.7,1.7,0.6970000000000001,2.4,37,36,17.9,Adreian Payne,1.5,2.3,7.0,9.81,0.7,Michigan State,['2011-12'],1.1,4.2,
903,3.4,0.579,5.8,0.4,0.381,1.2,0.8,0,1.3,Big Ten,5.5,3.8,0.546,7.0,2.5,0.848,2.9,36,24,25.6,Adreian Payne,2.1,2.6,10.5,10.55,0.8,Michigan State,['2012-13'],1.8,7.6,
904,4.3,0.536,8.1,1.4,0.423,3.4,1.3,0,0.9,Big Ten,5.7,5.7,0.503,11.4,3.5,0.79,4.5,31,28,28.1,Adreian Payne,1.5,2.6,16.4,9.38,0.5,Michigan State,['2013-14'],2.0,7.3,
905,2.8,0.551,5.1,0.4,0.409,1.1,0.6,0,1.0,,3.8,3.2,0.526,6.2,2.0,0.755,2.7,138,94,20.0,Adreian Payne,1.5,2.2,8.9,10.35,0.6,Michigan State,['Career'],1.4,5.3,
906,2.5,0.47,5.4,2.1,0.349,5.9,1.7,NCAA All-Tournament,0.2,SEC,3.3,4.6,0.40700000000000003,11.3,3.1,0.706,4.4,40,39,32.4,James Young,1.0,2.1,14.3,9.89,0.8,Kentucky,['2013-14'],1.9,4.3,0
907,2.5,0.47,5.4,2.1,0.349,5.9,1.7,,0.2,,3.3,4.6,0.40700000000000003,11.3,3.1,0.706,4.4,40,39,32.4,James Young,1.0,2.1,14.3,9.89,0.8,Kentucky,['Career'],1.9,4.3,0
908,3.5,0.429,8.1,0.9,0.353,2.5,5.5,0,0.2,ACC,2.6,4.4,0.41100000000000003,10.6,3.4,0.765,4.4,34,34,35.7,Tyler Ennis,0.8,2.0,12.9,7.25,2.1,Syracuse,['2013-14'],1.7,3.4,
909,3.5,0.429,8.1,0.9,0.353,2.5,5.5,0,0.2,,2.6,4.4,0.41100000000000003,10.6,3.4,0.765,4.4,34,34,35.7,Tyler Ennis,0.8,2.0,12.9,7.25,2.1,Syracuse,['Career'],1.7,3.4,
910,2.5,0.49700000000000005,5.0,1.9,0.41100000000000003,4.6,1.4,0,0.2,Big Ten,1.6,4.4,0.456,9.7,2.2,0.755,2.9,34,33,29.7,Gary Harris,0.9,2.0,12.9,10.55,1.3,Michigan State,['2012-13'],1.5,2.5,
911,3.3,0.507,6.4,2.3,0.35200000000000004,6.6,2.7,0,0.4,Big Ten,2.9,5.6,0.429,13.0,3.3,0.81,4.1,35,34,32.3,Gary Harris,1.1,2.1,16.7,9.38,1.8,Michigan State,['2013-14'],1.7,4.0,
