,Unnamed: 0,Player,Year,Draft pick,Height (No Shoes),Height (With Shoes),Wingspan,Standing reach,Weight,Body Fat,Hand (Length),Hand (Width),drafted,athletic
494,494,Andrew Jones,2017,99.0,75.0,76.25,78.5,99.5,185.0,4.9,8.5,9.0,0,1
495,495,Cameron Oliver,2017,99.0,79.0,80.25,85.25,106.5,239.0,7.7,9.5,10.25,0,1
496,496,Chris Boucher,2017,99.0,80.0,81.5,88.0,110.5,182.0,5.4,9.25,10.5,0,0
497,497,Derrick Walton,2017,99.0,71.0,72.75,74.5,95.0,189.0,5.8,8.0,8.5,0,1
498,498,Devin Robinson,2017,99.0,79.0,80.25,84.75,106.0,190.0,3.2,9.25,10.25,0,1
499,499,Eric Mika,2017,99.0,80.5,81.75,82.0,106.5,233.0,6.5,8.25,8.75,0,1
500,500,Hamidou Diallo,2017,99.0,75.75,77.0,83.25,101.5,197.0,5.2,8.5,9.5,0,1
501,501,Isaiah Briscoe,2017,99.0,73.25,74.75,81.0,99.5,222.0,11.0,9.0,9.25,0,1
502,502,Isaiah Hicks,2017,99.0,79.25,80.5,84.5,105.0,233.0,7.7,8.75,9.75,0,1
503,503,Jamel Artis,2017,99.0,77.5,78.75,82.0,105.0,213.0,11.9,9.25,9.75,0,1
504,504,Johnathan Motley,2017,99.0,79.75,80.75,88.0,108.0,238.0,6.6,9.0,9.5,0,0
505,505,Jonathan Jeanne,2017,99.0,84.75,86.0,90.5,113.5,207.0,8.7,9.5,10.0,0,1
506,506,Justin Jackson (Canada),2017,99.0,77.75,79.0,87.25,107.0,219.0,8.1,9.0,9.5,0,1
507,507,Kennedy Meeks,2017,99.0,80.75,82.25,85.0,106.0,277.0,11.5,8.75,8.75,0,1
508,508,Kobi Simmons,2017,99.0,75.25,76.5,78.0,99.0,166.0,5.0,8.5,9.5,0,1
509,509,Moritz Wagner,2017,99.0,82.0,83.25,84.0,108.0,231.0,6.7,8.75,10.75,0,1
510,510,Omer Yurtseven,2017,99.0,82.5,83.75,85.0,108.5,248.0,7.6,9.0,10.5,0,1
511,511,P.J. Dozier,2017,99.0,77.25,78.75,83.0,101.0,201.0,6.1,8.5,9.5,0,1
512,512,Peter Jok,2017,99.0,76.25,77.75,80.0,102.0,202.0,11.0,8.25,9.5,0,1
513,513,Rawle Alkins,2017,99.0,74.5,75.75,80.75,99.0,223.0,11.0,8.75,10.0,0,1
514,514,Sviatoslav Mykhailiuk,2017,99.0,78.5,79.5,77.0,100.0,220.0,11.4,8.0,9.25,0,1
515,515,Thomas Welsh,2017,99.0,83.5,84.5,84.0,109.5,254.0,10.9,9.0,10.5,0,0
516,516,V.J. Beachem,2017,99.0,78.25,80.0,82.25,104.5,193.0,6.8,8.5,9.0,0,1
