,index,Name,School,Conf,Season,SOS,G,GS,MP,PTS,DRB,ORB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,FT,FTA,FT%,2P,2PA,2P%,3P,3PA,3P%,year,last
216,294,Landry Fields,Stanford,Pac-10,2009,6.91,34,33,30.7,12.6,4.3,2.3,6.6,1.9,1.2,0.5,1.9,2.1,4.7,9.4,0.498,2.3,3.5,0.65,3.8,6.9,0.547,0.9,2.6,0.368,3,0
217,295,Landry Fields,Stanford,Pac-10,2010,6.5,32,32,36.3,22.0,6.2,2.5,8.8,2.8,1.6,0.8,2.6,2.0,7.8,15.8,0.49,5.6,8.0,0.696,6.8,13.1,0.521,0.9,2.7,0.337,4,1
218,297,Lance Stephenson,Cincinnati,Big East,2010,8.45,34,32,28.2,12.3,3.5,1.9,5.4,2.5,0.9,0.2,2.4,1.9,4.8,10.8,0.44,2.3,3.5,0.664,4.3,8.7,0.495,0.5,2.1,0.219,1,1
219,299,Jarvis Varnado,Mississippi State,SEC,2007,6.91,35,13,13.5,5.0,2.4,1.7,4.2,0.3,0.3,1.9,0.5,2.1,2.1,3.3,0.647,0.7,1.3,0.5329999999999999,2.1,3.3,0.652,0.0,0.0,0.0,1,0
220,300,Jarvis Varnado,Mississippi State,SEC,2008,5.74,34,34,28.5,7.9,5.6,2.2,7.8,0.5,0.5,4.6,1.2,2.9,3.2,5.0,0.6409999999999999,1.5,2.9,0.5,3.2,4.9,0.643,0.0,0.1,0.5,2,0
221,301,Jarvis Varnado,Mississippi State,SEC,2009,4.62,36,36,28.1,12.9,5.9,2.9,8.8,0.8,0.6,4.7,1.7,2.3,5.0,9.1,0.5489999999999999,2.9,4.4,0.654,5.0,9.1,0.55,0.0,0.0,0.0,3,0
222,302,Jarvis Varnado,Mississippi State,SEC,2010,4.6,36,36,31.7,13.8,7.3,3.0,10.3,0.9,0.7,4.7,2.0,2.4,5.1,8.8,0.5820000000000001,3.6,5.8,0.61,5.1,8.8,0.5820000000000001,0.0,0.0,0.0,4,1
223,304,Da'Sean Butler,West Virginia,Big East,2007,5.43,36,0,23.3,10.1,2.2,1.3,3.5,1.0,1.3,0.1,1.3,1.9,3.8,7.8,0.48,1.5,2.2,0.6629999999999999,2.7,4.7,0.5710000000000001,1.1,3.1,0.345,1,0
224,305,Da'Sean Butler,West Virginia,Big East,2008,7.16,37,37,30.6,12.9,3.8,2.3,6.2,1.7,0.7,0.2,1.5,2.7,5.0,10.2,0.495,2.0,3.1,0.64,4.1,7.6,0.537,0.9,2.5,0.366,2,0
225,306,Da'Sean Butler,West Virginia,Big East,2009,8.34,35,35,33.1,17.1,3.8,2.2,5.9,1.7,1.3,0.3,2.3,2.5,6.1,14.1,0.429,3.3,4.3,0.76,4.3,9.1,0.473,1.8,5.1,0.35,3,0
226,307,Da'Sean Butler,West Virginia,Big East,2010,10.26,38,38,35.8,17.2,4.6,1.6,6.2,3.1,1.0,0.4,1.8,2.2,5.5,13.2,0.414,4.4,5.6,0.789,3.6,8.0,0.452,1.8,5.2,0.354,4,1
227,309,Devin Ebanks,West Virginia,Big East,2009,8.34,35,34,30.2,10.5,5.1,2.7,7.8,2.7,0.8,0.7,1.9,1.8,3.8,8.0,0.47,2.8,4.0,0.7,3.6,6.9,0.527,0.1,1.1,0.125,1,0
228,310,Devin Ebanks,West Virginia,Big East,2010,10.26,34,31,34.1,12.0,5.2,2.9,8.1,2.4,1.1,0.7,2.2,1.6,4.2,9.3,0.457,3.4,4.5,0.77,4.1,8.4,0.495,0.1,0.9,0.1,2,1
229,312,Jerome Jordan,Tulsa,CUSA,2007,-0.11,23,10,7.8,2.7,1.4,0.7,2.1,0.2,0.1,0.7,0.7,0.9,1.3,2.1,0.5920000000000001,0.1,0.5,0.273,1.3,2.1,0.5920000000000001,0.0,0.0,0.0,1,0
230,313,Jerome Jordan,Tulsa,CUSA,2008,2.97,39,39,26.2,10.5,5.1,2.8,7.9,0.8,0.4,3.7,2.2,2.8,3.9,7.0,0.564,2.6,3.8,0.6890000000000001,3.9,7.0,0.564,0.0,0.0,0.0,2,0
231,314,Jerome Jordan,Tulsa,CUSA,2009,4.83,36,35,27.0,13.8,6.1,2.4,8.6,0.9,0.4,2.5,2.4,3.1,5.0,8.5,0.586,3.8,5.2,0.737,5.0,8.5,0.586,0.0,0.0,0.0,3,0
232,315,Jerome Jordan,Tulsa,CUSA,2010,2.84,35,35,29.8,15.4,6.7,2.4,9.1,1.3,0.5,2.3,2.3,2.8,5.3,9.6,0.5489999999999999,4.9,7.1,0.688,5.3,9.6,0.5489999999999999,0.0,0.0,0.0,4,1
233,317,Gani Lawal,Georgia Tech,ACC,2008,9.57,32,25,17.3,7.2,1.9,1.6,3.5,0.3,0.4,1.0,1.7,2.6,2.8,4.9,0.57,1.5,3.1,0.495,2.8,4.9,0.573,0.0,0.0,0.0,1,0
234,318,Gani Lawal,Georgia Tech,ACC,2009,7.32,31,30,29.6,15.1,5.9,3.6,9.5,0.6,1.0,1.5,2.5,2.6,5.9,10.7,0.556,3.2,5.7,0.5589999999999999,5.9,10.6,0.5579999999999999,0.0,0.0,0.0,2,0
235,319,Gani Lawal,Georgia Tech,ACC,2010,9.02,36,36,25.8,13.1,5.6,2.9,8.5,0.4,0.4,1.4,2.2,2.1,4.8,9.0,0.529,3.5,6.2,0.5720000000000001,4.8,9.0,0.531,0.0,0.0,0.0,3,1
236,321,Tiny Gallon,Oklahoma,Big 12,2010,7.79,30,21,24.0,10.3,5.2,2.8,7.9,0.8,0.7,0.8,2.3,2.8,4.1,7.4,0.547,2.1,3.0,0.6970000000000001,3.9,6.9,0.573,0.1,0.6,0.235,1,1
237,323,Solomon Alabi,Florida State,ACC,2008,7.31,10,1,9.3,3.5,1.2,0.8,2.0,0.0,0.1,1.1,1.1,1.8,1.5,3.1,0.484,0.5,0.9,0.556,1.5,3.1,0.484,0.0,0.0,0.0,1,0
238,324,Solomon Alabi,Florida State,ACC,2009,7.91,35,35,22.3,8.4,3.5,2.1,5.6,0.3,0.5,2.1,1.6,1.9,3.5,6.5,0.54,1.5,2.1,0.68,3.5,6.4,0.542,0.0,0.0,0.0,2,0
239,325,Solomon Alabi,Florida State,ACC,2010,6.79,32,32,25.6,11.7,3.7,2.5,6.2,0.5,0.6,2.3,1.9,2.3,4.2,7.8,0.534,3.4,4.3,0.794,4.2,7.8,0.534,0.0,0.0,0.0,3,1
240,327,Magnum Rolle,LSU,SEC,2006,8.77,33,0,8.7,2.2,1.7,0.8,2.5,0.2,0.3,0.6,0.5,1.0,0.9,2.0,0.462,0.3,0.7,0.458,0.9,2.0,0.462,0.0,0.0,0.0,1,0
241,328,Magnum Rolle,LSU,SEC,2007,7.44,29,9,16.7,4.0,2.3,1.8,4.1,0.4,0.6,1.1,1.0,2.0,1.7,4.0,0.431,0.5,0.9,0.556,1.7,4.0,0.435,0.0,0.0,0.0,2,0
242,329,Magnum Rolle,Louisiana Tech,WAC,2009,-1.98,30,30,28.2,12.2,4.5,2.6,7.2,1.0,0.9,1.7,2.3,2.9,4.7,8.8,0.53,2.8,4.3,0.654,4.6,8.7,0.531,0.0,0.1,0.5,3,0
243,330,Magnum Rolle,Louisiana Tech,WAC,2010,-0.4,34,33,30.1,13.9,4.9,3.5,8.4,0.8,0.8,2.1,2.0,2.8,5.6,10.8,0.514,2.7,4.1,0.66,5.6,10.8,0.514,0.0,0.0,0.0,4,1
244,332,Luke Harangody,Notre Dame,Big East,2007,4.97,32,16,20.6,11.2,3.5,2.7,6.2,1.2,0.9,0.5,1.2,2.6,4.2,9.1,0.459,2.9,3.6,0.816,4.2,9.0,0.46,0.0,0.0,0.0,1,0
245,333,Luke Harangody,Notre Dame,Big East,2008,7.03,33,33,29.0,20.4,7.1,3.5,10.6,1.7,0.8,0.9,2.3,2.6,7.8,15.7,0.5,4.6,6.0,0.763,7.8,15.4,0.503,0.1,0.3,0.333,2,0
246,334,Luke Harangody,Notre Dame,Big East,2009,8.7,34,34,34.2,23.3,8.3,3.5,11.8,2.1,0.9,0.9,1.8,2.3,8.8,19.2,0.459,5.2,6.7,0.777,8.4,18.1,0.465,0.4,1.1,0.368,3,0
247,335,Luke Harangody,Notre Dame,Big East,2010,6.22,30,25,33.0,21.8,6.9,2.2,9.1,1.6,0.5,0.7,1.8,2.3,8.1,16.9,0.481,4.7,5.9,0.787,7.3,14.2,0.514,0.8,2.7,0.309,4,1
248,337,Willie Warren,Oklahoma,Big 12,2009,6.88,36,34,31.3,14.6,1.7,0.5,2.2,3.1,1.1,0.1,2.2,2.3,4.8,10.1,0.473,3.2,4.1,0.7809999999999999,2.9,5.1,0.5710000000000001,1.9,5.0,0.3720000000000001,1,0
249,338,Willie Warren,Oklahoma,Big 12,2010,7.79,21,19,32.3,16.3,2.6,0.7,3.3,4.1,1.0,0.0,3.8,2.3,5.0,11.5,0.438,4.8,6.0,0.795,3.6,6.9,0.524,1.4,4.6,0.309,2,1
250,340,Jeremy Evans,Western Kentucky,Sun Belt,2007,-3.71,32,30,21.0,7.0,3.2,2.5,5.7,0.5,0.6,1.4,0.9,2.2,2.7,4.2,0.644,1.5,2.3,0.6709999999999999,2.7,4.2,0.642,0.0,0.0,1.0,1,0
251,341,Jeremy Evans,Western Kentucky,Sun Belt,2008,0.24,34,33,21.1,5.9,3.4,1.8,5.2,0.6,0.5,1.5,1.1,2.3,2.4,3.8,0.625,1.0,1.6,0.642,2.1,3.2,0.6609999999999999,0.2,0.6,0.421,2,0
252,342,Jeremy Evans,Western Kentucky,Sun Belt,2009,-1.23,34,33,25.3,8.8,3.4,2.4,5.7,0.3,0.6,2.0,1.0,2.4,3.6,5.7,0.634,1.5,2.1,0.722,3.6,5.7,0.637,0.0,0.0,0.0,3,0
253,343,Jeremy Evans,Western Kentucky,Sun Belt,2010,-2.18,34,34,26.5,10.0,3.9,3.0,6.9,0.7,0.8,1.8,1.1,2.9,4.0,6.2,0.649,1.9,2.7,0.688,3.9,5.9,0.6729999999999999,0.1,0.4,0.25,4,1
254,345,Hamady N'Diaye,Rutgers,Big East,2007,5.86,29,2,13.3,2.7,1.9,1.1,2.9,0.2,0.3,1.7,0.9,2.0,1.0,1.9,0.5,0.7,1.4,0.5,1.0,1.9,0.5,0.0,0.0,0.0,1,0
255,346,Hamady N'Diaye,Rutgers,Big East,2008,7.07,31,30,22.7,5.2,4.0,1.9,5.9,0.5,0.4,3.0,1.6,3.0,2.0,4.3,0.459,1.2,2.3,0.5429999999999999,2.0,4.3,0.462,0.0,0.0,0.0,2,0
256,347,Hamady N'Diaye,Rutgers,Big East,2009,6.6,32,28,23.3,5.6,4.1,1.7,5.8,0.4,0.5,2.2,1.5,2.8,2.0,3.4,0.5870000000000001,1.6,2.5,0.6459999999999999,2.0,3.4,0.593,0.0,0.0,0.0,3,0
257,348,Hamady N'Diaye,Rutgers,Big East,2010,5.91,32,25,28.3,9.4,4.8,2.4,7.1,0.4,0.4,4.5,1.5,2.9,3.6,6.2,0.579,2.3,3.8,0.617,3.6,6.2,0.579,0.0,0.0,0.0,4,1
258,350,Ryan Reid,Florida State,ACC,2007,8.63,35,0,16.1,2.9,1.9,1.3,3.2,0.2,0.3,0.5,1.1,1.8,1.2,2.1,0.562,0.5,1.2,0.463,1.2,2.1,0.562,0.0,0.0,0.0,1,0
259,351,Ryan Reid,Florida State,ACC,2008,7.31,25,21,24.1,5.6,2.7,2.3,5.0,0.6,0.7,0.6,1.8,2.6,2.0,3.8,0.531,1.5,2.2,0.679,2.0,3.8,0.526,0.0,0.0,1.0,2,0
260,352,Ryan Reid,Florida State,ACC,2009,7.91,35,16,19.1,4.9,2.2,1.5,3.7,0.7,0.7,0.7,2.1,2.0,1.8,4.0,0.44,1.4,2.2,0.632,1.8,4.0,0.44,0.0,0.0,0.0,3,0
261,353,Ryan Reid,Florida State,ACC,2010,6.79,31,29,22.7,6.8,2.1,1.9,4.0,1.1,0.6,0.5,1.6,1.5,2.6,5.4,0.491,1.5,2.5,0.597,2.6,5.4,0.491,0.0,0.0,0.0,4,1
262,355,Derrick Caracter,Louisville,Big East,2007,7.69,17,2,14.1,8.2,1.3,2.5,3.8,0.3,0.3,0.4,1.8,3.1,3.2,5.6,0.573,1.7,3.2,0.527,3.2,5.6,0.573,0.0,0.0,0.0,1,0
263,356,Derrick Caracter,Louisville,Big East,2008,8.0,35,12,16.9,8.3,2.5,2.1,4.5,0.5,0.6,0.9,1.8,3.1,3.2,5.7,0.552,1.9,3.1,0.63,3.1,5.7,0.55,0.0,0.0,1.0,2,0
264,357,Derrick Caracter,UTEP,CUSA,2010,1.96,27,22,26.7,14.1,5.4,2.7,8.1,1.1,1.0,0.9,2.9,3.0,5.5,9.7,0.5670000000000001,3.0,4.4,0.672,5.3,9.1,0.585,0.1,0.6,0.267,3,1
265,359,Stanley Robinson,UConn,Big East,2007,6.08,31,13,17.2,5.1,2.9,1.5,4.4,0.8,0.3,0.5,1.4,1.3,1.7,4.5,0.374,1.2,1.8,0.6609999999999999,1.2,3.1,0.371,0.5,1.4,0.381,1,0
266,360,Stanley Robinson,UConn,Big East,2008,6.75,33,32,27.7,10.4,4.3,2.2,6.5,1.2,0.5,1.3,1.4,2.2,4.1,8.8,0.471,1.3,1.9,0.672,3.3,6.7,0.486,0.8,2.0,0.418,2,0
267,361,Stanley Robinson,UConn,Big East,2009,8.57,28,24,24.9,8.5,3.9,2.0,5.9,1.2,0.6,1.1,1.6,1.4,3.5,6.9,0.505,1.4,2.3,0.635,3.4,6.0,0.556,0.1,0.8,0.13,3,0
268,362,Stanley Robinson,UConn,Big East,2010,9.15,34,34,34.2,14.5,5.0,2.7,7.6,1.0,0.9,1.2,2.3,1.5,6.0,11.4,0.525,1.8,2.9,0.629,5.2,9.1,0.5710000000000001,0.8,2.3,0.342,4,1
269,364,Dwayne Collins,Miami (FL),ACC,2007,7.14,32,22,25.2,8.6,3.2,3.3,6.5,0.6,0.6,0.6,1.4,2.6,3.3,6.2,0.5379999999999999,1.9,3.3,0.579,3.3,6.2,0.5379999999999999,0.0,0.0,0.0,1,0
270,365,Dwayne Collins,Miami (FL),ACC,2008,7.13,34,18,20.0,8.6,3.9,2.6,6.5,0.4,0.5,0.9,1.4,1.8,3.5,6.4,0.55,1.6,3.2,0.5,3.5,6.4,0.55,0.0,0.0,0.0,2,0
271,366,Dwayne Collins,Miami (FL),ACC,2009,9.04,31,31,24.9,10.6,4.3,3.1,7.3,1.3,1.0,0.4,1.9,1.8,3.5,6.2,0.565,3.6,6.2,0.583,3.5,6.2,0.565,0.0,0.0,0.0,3,0
272,367,Dwayne Collins,Miami (FL),ACC,2010,7.01,29,28,24.7,12.0,4.8,2.9,7.8,1.2,0.6,1.1,2.4,2.3,4.4,7.3,0.604,3.1,5.5,0.569,4.4,7.3,0.604,0.0,0.0,0.0,4,1
273,369,Kyrie Irving,Duke,ACC,2011,8.31,11,8,27.5,17.5,2.8,0.5,3.4,4.3,1.5,0.5,2.5,2.1,5.0,9.5,0.529,5.8,6.5,0.901,3.4,5.9,0.569,1.6,3.5,0.462,1,1
274,371,Tristan Thompson,North Texas,Sun Belt,2008,-2.72,30,12,16.5,6.4,1.6,0.6,2.3,0.7,0.5,0.0,1.2,1.3,1.9,4.4,0.421,2.0,2.5,0.797,1.1,2.4,0.479,0.7,2.1,0.355,1,0
275,372,Tristan Thompson,North Texas,Sun Belt,2009,-2.77,32,27,22.4,11.4,1.6,0.7,2.3,1.1,0.3,0.0,1.3,1.8,3.3,7.8,0.431,3.7,4.6,0.7909999999999999,2.3,4.9,0.465,1.1,2.8,0.374,2,0
276,373,Tristan Thompson,North Texas,Sun Belt,2010,-4.72,33,29,30.2,14.5,2.6,0.7,3.3,1.7,0.8,0.1,1.8,2.1,4.3,10.0,0.43,4.0,4.9,0.821,2.5,5.4,0.453,1.8,4.6,0.404,3,0
277,374,Tristan Thompson,North Texas,Sun Belt,2011,-5.07,33,31,32.0,18.0,2.7,0.5,3.2,1.8,0.7,0.1,2.2,1.9,4.8,10.4,0.459,6.4,7.7,0.8340000000000001,2.8,5.6,0.495,2.0,4.8,0.418,4,1
278,376,Brandon Knight,Kentucky,SEC,2011,8.91,38,38,35.9,17.3,3.4,0.7,4.0,4.2,0.7,0.2,3.2,2.2,5.7,13.5,0.423,3.6,4.5,0.795,3.4,7.4,0.461,2.3,6.1,0.377,1,1
279,378,Kemba Walker,UConn,Big East,2009,8.57,36,2,25.2,8.9,2.6,0.9,3.5,2.9,1.1,0.2,1.8,1.6,3.1,6.5,0.47,2.4,3.4,0.715,2.7,5.2,0.522,0.4,1.3,0.271,1,0
280,379,Kemba Walker,UConn,Big East,2010,9.15,34,34,35.2,14.6,3.3,0.9,4.3,5.1,2.1,0.4,2.9,1.7,4.5,11.1,0.403,4.6,5.9,0.767,3.4,7.8,0.43,1.1,3.3,0.339,2,0
281,380,Kemba Walker,UConn,Big East,2011,10.44,41,41,37.6,23.5,4.1,1.3,5.4,4.5,1.9,0.2,2.3,1.4,7.7,18.0,0.428,6.3,7.7,0.8190000000000001,5.9,12.5,0.471,1.8,5.5,0.33,3,1
282,382,Jimmer Fredette,BYU,MWC,2008,1.33,35,0,18.5,7.0,0.8,0.2,1.1,1.7,0.8,0.1,1.2,1.3,2.4,5.8,0.407,1.0,1.2,0.8540000000000001,1.1,2.2,0.526,1.2,3.7,0.336,1,0
283,383,Jimmer Fredette,BYU,MWC,2009,4.15,33,32,33.0,16.2,2.4,0.5,3.0,4.1,1.5,0.1,2.6,1.3,5.6,11.6,0.48,3.5,4.2,0.847,4.0,7.5,0.534,1.6,4.1,0.382,2,0
284,384,Jimmer Fredette,BYU,MWC,2010,3.0,34,33,31.1,22.1,2.4,0.7,3.1,4.7,1.2,0.1,2.7,1.1,6.6,14.4,0.458,6.6,7.4,0.892,4.4,9.3,0.468,2.3,5.1,0.44,3,0
285,385,Jimmer Fredette,BYU,MWC,2011,5.76,37,37,35.8,28.9,2.8,0.6,3.4,4.3,1.3,0.0,3.5,1.3,9.4,20.7,0.452,6.8,7.6,0.894,6.0,12.2,0.491,3.4,8.5,0.396,4,1
286,387,Klay Thompson,Washington State,Pac-10,2009,7.5,33,33,33.1,12.5,3.4,0.8,4.2,1.9,0.9,0.6,2.1,2.0,4.8,11.5,0.421,0.8,0.9,0.903,2.8,6.5,0.4270000000000001,2.1,5.0,0.412,1,0
287,388,Klay Thompson,Washington State,Pac-10,2010,4.64,31,30,35.4,19.6,3.9,1.2,5.1,2.3,1.4,0.7,3.4,2.4,6.5,15.6,0.412,4.3,5.4,0.8009999999999999,4.0,8.9,0.449,2.5,6.7,0.364,2,0
288,389,Klay Thompson,Washington State,Pac-10,2011,6.81,34,33,34.7,21.6,4.5,0.7,5.2,3.7,1.6,0.9,3.4,2.9,7.1,16.2,0.436,4.6,5.4,0.838,4.2,9.0,0.466,2.9,7.2,0.398,3,1
289,391,Alec Burks,Colorado,Big 12,2010,7.7,30,30,30.2,17.1,3.1,1.9,5.0,1.8,1.2,0.4,1.9,2.5,5.7,10.7,0.5379999999999999,5.0,6.4,0.772,5.1,8.9,0.575,0.6,1.8,0.35200000000000004,1,0
290,392,Alec Burks,Colorado,Big 12,2011,5.61,38,37,31.4,20.5,4.1,2.4,6.5,2.9,1.1,0.3,2.6,2.3,6.6,14.1,0.469,6.6,7.9,0.825,5.9,11.6,0.508,0.7,2.5,0.292,2,1
291,394,Markieff Morris,Kansas,Big 12,2009,7.9,35,7,15.6,4.6,3.0,1.5,4.4,1.0,0.4,0.7,1.2,2.8,1.7,3.8,0.448,1.1,1.7,0.65,1.6,3.4,0.483,0.1,0.5,0.188,1,0
292,395,Markieff Morris,Kansas,Big 12,2010,8.25,36,2,17.6,6.8,3.6,1.8,5.3,1.1,0.4,1.0,1.4,2.6,2.4,4.2,0.5660000000000001,1.7,2.7,0.622,2.1,3.7,0.5710000000000001,0.3,0.5,0.526,2,0
293,396,Markieff Morris,Kansas,Big 12,2011,7.62,38,34,24.4,13.6,5.6,2.7,8.3,1.4,0.8,1.1,2.1,2.8,5.1,8.7,0.589,2.7,4.0,0.6729999999999999,4.5,7.2,0.625,0.7,1.6,0.424,3,1
294,398,Marcus Morris,Kansas,Big 12,2009,7.9,35,22,18.5,7.4,2.9,1.9,4.7,1.1,1.0,0.3,1.6,2.5,2.7,5.4,0.495,1.8,3.0,0.604,2.5,5.0,0.503,0.2,0.4,0.4,1,0
295,399,Marcus Morris,Kansas,Big 12,2010,8.25,36,33,24.7,12.8,3.4,2.7,6.1,1.0,0.9,0.3,1.3,2.6,4.8,8.5,0.57,2.8,4.2,0.66,4.5,7.6,0.593,0.3,0.9,0.375,2,0
296,400,Marcus Morris,Kansas,Big 12,2011,7.62,38,35,28.3,17.2,5.0,2.6,7.6,1.6,0.8,0.6,1.8,2.6,6.3,11.1,0.57,3.9,5.7,0.688,5.6,9.1,0.62,0.7,2.0,0.342,3,1
297,402,Kawhi Leonard,San Diego State,MWC,2010,4.21,34,33,31.3,12.7,6.4,3.5,9.9,1.9,1.4,0.7,2.3,2.5,4.9,10.7,0.455,2.5,3.4,0.726,4.4,8.4,0.523,0.5,2.3,0.205,1,0
298,403,Kawhi Leonard,San Diego State,MWC,2011,6.36,36,36,32.6,15.5,7.5,3.1,10.6,2.5,1.4,0.6,2.1,2.5,5.9,13.2,0.444,3.1,4.0,0.759,5.2,10.8,0.478,0.7,2.4,0.29100000000000004,2,1
299,405,Nikola Vucevic,USC,Pac-10,2009,9.15,23,3,11.0,2.6,1.7,1.0,2.7,0.3,0.4,0.4,0.6,1.5,1.1,2.0,0.578,0.3,0.3,0.875,1.1,1.8,0.619,0.0,0.1,0.0,1,0
300,406,Nikola Vucevic,USC,Pac-10,2010,6.47,30,30,32.3,10.7,6.3,3.1,9.4,1.2,0.6,1.3,1.9,2.7,4.2,8.3,0.504,2.0,2.8,0.718,3.9,7.1,0.551,0.3,1.2,0.222,2,0
301,407,Nikola Vucevic,USC,Pac-10,2011,7.96,34,34,34.9,17.1,7.4,2.9,10.3,1.6,0.5,1.4,1.7,2.8,6.3,12.5,0.505,3.6,4.8,0.755,5.5,10.1,0.542,0.9,2.4,0.349,3,1
302,409,Iman Shumpert,Georgia Tech,ACC,2009,7.32,31,31,31.6,10.6,3.2,0.7,3.9,5.0,2.1,0.2,3.7,2.9,3.4,8.7,0.391,2.8,4.2,0.6559999999999999,2.4,5.5,0.438,1.0,3.3,0.314,1,0
303,410,Iman Shumpert,Georgia Tech,ACC,2010,9.02,30,29,30.1,10.0,2.7,0.9,3.6,4.0,1.9,0.2,3.1,2.3,3.5,9.0,0.385,1.8,2.5,0.72,2.2,5.3,0.421,1.2,3.7,0.333,2,0
304,411,Iman Shumpert,Georgia Tech,ACC,2011,5.68,31,31,32.0,17.3,4.2,1.7,5.9,3.5,2.7,0.2,2.3,2.8,5.7,14.1,0.406,4.5,5.6,0.8059999999999999,4.4,9.2,0.474,1.4,4.9,0.278,3,1
305,413,Chris Singleton,Florida State,ACC,2009,7.91,35,34,26.9,8.1,3.1,1.9,4.9,1.1,1.5,1.3,2.0,3.0,2.7,6.6,0.409,1.7,2.7,0.611,1.7,3.7,0.469,1.0,2.9,0.333,1,0
306,414,Chris Singleton,Florida State,ACC,2010,6.79,32,32,31.4,10.2,4.9,2.1,7.0,2.2,2.2,1.5,3.0,3.0,3.7,8.9,0.412,1.8,3.6,0.496,2.6,5.2,0.494,1.1,3.7,0.297,2,0
307,415,Chris Singleton,Florida State,ACC,2011,6.45,28,25,29.1,13.1,4.8,2.1,6.8,1.2,2.0,1.5,2.2,3.2,4.4,10.2,0.434,3.0,4.5,0.667,3.2,6.8,0.466,1.3,3.4,0.368,3,1
308,417,Tobias Harris,Tennessee,SEC,2011,8.73,34,33,29.2,15.3,5.3,2.0,7.3,1.3,0.7,0.9,1.8,2.1,5.4,11.8,0.46,3.8,5.0,0.753,4.8,9.6,0.4970000000000001,0.7,2.2,0.303,1,1
309,419,Nolan Smith,Duke,ACC,2008,9.28,34,1,14.7,5.9,1.2,0.4,1.5,1.3,0.5,0.1,1.4,1.7,2.1,4.4,0.467,1.2,1.5,0.769,1.4,2.7,0.516,0.6,1.7,0.386,1,0
310,420,Nolan Smith,Duke,ACC,2009,9.07,34,21,21.6,8.4,1.5,0.7,2.2,1.7,0.9,0.1,1.6,2.1,2.9,6.8,0.426,1.8,2.1,0.8490000000000001,2.1,4.5,0.467,0.8,2.3,0.34600000000000003,2,0
311,421,Nolan Smith,Duke,ACC,2010,9.21,38,38,35.5,17.4,1.9,0.9,2.8,3.0,1.2,0.2,1.8,1.8,6.3,14.3,0.441,3.2,4.2,0.767,4.7,10.2,0.46,1.6,4.0,0.392,3,0
312,422,Nolan Smith,Duke,ACC,2011,8.31,37,37,34.0,20.6,3.3,1.2,4.5,5.1,1.2,0.1,3.2,1.9,7.0,15.4,0.458,5.1,6.2,0.813,5.5,10.9,0.501,1.5,4.4,0.35,4,1
313,424,Kenneth Faried,Morehead State,OVC,2008,-6.31,30,20,20.2,10.5,4.7,3.4,8.0,0.3,1.2,0.8,1.6,3.0,4.4,8.5,0.516,1.7,2.9,0.58,4.4,8.4,0.522,0.0,0.1,0.0,1,0
314,425,Kenneth Faried,Morehead State,OVC,2009,-3.61,36,36,30.1,13.9,8.8,4.3,13.0,1.4,1.9,1.9,2.2,2.9,5.4,9.7,0.556,3.0,5.3,0.5770000000000001,5.3,9.6,0.5579999999999999,0.1,0.1,0.4,2,0
315,426,Kenneth Faried,Morehead State,OVC,2010,-3.07,35,32,30.3,16.9,8.8,4.2,13.0,0.5,1.6,1.9,2.4,3.3,6.4,11.3,0.564,4.0,6.8,0.595,6.4,11.2,0.5670000000000001,0.0,0.1,0.25,3,0
316,427,Kenneth Faried,Morehead State,OVC,2011,-3.13,35,34,34.7,17.3,8.8,5.7,14.5,1.1,1.9,2.3,2.6,3.1,6.7,10.7,0.623,4.0,6.9,0.5770000000000001,6.7,10.7,0.623,0.0,0.0,0.0,4,1
317,429,Reggie Jackson,Boston College,ACC,2009,7.23,34,0,20.0,7.0,2.1,1.2,3.3,1.7,0.8,0.4,1.2,1.5,2.7,6.1,0.44,1.1,1.6,0.685,2.1,4.1,0.518,0.5,1.9,0.273,1,0
318,430,Reggie Jackson,Boston College,ACC,2010,7.21,31,20,30.1,12.9,3.8,1.9,5.7,4.5,0.6,0.5,2.6,2.0,4.7,10.9,0.43,2.5,3.4,0.733,3.6,7.3,0.498,1.0,3.5,0.29100000000000004,2,0
319,431,Reggie Jackson,Boston College,ACC,2011,7.31,34,32,34.1,18.2,3.3,1.0,4.3,4.5,1.1,0.5,2.4,1.7,6.4,12.8,0.503,3.2,4.0,0.7959999999999999,4.4,7.8,0.556,2.1,5.0,0.42,3,1
320,433,MarShon Brooks,Providence,Big East,2008,7.86,18,0,9.3,3.4,0.5,0.4,0.9,0.4,0.3,0.2,0.7,0.7,1.2,3.1,0.382,0.8,1.2,0.7140000000000001,0.9,2.0,0.444,0.3,1.1,0.263,1,0
321,434,MarShon Brooks,Providence,Big East,2009,7.23,32,0,21.8,10.6,2.2,1.4,3.6,1.4,1.1,0.7,1.4,1.8,3.8,8.7,0.4370000000000001,1.7,2.5,0.684,2.6,4.7,0.5429999999999999,1.3,4.0,0.313,2,0
322,435,MarShon Brooks,Providence,Big East,2010,8.24,31,25,26.6,14.2,2.4,1.8,4.2,1.4,1.3,0.5,1.7,2.3,5.4,11.6,0.467,1.9,2.7,0.711,3.9,7.4,0.5329999999999999,1.5,4.2,0.35100000000000003,3,0
