,index,Name,School,Conf,Season,SOS,G,GS,MP,PTS,DRB,ORB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,FT,FTA,FT%,2P,2PA,2P%,3P,3PA,3P%,year,last
860,1170,J.P. Tokoto,UNC,ACC,2014,8.42,34,33,28.7,9.3,3.9,1.9,5.8,3.1,1.6,0.5,1.9,2.7,3.8,7.8,0.489,1.4,2.9,0.5,3.6,6.7,0.531,0.2,1.1,0.222,2,0
861,1171,J.P. Tokoto,UNC,ACC,2015,11.76,38,34,29.1,8.3,4.0,1.6,5.6,4.3,1.5,0.3,2.2,2.4,3.1,7.1,0.428,1.9,3.1,0.615,2.7,6.3,0.435,0.3,0.8,0.375,3,1
862,1173,Ben Simmons,LSU,SEC,2016,7.0,33,32,34.9,19.2,8.6,3.1,11.8,4.8,2.0,0.8,3.4,2.8,6.5,11.7,0.56,6.0,9.0,0.67,6.5,11.6,0.561,0.0,0.1,0.333,1,1
863,1175,Brandon Ingram,Duke,ACC,2016,10.59,36,34,34.6,17.3,4.9,1.9,6.8,2.0,1.1,1.4,2.0,2.1,5.9,13.4,0.442,3.2,4.7,0.682,3.7,8.0,0.464,2.2,5.4,0.41,1,1
864,1177,Jaylen Brown,California,Pac-10,2016,7.87,34,34,27.6,14.6,4.3,1.1,5.4,2.0,0.8,0.6,3.1,3.2,4.8,11.1,0.431,4.2,6.4,0.654,3.9,8.1,0.482,0.9,3.0,0.294,1,1
865,1179,Kris Dunn,Providence,Big East,2013,6.55,25,18,27.2,5.7,3.2,1.6,4.8,3.2,1.2,0.3,1.9,3.1,2.0,4.9,0.398,1.6,2.3,0.69,1.8,4.4,0.413,0.2,0.6,0.28600000000000003,1,0
866,1180,Kris Dunn,Providence,Big East,2014,7.85,4,0,26.5,3.8,2.3,0.3,2.5,5.0,1.8,0.3,3.5,2.3,1.5,4.8,0.316,0.8,0.8,1.0,1.5,4.3,0.353,0.0,0.5,0.0,2,0
867,1181,Kris Dunn,Providence,Big East,2015,9.5,33,33,34.0,15.6,4.6,0.8,5.5,7.5,2.7,0.3,4.2,3.1,5.6,11.8,0.474,3.6,5.2,0.6859999999999999,4.8,9.5,0.505,0.8,2.3,0.35100000000000003,3,0
868,1182,Kris Dunn,Providence,Big East,2016,8.46,33,32,33.0,16.4,4.2,1.1,5.3,6.2,2.5,0.6,3.5,2.8,5.6,12.5,0.448,4.0,5.8,0.695,4.3,9.0,0.477,1.3,3.4,0.3720000000000001,4,1
869,1184,Buddy Hield,Oklahoma,Big 12,2013,7.09,27,13,25.1,7.8,2.4,1.8,4.2,1.9,1.2,0.3,1.6,1.9,3.0,7.7,0.388,1.1,1.3,0.833,2.3,4.8,0.481,0.7,3.0,0.238,1,0
870,1185,Buddy Hield,Oklahoma,Big 12,2014,8.97,33,33,32.1,16.5,2.7,1.8,4.4,1.9,1.4,0.2,1.8,2.2,5.9,13.3,0.445,1.9,2.5,0.75,3.2,6.3,0.512,2.7,7.1,0.386,2,0
871,1186,Buddy Hield,Oklahoma,Big 12,2015,9.94,35,35,32.4,17.4,3.8,1.6,5.4,1.9,1.3,0.2,1.9,1.7,5.9,14.2,0.412,3.1,3.7,0.823,3.2,6.8,0.469,2.7,7.4,0.359,3,0
872,1187,Buddy Hield,Oklahoma,Big 12,2016,11.14,37,37,35.4,25.0,4.5,1.2,5.7,2.0,1.1,0.5,3.1,2.1,8.1,16.2,0.501,4.8,5.4,0.88,4.2,7.5,0.552,4.0,8.7,0.457,4,1
873,1189,Jamal Murray,Kentucky,SEC,2016,8.84,36,36,35.2,20.0,3.7,1.5,5.2,2.2,1.0,0.3,2.3,2.1,6.8,14.9,0.454,3.3,4.2,0.7829999999999999,3.6,7.3,0.502,3.1,7.7,0.408,1,1
874,1191,Marquese Chriss,Washington,Pac-10,2016,8.12,34,34,24.9,13.7,2.9,2.5,5.4,0.8,0.9,1.6,2.0,4.1,5.3,9.9,0.53,2.6,3.8,0.682,4.6,8.2,0.568,0.6,1.8,0.35,1,1
875,1193,Jakob Poeltl,Utah,Pac-12,2015,7.42,34,34,23.3,9.1,4.1,2.7,6.8,0.7,0.4,1.9,1.6,2.4,3.8,5.5,0.6809999999999999,1.6,3.6,0.444,3.8,5.5,0.684,0.0,0.0,0.0,1,0
876,1194,Jakob Poeltl,Utah,Pac-12,2016,8.79,36,36,30.4,17.2,6.3,2.8,9.1,1.9,0.6,1.6,2.1,2.3,6.3,9.8,0.6459999999999999,4.6,6.6,0.6890000000000001,6.3,9.8,0.6459999999999999,0.0,0.0,0.0,2,1
877,1196,Domantas Sabonis,Gonzaga,WCC,2015,5.12,38,1,21.6,9.7,4.9,2.2,7.1,0.9,0.4,0.3,1.6,2.7,3.8,5.7,0.6679999999999999,2.1,3.1,0.664,3.8,5.7,0.6679999999999999,0.0,0.0,0.0,1,0
878,1197,Domantas Sabonis,Gonzaga,WCC,2016,4.23,36,31,31.9,17.6,8.8,3.1,11.8,1.8,0.6,0.9,2.6,3.2,6.6,10.9,0.611,4.2,5.4,0.769,6.5,10.5,0.621,0.1,0.4,0.35700000000000004,2,1
879,1199,Taurean Prince,Baylor,Big 12,2013,7.13,24,0,6.4,3.7,1.3,0.9,2.2,0.1,0.4,0.1,0.5,1.5,1.5,2.5,0.583,0.7,0.9,0.727,1.4,2.3,0.611,0.1,0.3,0.333,1,0
880,1200,Taurean Prince,Baylor,Big 12,2014,10.11,38,2,14.3,6.2,1.7,1.1,2.8,0.6,0.5,0.2,1.3,2.1,2.1,4.5,0.465,1.6,2.3,0.7090000000000001,1.7,3.4,0.496,0.4,1.1,0.366,2,0
881,1201,Taurean Prince,Baylor,Big 12,2015,9.33,33,6,26.3,13.9,3.8,1.8,5.6,1.3,1.5,0.9,2.0,2.1,5.1,10.7,0.472,2.0,3.1,0.644,3.2,6.1,0.53,1.8,4.6,0.395,3,0
882,1202,Taurean Prince,Baylor,Big 12,2016,9.76,34,34,30.6,15.9,3.7,2.4,6.1,2.3,1.3,0.7,2.7,2.5,5.5,12.7,0.4320000000000001,3.3,4.3,0.774,3.9,8.4,0.469,1.6,4.3,0.361,4,1
883,1204,Denzel Valentine,Michigan State,Big Ten,2013,10.55,36,15,20.8,5.0,3.1,1.1,4.1,2.4,0.8,0.3,2.0,1.9,1.9,4.3,0.445,0.7,1.1,0.667,1.5,2.7,0.541,0.4,1.6,0.281,1,0
884,1205,Denzel Valentine,Michigan State,Big Ten,2014,9.38,38,32,29.4,8.0,4.8,1.2,6.0,3.8,1.0,0.3,1.8,2.6,2.8,7.0,0.408,1.2,1.7,0.677,1.7,4.0,0.43,1.1,3.0,0.377,2,0
885,1206,Denzel Valentine,Michigan State,Big Ten,2015,10.0,39,39,33.2,14.5,5.1,1.2,6.3,4.3,0.9,0.2,2.4,2.2,5.1,11.4,0.443,1.8,2.2,0.826,2.4,5.1,0.475,2.6,6.3,0.416,3,0
886,1207,Denzel Valentine,Michigan State,Big Ten,2016,6.94,31,30,33.0,19.2,6.7,0.8,7.5,7.8,1.0,0.2,2.7,1.7,6.6,14.3,0.462,2.6,3.1,0.853,3.3,6.8,0.481,3.4,7.5,0.444,4,1
887,1209,Wade Baldwin,Vanderbilt,SEC,2015,6.21,35,24,28.8,9.3,3.7,0.5,4.1,4.4,1.4,0.1,1.9,2.5,2.8,6.5,0.436,2.4,3.0,0.802,1.6,3.7,0.434,1.2,2.8,0.439,1,0
888,1210,Wade Baldwin,Vanderbilt,SEC,2016,8.68,33,30,30.4,14.1,3.6,0.4,4.0,5.2,1.2,0.3,2.8,2.6,4.1,9.6,0.4270000000000001,4.7,5.9,0.799,2.8,6.5,0.4370000000000001,1.2,3.1,0.406,2,1
889,1212,Henry Ellenson,Marquette,Big East,2016,5.57,33,33,33.5,17.0,7.6,2.2,9.7,1.8,0.8,1.5,2.4,2.5,5.9,13.2,0.446,4.3,5.8,0.7490000000000001,5.0,10.0,0.495,0.9,3.2,0.28800000000000003,1,1
890,1214,Malik Beasley,Florida State,ACC,2016,8.16,34,33,29.8,15.6,4.0,1.3,5.3,1.5,0.9,0.2,1.7,2.2,5.4,11.6,0.471,3.1,3.8,0.813,3.8,7.4,0.518,1.6,4.2,0.387,1,1
891,1216,Caris LeVert,Michigan,Big Ten,2013,10.05,33,1,10.7,2.3,0.9,0.2,1.1,0.8,0.2,0.1,0.3,1.2,0.8,2.7,0.315,0.2,0.4,0.5,0.5,1.4,0.326,0.4,1.3,0.302,1,0
892,1217,Caris LeVert,Michigan,Big Ten,2014,9.65,37,37,34.0,12.9,3.8,0.5,4.3,2.9,1.2,0.3,1.7,1.7,4.4,10.0,0.439,2.5,3.2,0.767,2.8,6.1,0.46,1.6,4.0,0.408,2,0
893,1218,Caris LeVert,Michigan,Big Ten,2015,9.59,18,18,35.8,14.9,4.6,0.3,4.9,3.7,1.8,0.4,2.2,1.7,5.2,12.3,0.421,2.8,3.5,0.81,3.4,7.9,0.43,1.8,4.4,0.405,3,0
894,1219,Caris LeVert,Michigan,Big Ten,2016,7.92,15,14,30.9,16.5,4.7,0.6,5.3,4.9,1.0,0.2,1.7,1.2,5.5,10.8,0.506,3.6,4.5,0.794,3.5,6.5,0.546,1.9,4.3,0.446,4,1
895,1221,DeAndre Bembry,St. Joseph's,A-10,2014,5.08,34,34,32.6,12.1,3.4,1.1,4.5,2.7,0.9,0.6,2.5,2.6,4.2,9.2,0.458,2.7,4.6,0.583,3.1,6.1,0.514,1.1,3.1,0.34600000000000003,1,0
896,1222,DeAndre Bembry,St. Joseph's,A-10,2015,2.58,31,31,38.6,17.7,6.2,1.6,7.7,3.6,1.9,0.9,2.9,2.4,6.4,14.9,0.4320000000000001,3.3,5.2,0.638,4.8,9.9,0.484,1.6,4.9,0.327,2,0
897,1223,DeAndre Bembry,St. Joseph's,A-10,2016,4.93,36,35,37.3,17.4,6.3,1.4,7.8,4.5,1.4,0.8,2.0,2.4,6.6,13.8,0.479,3.3,4.9,0.657,5.7,10.3,0.5529999999999999,0.9,3.6,0.266,3,1
898,1225,Malachi Richardson,Syracuse,Big East,2016,9.75,37,37,34.4,13.4,3.8,0.5,4.3,2.1,1.1,0.3,2.1,2.5,4.1,11.1,0.369,3.1,4.2,0.72,2.0,5.1,0.388,2.1,6.1,0.353,1,1
899,1227,Brice Johnson,UNC,ACC,2013,8.01,36,2,10.6,5.4,2.3,0.9,3.2,0.3,0.5,0.5,0.5,1.6,2.5,4.9,0.511,0.4,0.7,0.5770000000000001,2.5,4.9,0.511,0.0,0.0,0.0,1,0
900,1228,Brice Johnson,UNC,ACC,2014,8.42,34,2,19.4,10.3,3.9,2.3,6.1,0.9,0.7,1.3,1.2,2.8,4.4,7.8,0.5660000000000001,1.5,2.4,0.622,4.4,7.8,0.5660000000000001,0.0,0.0,0.0,2,0
901,1229,Brice Johnson,UNC,ACC,2015,11.76,38,37,24.7,12.9,5.4,2.3,7.8,0.9,0.7,1.1,1.5,2.9,5.4,9.6,0.5660000000000001,2.1,3.0,0.6779999999999999,5.4,9.6,0.5660000000000001,0.0,0.0,0.0,3,0
902,1230,Brice Johnson,UNC,ACC,2016,10.69,40,39,28.0,18.2,7.5,2.9,10.4,1.5,1.1,1.5,1.8,2.7,7.2,11.6,0.617,3.9,4.9,0.794,7.2,11.6,0.617,0.0,0.0,0.0,4,1
903,1232,Pascal Siakam,New Mexico State,WAC,2015,-3.67,34,27,30.8,12.8,4.4,3.3,7.7,1.3,0.8,1.8,1.9,2.6,4.9,8.5,0.5720000000000001,3.1,4.0,0.759,4.9,8.5,0.5760000000000001,0.0,0.1,0.0,1,0
904,1233,Pascal Siakam,New Mexico State,WAC,2016,-3.54,34,34,34.6,20.3,7.7,3.9,11.6,1.7,1.0,2.2,2.0,2.7,8.1,15.0,0.539,4.0,5.9,0.6779999999999999,8.0,14.6,0.5489999999999999,0.1,0.4,0.2,2,1
905,1235,Skal Labissiere,Kentucky,SEC,2016,8.84,36,18,15.8,6.6,2.2,1.0,3.1,0.3,0.3,1.6,0.9,3.0,2.7,5.3,0.516,1.1,1.7,0.6609999999999999,2.7,5.2,0.521,0.0,0.1,0.0,1,1
906,1237,Dejounte Murray,Washington,Pac-10,2016,8.12,34,34,33.5,16.1,4.6,1.4,6.0,4.4,1.8,0.3,3.2,2.6,5.9,14.3,0.416,3.2,4.9,0.6629999999999999,4.9,10.8,0.457,1.0,3.5,0.28800000000000003,1,1
907,1239,Damian Jones,Vanderbilt,SEC,2014,6.49,31,28,25.7,11.3,3.8,1.8,5.7,0.2,0.3,1.4,1.8,3.4,4.5,8.2,0.5429999999999999,2.4,4.3,0.545,4.5,8.2,0.5429999999999999,0.0,0.0,0.0,1,0
908,1240,Damian Jones,Vanderbilt,SEC,2015,6.21,35,34,29.1,14.5,4.3,2.2,6.5,0.7,0.6,2.0,2.2,2.5,5.3,9.5,0.562,3.8,6.3,0.599,5.3,9.3,0.5670000000000001,0.0,0.1,0.2,2,0
909,1241,Damian Jones,Vanderbilt,SEC,2016,8.68,33,33,26.2,13.9,4.6,2.2,6.9,1.2,0.2,1.6,2.0,3.3,5.6,9.5,0.59,2.7,5.1,0.536,5.6,9.4,0.595,0.0,0.1,0.0,3,1
910,1243,Deyonta Davis,Michigan State,Big Ten,2016,6.94,35,16,18.6,7.5,3.4,2.1,5.5,0.7,0.3,1.8,0.9,2.3,3.4,5.7,0.598,0.7,1.1,0.605,3.4,5.7,0.598,0.0,0.0,0.0,1,1
911,1245,Cheick Diallo,Kansas,Big 12,2016,11.22,27,1,7.5,3.0,1.9,0.6,2.5,0.0,0.3,0.9,0.6,1.4,1.2,2.1,0.569,0.6,1.0,0.556,1.2,2.1,0.569,0.0,0.0,0.0,1,1
912,1247,Tyler Ulis,Kentucky,SEC,2015,8.67,37,0,23.8,5.6,1.4,0.4,1.8,3.6,1.0,0.1,1.0,1.5,1.8,4.5,0.406,1.1,1.4,0.8079999999999999,0.9,2.4,0.386,0.9,2.1,0.429,1,0
913,1248,Tyler Ulis,Kentucky,SEC,2016,8.84,35,35,36.8,17.3,2.5,0.5,3.0,7.0,1.5,0.1,2.0,1.8,5.5,12.6,0.434,4.8,5.6,0.856,3.9,8.1,0.486,1.6,4.6,0.344,2,1
914,1250,Malcolm Brogdon,Virginia,ACC,2012,4.23,28,1,22.4,6.7,2.3,0.5,2.8,1.4,0.5,0.1,1.6,1.4,2.3,5.7,0.396,1.4,1.8,0.8,1.5,3.3,0.451,0.8,2.4,0.324,1,0
915,1251,Malcolm Brogdon,Virginia,ACC,2014,7.86,37,37,31.4,12.7,4.5,0.9,5.4,2.7,1.2,0.1,1.4,1.9,4.1,9.8,0.413,3.4,3.9,0.875,2.9,6.6,0.434,1.2,3.2,0.37,2,0
916,1252,Malcolm Brogdon,Virginia,ACC,2015,7.81,34,34,32.5,14.0,3.5,0.5,3.9,2.4,0.7,0.4,1.7,1.9,4.6,11.0,0.422,3.4,3.9,0.879,3.4,7.2,0.463,1.3,3.8,0.344,3,0
917,1253,Malcolm Brogdon,Virginia,ACC,2016,11.12,37,37,34.1,18.2,3.5,0.5,4.1,3.1,0.9,0.2,1.4,2.1,6.2,13.6,0.457,3.8,4.2,0.897,4.2,8.4,0.498,2.0,5.2,0.391,4,1
918,1255,Chinanu Onuaku,Louisville,Big East,2015,8.98,35,26,17.8,3.0,2.6,2.0,4.6,0.5,0.7,1.2,1.3,2.4,1.3,2.1,0.616,0.4,0.9,0.467,1.3,2.1,0.616,0.0,0.0,0.0,1,0
919,1256,Chinanu Onuaku,Louisville,Big East,2016,7.74,31,29,24.6,9.9,5.5,2.9,8.5,1.6,0.8,2.0,2.1,3.0,4.4,7.1,0.62,1.1,1.8,0.589,4.4,7.1,0.623,0.0,0.0,0.0,2,1
920,1258,Patrick McCaw,UNLV,MWC,2015,3.38,32,16,29.6,9.6,2.5,0.7,3.3,2.7,1.5,0.3,1.8,1.5,3.3,8.2,0.402,1.3,1.8,0.7140000000000001,1.5,3.3,0.453,1.8,4.8,0.368,1,0
921,1259,Patrick McCaw,UNLV,MWC,2016,3.17,33,32,33.7,14.7,4.0,1.2,5.1,3.9,2.5,0.4,2.1,2.2,5.1,10.9,0.465,2.5,3.2,0.774,3.0,5.3,0.5710000000000001,2.1,5.6,0.366,2,1
922,1261,Diamond Stone,Maryland,ACC,2016,8.31,35,22,23.1,12.5,3.2,2.2,5.4,0.4,0.5,1.6,1.5,2.3,4.8,8.4,0.568,2.9,3.8,0.7609999999999999,4.8,8.4,0.568,0.0,0.0,0.0,1,1
923,1263,Stephen Zimmerman,UNLV,MWC,2016,3.17,26,24,26.2,10.5,6.6,2.2,8.7,0.8,0.5,2.0,2.1,3.0,3.9,8.2,0.477,2.4,3.9,0.624,3.7,7.6,0.4920000000000001,0.2,0.7,0.294,1,1
924,1265,Isaiah Whitehead,Seton Hall,Big East,2015,7.56,22,19,27.8,12.0,2.9,1.0,3.9,3.5,1.4,0.6,3.3,2.4,4.1,11.3,0.3670000000000001,2.1,2.9,0.746,2.5,6.5,0.382,1.6,4.7,0.34600000000000003,1,0
925,1266,Isaiah Whitehead,Seton Hall,Big East,2016,8.28,34,33,32.3,18.2,3.1,0.5,3.6,5.1,1.2,1.4,3.5,2.3,5.7,15.1,0.379,4.4,5.8,0.76,3.3,8.5,0.39,2.4,6.5,0.365,2,1
926,1268,A.J. Hammons,Purdue,Big Ten,2013,7.87,34,27,23.1,10.6,3.6,2.4,6.0,0.6,0.3,2.0,1.6,2.0,4.1,8.3,0.495,2.3,3.4,0.6809999999999999,4.1,8.3,0.495,0.0,0.0,0.0,1,0
927,1269,A.J. Hammons,Purdue,Big Ten,2014,7.62,31,25,25.0,10.8,5.1,2.4,7.4,0.5,0.4,3.1,2.5,2.9,3.8,7.4,0.513,3.3,4.6,0.701,3.8,7.2,0.525,0.0,0.2,0.0,2,0
928,1270,A.J. Hammons,Purdue,Big Ten,2015,7.64,34,23,24.3,11.9,4.2,2.4,6.6,0.9,0.5,2.8,2.1,2.6,4.6,8.6,0.54,2.7,4.0,0.669,4.6,8.4,0.5529999999999999,0.0,0.2,0.0,3,0
929,1271,A.J. Hammons,Purdue,Big Ten,2016,7.46,33,20,24.6,15.0,5.8,2.3,8.2,1.1,0.3,2.5,2.0,2.4,6.0,10.2,0.5920000000000001,2.7,3.8,0.7090000000000001,5.8,9.8,0.594,0.2,0.3,0.545,4,1
930,1273,Jake Layman,Maryland,ACC,2013,4.66,38,17,19.9,5.5,2.3,0.9,3.2,0.9,0.6,0.6,1.0,1.6,1.9,4.9,0.396,0.7,0.9,0.6940000000000001,1.0,1.8,0.557,0.9,3.1,0.299,1,0
931,1274,Jake Layman,Maryland,ACC,2014,8.08,32,28,31.8,11.7,3.7,1.3,5.0,0.9,1.1,0.8,1.2,2.1,3.9,9.8,0.401,2.0,2.8,0.7190000000000001,2.0,4.5,0.441,1.9,5.2,0.365,2,0
932,1275,Jake Layman,Maryland,ACC,2015,7.63,35,34,30.1,12.5,4.5,1.3,5.8,1.4,0.8,0.7,1.9,2.1,4.1,8.7,0.47,3.0,4.0,0.752,2.8,5.3,0.53,1.3,3.4,0.378,3,0
933,1276,Jake Layman,Maryland,ACC,2016,8.31,36,36,30.9,11.6,4.2,1.1,5.3,1.1,1.1,1.0,1.7,1.9,3.9,7.8,0.5,2.2,2.6,0.8320000000000001,2.3,3.8,0.61,1.6,4.0,0.396,4,1
934,1278,Michael Gbinije,Duke,ACC,2012,8.4,19,0,5.8,1.7,0.6,0.3,0.8,0.2,0.2,0.1,0.4,1.0,0.6,1.1,0.55,0.4,0.4,1.0,0.4,0.5,0.7,0.2,0.5,0.4,1,0
935,1279,Michael Gbinije,Syracuse,Big East,2014,7.25,34,0,14.6,3.4,1.1,0.6,1.8,1.2,0.7,0.2,0.5,1.6,1.0,2.7,0.38,0.9,1.4,0.6459999999999999,0.6,1.4,0.408,0.4,1.3,0.349,2,0
936,1280,Michael Gbinije,Syracuse,Big East,2015,7.68,30,24,35.0,12.7,3.8,1.2,5.0,3.6,1.9,0.3,2.1,2.8,4.6,10.0,0.46,1.9,3.3,0.5710000000000001,3.0,5.8,0.509,1.6,4.2,0.392,3,0
937,1281,Michael Gbinije,Syracuse,Big East,2016,9.75,37,37,37.9,17.5,3.0,1.1,4.1,4.3,1.9,0.4,2.8,2.6,6.1,13.2,0.461,2.9,4.3,0.6629999999999999,3.6,6.9,0.525,2.5,6.3,0.391,4,1
938,1283,Georges Niang,Iowa State,Big 12,2013,6.13,35,23,25.1,12.1,3.2,1.3,4.6,1.8,0.7,0.2,1.5,3.0,4.5,8.7,0.515,2.0,2.9,0.7,3.4,5.9,0.5720000000000001,1.1,2.8,0.392,1,0
939,1284,Georges Niang,Iowa State,Big 12,2014,9.88,34,34,30.1,16.7,3.5,1.0,4.5,3.6,0.6,0.6,2.4,3.2,6.5,13.8,0.474,2.2,3.1,0.721,5.1,9.4,0.542,1.4,4.3,0.327,2,0
940,1285,Georges Niang,Iowa State,Big 12,2015,9.15,34,34,30.7,15.3,4.4,1.0,5.4,3.4,0.5,0.5,2.7,2.8,5.5,11.9,0.461,3.0,3.7,0.8079999999999999,4.1,8.6,0.485,1.4,3.4,0.4,3,0
941,1286,Georges Niang,Iowa State,Big 12,2016,10.16,35,35,33.2,20.5,4.9,1.3,6.2,3.3,0.9,0.6,2.6,3.2,8.1,14.8,0.546,2.7,3.4,0.807,6.5,10.7,0.605,1.6,4.1,0.392,4,1
942,1288,Ben Bentil,Providence,Big East,2015,9.5,34,23,21.5,6.4,2.6,2.3,4.9,0.6,0.3,0.4,1.2,2.6,2.2,5.1,0.436,1.7,2.4,0.695,1.9,4.2,0.465,0.3,0.9,0.3,1,0
943,1289,Ben Bentil,Providence,Big East,2016,8.46,35,33,34.2,21.1,5.0,2.7,7.7,1.1,0.9,1.0,1.9,2.8,7.0,15.2,0.462,5.5,7.1,0.782,5.5,10.7,0.517,1.5,4.5,0.329,2,1
944,1291,Joel Bolomboy,Weber State,Big Sky,2013,-5.61,37,0,21.7,7.0,4.7,2.4,7.1,0.4,0.4,1.7,1.6,2.3,2.3,4.0,0.578,2.4,3.5,0.695,2.3,4.0,0.578,0.0,0.0,0.0,1,0
945,1292,Joel Bolomboy,Weber State,Big Sky,2014,-4.23,30,28,30.1,8.7,7.4,3.6,11.0,0.6,0.5,0.8,1.5,2.5,2.8,5.7,0.488,3.1,4.3,0.7290000000000001,2.7,5.6,0.485,0.0,0.0,1.0,2,0
946,1293,Joel Bolomboy,Weber State,Big Sky,2015,-3.5,30,29,33.2,13.3,6.6,3.6,10.2,0.8,0.7,1.7,2.7,2.4,4.4,9.2,0.473,4.1,5.5,0.735,3.9,7.9,0.4920000000000001,0.5,1.4,0.366,3,0
947,1294,Joel Bolomboy,Weber State,Big Sky,2016,-5.13,33,33,31.5,17.1,9.3,3.3,12.6,1.1,0.7,1.2,2.4,2.2,5.8,10.2,0.573,4.8,6.9,0.6970000000000001,5.2,8.5,0.613,0.6,1.7,0.364,4,1
948,1296,Kay Felder,Oakland,Summit,2014,2.77,33,33,32.4,9.5,3.4,0.5,3.9,6.4,0.9,0.1,2.8,3.0,3.1,7.7,0.402,2.7,3.6,0.7559999999999999,2.5,5.8,0.4270000000000001,0.6,1.9,0.32299999999999995,1,0
949,1297,Kay Felder,Oakland,Summit,2015,1.27,33,32,38.5,18.1,4.0,0.8,4.8,7.6,2.0,0.2,4.2,2.5,5.5,13.2,0.422,5.6,6.8,0.826,4.1,8.9,0.461,1.4,4.2,0.338,2,0
950,1298,Kay Felder,Oakland,Summit,2016,-1.61,35,35,36.7,24.4,3.5,0.7,4.3,9.3,2.0,0.2,3.4,3.0,7.7,17.5,0.44,6.8,8.1,0.848,5.5,11.4,0.485,2.2,6.1,0.355,3,1
951,1300,Marcus Paige,UNC,ACC,2013,8.01,35,34,29.2,8.2,2.5,0.2,2.7,4.6,1.4,0.1,2.5,1.7,2.7,7.6,0.35600000000000004,1.5,1.7,0.836,1.4,3.9,0.368,1.3,3.7,0.344,1,0
952,1301,Marcus Paige,UNC,ACC,2014,8.42,34,33,35.6,17.5,2.7,0.5,3.2,4.2,1.5,0.2,2.1,2.0,5.6,12.8,0.44,3.8,4.3,0.877,3.1,6.3,0.493,2.5,6.5,0.389,2,0
953,1302,Marcus Paige,UNC,ACC,2015,11.76,38,38,33.2,14.1,2.5,0.4,2.9,4.5,1.7,0.2,1.9,1.6,4.5,10.9,0.413,2.5,2.9,0.865,2.1,4.7,0.438,2.5,6.3,0.395,3,0
954,1303,Marcus Paige,UNC,ACC,2016,10.69,34,34,31.6,13.4,2.1,0.4,2.5,3.7,1.1,0.4,1.2,1.5,4.3,10.9,0.397,2.4,3.0,0.7959999999999999,2.0,4.4,0.46,2.3,6.5,0.355,4,1
955,1305,Daniel Hamilton,UConn,Big East,2015,4.22,35,35,31.4,10.9,6.6,1.1,7.6,3.7,0.9,0.4,2.3,2.5,4.0,10.5,0.38,1.6,2.4,0.667,2.7,6.6,0.401,1.3,3.8,0.343,1,0
956,1306,Daniel Hamilton,UConn,Big East,2016,6.28,36,36,31.9,12.5,8.0,0.9,8.9,4.7,1.1,0.4,2.4,1.8,4.4,11.4,0.387,2.4,2.8,0.86,3.1,7.5,0.416,1.3,3.9,0.331,2,1
957,1308,Abdel Nader,Northern Illinois,MAC,2012,-1.79,31,29,24.2,10.4,3.3,0.9,4.2,1.1,0.7,0.7,2.9,2.7,3.6,10.8,0.337,1.9,2.8,0.682,2.5,7.0,0.358,1.1,3.8,0.299,1,0
958,1309,Abdel Nader,Northern Illinois,MAC,2013,-2.2,19,18,25.4,13.1,4.2,1.5,5.6,0.9,1.3,0.5,3.2,2.8,4.7,13.9,0.337,2.3,3.0,0.772,3.3,8.9,0.371,1.4,4.9,0.277,2,0
959,1310,Abdel Nader,Iowa State,Big 12,2015,9.15,32,0,16.4,5.8,2.2,0.7,2.9,0.7,0.4,0.5,1.2,1.6,2.2,5.3,0.406,1.0,1.3,0.767,1.7,3.2,0.535,0.5,2.2,0.217,3,0
960,1311,Abdel Nader,Iowa State,Big 12,2016,10.16,35,35,31.1,12.9,4.2,0.7,5.0,1.5,1.1,0.7,2.3,2.8,4.6,9.6,0.478,2.2,3.0,0.736,3.1,5.6,0.5529999999999999,1.5,4.0,0.371,4,1
961,1313,Isaiah Cousins,Oklahoma,Big 12,2013,7.09,32,14,15.9,2.7,1.8,0.2,2.0,1.6,0.7,0.1,1.3,1.7,1.0,3.5,0.279,0.4,0.6,0.684,0.7,2.2,0.29600000000000004,0.3,1.3,0.25,1,0
962,1314,Isaiah Cousins,Oklahoma,Big 12,2014,8.97,33,33,29.5,11.0,2.7,1.5,4.2,2.1,1.2,0.3,1.6,2.9,3.8,8.5,0.441,2.4,2.9,0.804,2.6,5.7,0.46,1.2,2.8,0.404,2,0
963,1315,Isaiah Cousins,Oklahoma,Big 12,2015,9.94,35,35,30.8,11.7,3.7,0.9,4.6,2.2,1.2,0.4,2.1,1.9,4.3,10.1,0.424,1.3,2.0,0.648,2.5,6.1,0.407,1.8,4.0,0.45,3,0
964,1316,Isaiah Cousins,Oklahoma,Big 12,2016,11.14,37,37,33.3,12.6,3.8,0.6,4.5,4.5,1.4,0.3,2.4,1.7,4.6,11.2,0.406,1.8,2.6,0.67,2.8,7.0,0.403,1.8,4.3,0.411,4,1
965,1318,Tyrone Wallace,California,Pac-10,2013,7.77,33,23,28.2,7.2,3.3,1.2,4.4,2.6,0.8,0.5,1.7,2.4,2.7,7.8,0.342,1.2,2.2,0.534,2.0,4.8,0.415,0.7,3.0,0.224,1,0
