,level_0,index,Name,School,Conf,Season,SOS,G,GS,MP,PTS,DRB,ORB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,FT,FTA,FT%,2P,2PA,2P%,3P,3PA,3P%,year,last
262,734,996,Lamar Patterson,Pitt,Big East,2014,7.54,36,36,32.6,17.1,3.9,1.0,4.9,4.3,1.4,0.3,2.6,2.0,5.6,12.7,0.441,3.7,4.9,0.754,3.4,7.0,0.484,2.2,5.7,0.388,5,1
263,738,1001,Cameron Bairstow,New Mexico,MWC,2014,4.84,34,34,32.9,20.4,5.1,2.2,7.4,1.6,0.6,1.5,2.0,2.1,7.0,12.5,0.556,6.4,8.8,0.735,6.9,12.4,0.5579999999999999,0.0,0.1,0.333,4,1
264,742,1006,Alec Brown,Green Bay,Horizon,2014,0.11,30,30,30.3,15.3,3.6,2.1,5.7,1.0,0.5,3.1,2.2,2.2,5.5,11.6,0.476,2.9,4.0,0.727,4.1,8.2,0.498,1.4,3.3,0.42,4,1
265,744,1009,Semaj Christon,Xavier,A-10,2014,8.13,34,34,35.3,17.0,2.2,0.4,2.7,4.2,1.3,0.2,2.6,2.1,5.9,12.4,0.479,4.6,6.9,0.6679999999999999,5.4,10.9,0.491,0.6,1.4,0.388,2,1
266,748,1014,Roy Devyn Marble,Iowa,Big Ten,2014,7.43,33,33,30.2,17.0,2.4,0.8,3.2,3.6,1.8,0.2,1.7,1.9,5.5,13.2,0.42,4.3,6.0,0.7140000000000001,4.0,8.7,0.456,1.6,4.5,0.349,4,1
267,752,1019,Jordan McRae,Tennessee,SEC,2014,7.84,37,37,32.2,18.7,2.8,0.7,3.5,2.5,0.7,1.0,2.1,2.1,6.0,13.8,0.436,4.5,5.7,0.7879999999999999,3.9,7.8,0.502,2.1,6.1,0.35100000000000003,4,1
268,756,1024,Xavier Thames,San Diego State,MWC,2014,4.86,36,36,31.3,17.6,2.3,0.6,2.9,3.2,1.6,0.1,1.4,2.0,5.2,12.7,0.411,5.4,6.5,0.8340000000000001,3.5,8.2,0.4320000000000001,1.7,4.5,0.374,4,1
269,760,1029,Cory Jefferson,Baylor,Big 12,2014,10.11,38,38,29.0,13.7,5.4,2.8,8.2,1.0,0.4,1.3,1.3,2.2,4.8,9.7,0.5,3.6,5.6,0.64,4.5,8.7,0.515,0.4,1.0,0.368,4,1
270,761,1031,Karl-Anthony Towns,Kentucky,SEC,2015,8.67,39,39,21.1,10.3,4.3,2.4,6.7,1.1,0.5,2.3,1.4,2.9,3.7,6.6,0.5660000000000001,2.8,3.4,0.813,3.7,6.4,0.5770000000000001,0.1,0.2,0.25,1,1
271,762,1033,D'Angelo Russell,Ohio State,Big Ten,2015,7.37,35,34,33.9,19.3,4.7,1.0,5.7,5.0,1.6,0.3,2.9,2.1,6.6,14.7,0.449,3.4,4.5,0.7559999999999999,3.9,8.1,0.479,2.7,6.6,0.411,1,1
272,763,1035,Jahlil Okafor,Duke,ACC,2015,9.87,38,38,30.1,17.3,4.9,3.5,8.5,1.3,0.8,1.4,2.5,2.1,7.3,11.1,0.664,2.6,5.1,0.51,7.3,11.1,0.664,0.0,0.0,0.0,1,1
273,766,1039,Willie Cauley-Stein,Kentucky,SEC,2015,8.67,39,38,25.9,8.9,4.2,2.3,6.4,1.0,1.2,1.7,1.2,2.0,3.5,6.1,0.5720000000000001,2.0,3.3,0.617,3.5,6.1,0.5720000000000001,0.0,0.0,0.0,3,1
274,767,1041,Stanley Johnson,Arizona,Pac-10,2015,7.41,38,37,28.4,13.8,4.5,2.0,6.5,1.7,1.5,0.4,2.2,2.6,4.6,10.3,0.446,3.5,4.7,0.742,3.4,7.2,0.478,1.1,3.1,0.371,1,1
275,771,1046,Frank Kaminsky,Wisconsin,Big Ten,2015,10.29,39,39,33.6,18.8,6.7,1.5,8.2,2.6,0.8,1.5,1.6,1.7,6.8,12.5,0.547,4.0,5.1,0.78,5.8,9.9,0.581,1.1,2.6,0.416,4,1
276,772,1048,Justise Winslow,Duke,ACC,2015,9.87,39,39,29.1,12.6,5.2,1.3,6.5,2.1,1.3,0.9,1.8,2.8,4.4,9.1,0.486,2.6,4.0,0.6409999999999999,3.3,6.3,0.516,1.2,2.8,0.418,1,1
277,773,1050,Myles Turner,Texas,Big 12,2015,9.07,34,7,22.2,10.1,5.2,1.3,6.5,0.6,0.3,2.6,1.4,2.4,3.4,7.6,0.455,2.8,3.3,0.8390000000000001,2.9,5.7,0.513,0.5,1.8,0.274,1,1
278,774,1052,Trey Lyles,Kentucky,SEC,2015,8.67,36,21,23.0,8.7,3.4,1.8,5.2,1.1,0.5,0.4,1.1,1.6,3.3,6.7,0.488,2.1,2.8,0.735,3.1,5.9,0.536,0.1,0.8,0.138,1,1
279,776,1055,Cameron Payne,Murray State,OVC,2015,-2.81,35,35,32.2,20.2,3.1,0.6,3.7,6.0,1.9,0.5,2.5,2.1,7.0,15.3,0.456,3.8,4.8,0.787,4.6,9.0,0.513,2.4,6.4,0.377,2,1
280,777,1057,Kelly Oubre,Kansas,Big 12,2015,12.13,36,27,21.0,9.3,3.8,1.1,5.0,0.8,1.1,0.4,1.2,2.0,3.1,6.9,0.444,2.2,3.1,0.718,2.1,4.3,0.4970000000000001,0.9,2.6,0.358,1,1
281,779,1060,Terry Rozier,Louisville,Big East,2015,8.98,36,35,35.0,17.1,4.4,1.2,5.6,3.0,2.0,0.2,2.2,1.7,5.9,14.5,0.411,3.9,4.9,0.79,4.6,10.1,0.456,1.3,4.4,0.306,2,1
282,780,1062,Rashad Vaughn,UNLV,MWC,2015,3.38,23,23,32.3,17.8,4.2,0.6,4.8,1.6,0.8,0.3,2.2,2.3,6.3,14.3,0.439,3.0,4.3,0.6940000000000001,3.9,8.1,0.481,2.3,6.1,0.383,1,1
283,783,1066,Sam Dekker,Wisconsin,Big Ten,2015,10.29,40,40,31.0,13.9,3.6,1.9,5.5,1.2,0.5,0.5,0.9,1.1,5.3,10.2,0.525,2.0,2.8,0.708,4.1,6.4,0.639,1.3,3.8,0.331,3,1
284,787,1071,Jerian Grant,Notre Dame,Big East,2015,7.02,38,38,37.1,16.5,2.7,0.3,3.0,6.7,1.7,0.5,2.2,2.0,5.4,11.2,0.478,4.5,5.7,0.78,4.1,7.1,0.5720000000000001,1.3,4.2,0.316,4,1
285,789,1074,Delon Wright,Utah,Pac-12,2015,7.42,35,35,33.3,14.5,4.0,1.0,4.9,5.1,2.1,1.0,1.9,1.4,4.7,9.3,0.509,4.4,5.2,0.836,4.0,7.2,0.5539999999999999,0.7,2.1,0.35600000000000004,2,1
286,792,1078,Justin Anderson,Virginia,ACC,2015,7.81,26,22,27.8,12.2,3.4,0.7,4.0,1.7,0.7,0.5,1.2,1.2,4.0,8.5,0.466,2.5,3.2,0.78,2.2,4.5,0.479,1.8,4.0,0.452,3,1
287,794,1081,Bobby Portis,Arkansas,SEC,2015,6.79,36,36,29.9,17.5,5.2,3.7,8.9,1.2,1.1,1.4,1.6,2.2,6.9,12.9,0.536,3.2,4.3,0.737,6.6,12.1,0.541,0.4,0.8,0.467,2,1
288,796,1084,Rondae Hollis-Jefferson,Arizona,Pac-10,2015,7.41,38,25,28.7,11.2,4.8,2.0,6.8,1.6,1.2,0.8,1.6,2.5,3.6,7.2,0.502,3.8,5.4,0.7070000000000001,3.5,6.5,0.537,0.2,0.8,0.207,2,1
289,797,1086,Tyus Jones,Duke,ACC,2015,9.87,39,39,33.9,11.8,3.0,0.5,3.5,5.6,1.5,0.1,1.9,1.2,3.5,8.3,0.417,3.7,4.2,0.889,2.3,5.1,0.44,1.2,3.2,0.379,1,1
290,799,1089,Jarell Martin,LSU,SEC,2015,5.63,33,32,35.1,16.9,6.3,3.0,9.2,1.8,1.2,0.7,2.8,2.8,6.1,12.0,0.509,4.2,6.2,0.69,5.7,10.5,0.545,0.4,1.6,0.269,2,1
291,803,1094,Larry Nance Jr.,Wyoming,MWC,2015,-0.04,31,30,34.9,16.1,5.8,1.4,7.2,2.5,1.2,1.2,2.3,2.2,6.0,11.6,0.514,3.7,4.7,0.7859999999999999,5.5,10.3,0.5379999999999999,0.5,1.4,0.333,4,1
292,806,1098,R.J. Hunter,Georgia State,CAA,2015,-2.03,35,35,37.0,19.7,3.9,0.8,4.7,3.6,2.1,1.0,2.2,2.4,5.8,14.7,0.395,5.8,6.6,0.878,3.5,7.2,0.488,2.3,7.5,0.305,3,1
293,807,1100,Chris McCullough,Syracuse,Big East,2015,7.68,16,16,28.1,9.3,4.6,2.3,6.9,1.1,1.7,2.1,2.2,2.6,3.4,7.1,0.478,2.5,4.4,0.563,3.3,7.0,0.473,0.1,0.1,1.0,1,1
294,808,1102,Kevon Looney,UCLA,Pac-10,2015,8.27,36,36,30.9,11.6,5.8,3.4,9.2,1.4,1.3,0.9,1.3,2.9,4.2,8.9,0.47,2.6,4.1,0.626,3.6,7.4,0.481,0.6,1.5,0.415,1,1
295,811,1106,Montrezl Harrell,Louisville,Big East,2015,8.98,35,35,35.1,15.7,6.0,3.2,9.2,1.4,0.9,1.2,2.0,2.1,6.1,10.7,0.5660000000000001,3.3,5.5,0.597,5.8,9.7,0.602,0.3,1.1,0.243,3,1
296,813,1109,Jordan Mickey,LSU,SEC,2015,5.63,31,31,34.9,15.4,6.7,3.2,9.9,1.3,0.9,3.6,3.3,2.6,6.2,12.2,0.504,3.1,4.7,0.6459999999999999,6.1,11.9,0.514,0.0,0.3,0.111,2,1
297,817,1114,Rakeem Christmas,Syracuse,Big East,2015,7.68,31,31,34.3,17.5,6.0,3.1,9.1,1.5,0.9,2.5,2.5,3.4,6.5,11.9,0.552,4.4,6.2,0.7120000000000001,6.5,11.8,0.5529999999999999,0.0,0.0,0.0,4,1
298,820,1118,Richaun Holmes,Bowling Green State,MAC,2015,-1.25,31,30,28.8,14.7,5.2,2.8,8.0,0.8,0.7,2.7,1.9,2.5,5.3,9.5,0.563,3.5,4.9,0.7120000000000001,4.7,8.1,0.588,0.6,1.4,0.419,3,1
299,824,1123,Darrun Hilliard,Villanova,Big East,2015,7.55,35,35,28.8,14.3,2.7,0.5,3.1,2.1,1.8,0.3,1.2,2.2,4.9,11.0,0.44,2.3,2.9,0.7959999999999999,2.6,5.2,0.5,2.3,5.8,0.387,4,1
300,828,1128,Pat Connaughton,Notre Dame,Big East,2015,7.02,38,38,35.6,12.5,6.3,1.1,7.4,1.5,0.7,0.9,1.2,2.0,4.4,9.4,0.466,1.3,1.7,0.7809999999999999,1.9,3.6,0.537,2.4,5.8,0.423,4,1
301,831,1132,Olivier Hanlan,Boston College,ACC,2015,7.94,32,31,37.6,19.5,3.5,0.8,4.2,4.2,1.3,0.0,2.7,2.1,7.0,15.5,0.454,3.4,4.5,0.759,5.0,9.8,0.513,2.0,5.8,0.353,3,1
302,835,1137,Joseph Young,Oregon,Pac-12,2015,7.65,36,35,36.7,20.7,3.9,0.5,4.4,3.8,1.1,0.0,2.4,1.4,7.4,16.4,0.448,3.4,3.7,0.925,4.8,9.4,0.516,2.5,7.1,0.35700000000000004,4,1
303,837,1140,Andrew Harrison,Kentucky,SEC,2015,8.67,39,39,25.5,9.3,1.9,0.3,2.2,3.6,1.0,0.2,1.6,1.8,2.6,6.8,0.378,3.2,4.1,0.792,1.7,4.4,0.376,0.9,2.4,0.383,2,1
304,841,1145,Norman Powell,UCLA,Pac-10,2015,8.27,36,36,34.6,16.4,4.1,0.6,4.7,2.1,1.8,0.4,2.2,2.5,5.9,13.0,0.456,3.5,4.7,0.7509999999999999,4.9,9.7,0.503,1.1,3.3,0.319,4,1
305,843,1148,Dakari Johnson,Kentucky,SEC,2015,8.67,39,0,16.3,6.4,2.9,1.7,4.6,0.7,0.4,0.9,1.1,1.8,2.0,4.0,0.506,2.3,3.7,0.625,2.0,4.0,0.506,0.0,0.0,0.0,2,1
306,846,1152,Tyler Harvey,Eastern Washington,Big Sky,2015,-3.84,32,32,36.9,23.1,3.0,0.6,3.6,2.6,1.1,0.1,2.0,1.9,7.2,15.3,0.469,4.7,5.5,0.852,3.2,6.0,0.528,4.0,9.3,0.431,3,1
307,850,1157,Sir'Dominic Pointer,St. John's (NY),Big East,2015,9.04,33,32,34.6,13.7,5.7,1.9,7.7,3.0,1.9,2.4,2.0,3.0,5.3,10.1,0.524,3.0,4.2,0.725,5.2,9.4,0.56,0.1,0.8,0.08,4,1
308,854,1162,Cady Lalanne,UMass,A-10,2015,4.69,32,32,29.0,11.6,6.1,3.4,9.5,0.3,0.6,1.9,2.5,2.7,4.3,7.8,0.552,2.8,4.5,0.636,4.2,7.3,0.5820000000000001,0.1,0.6,0.16699999999999998,4,1
309,858,1167,Branden Dawson,Michigan State,Big Ten,2015,10.0,35,32,30.1,11.9,6.2,2.9,9.1,1.7,1.2,1.7,1.9,2.1,5.2,9.7,0.535,1.5,3.0,0.49,5.2,9.7,0.535,0.0,0.0,0.0,4,1
310,861,1171,J.P. Tokoto,UNC,ACC,2015,11.76,38,34,29.1,8.3,4.0,1.6,5.6,4.3,1.5,0.3,2.2,2.4,3.1,7.1,0.428,1.9,3.1,0.615,2.7,6.3,0.435,0.3,0.8,0.375,3,1
311,862,1173,Ben Simmons,LSU,SEC,2016,7.0,33,32,34.9,19.2,8.6,3.1,11.8,4.8,2.0,0.8,3.4,2.8,6.5,11.7,0.56,6.0,9.0,0.67,6.5,11.6,0.561,0.0,0.1,0.333,1,1
312,863,1175,Brandon Ingram,Duke,ACC,2016,10.59,36,34,34.6,17.3,4.9,1.9,6.8,2.0,1.1,1.4,2.0,2.1,5.9,13.4,0.442,3.2,4.7,0.682,3.7,8.0,0.464,2.2,5.4,0.41,1,1
313,864,1177,Jaylen Brown,California,Pac-10,2016,7.87,34,34,27.6,14.6,4.3,1.1,5.4,2.0,0.8,0.6,3.1,3.2,4.8,11.1,0.431,4.2,6.4,0.654,3.9,8.1,0.482,0.9,3.0,0.294,1,1
314,868,1182,Kris Dunn,Providence,Big East,2016,8.46,33,32,33.0,16.4,4.2,1.1,5.3,6.2,2.5,0.6,3.5,2.8,5.6,12.5,0.448,4.0,5.8,0.695,4.3,9.0,0.477,1.3,3.4,0.3720000000000001,4,1
315,872,1187,Buddy Hield,Oklahoma,Big 12,2016,11.14,37,37,35.4,25.0,4.5,1.2,5.7,2.0,1.1,0.5,3.1,2.1,8.1,16.2,0.501,4.8,5.4,0.88,4.2,7.5,0.552,4.0,8.7,0.457,4,1
316,873,1189,Jamal Murray,Kentucky,SEC,2016,8.84,36,36,35.2,20.0,3.7,1.5,5.2,2.2,1.0,0.3,2.3,2.1,6.8,14.9,0.454,3.3,4.2,0.7829999999999999,3.6,7.3,0.502,3.1,7.7,0.408,1,1
317,874,1191,Marquese Chriss,Washington,Pac-10,2016,8.12,34,34,24.9,13.7,2.9,2.5,5.4,0.8,0.9,1.6,2.0,4.1,5.3,9.9,0.53,2.6,3.8,0.682,4.6,8.2,0.568,0.6,1.8,0.35,1,1
318,876,1194,Jakob Poeltl,Utah,Pac-12,2016,8.79,36,36,30.4,17.2,6.3,2.8,9.1,1.9,0.6,1.6,2.1,2.3,6.3,9.8,0.6459999999999999,4.6,6.6,0.6890000000000001,6.3,9.8,0.6459999999999999,0.0,0.0,0.0,2,1
319,878,1197,Domantas Sabonis,Gonzaga,WCC,2016,4.23,36,31,31.9,17.6,8.8,3.1,11.8,1.8,0.6,0.9,2.6,3.2,6.6,10.9,0.611,4.2,5.4,0.769,6.5,10.5,0.621,0.1,0.4,0.35700000000000004,2,1
320,882,1202,Taurean Prince,Baylor,Big 12,2016,9.76,34,34,30.6,15.9,3.7,2.4,6.1,2.3,1.3,0.7,2.7,2.5,5.5,12.7,0.4320000000000001,3.3,4.3,0.774,3.9,8.4,0.469,1.6,4.3,0.361,4,1
321,886,1207,Denzel Valentine,Michigan State,Big Ten,2016,6.94,31,30,33.0,19.2,6.7,0.8,7.5,7.8,1.0,0.2,2.7,1.7,6.6,14.3,0.462,2.6,3.1,0.853,3.3,6.8,0.481,3.4,7.5,0.444,4,1
322,888,1210,Wade Baldwin,Vanderbilt,SEC,2016,8.68,33,30,30.4,14.1,3.6,0.4,4.0,5.2,1.2,0.3,2.8,2.6,4.1,9.6,0.4270000000000001,4.7,5.9,0.799,2.8,6.5,0.4370000000000001,1.2,3.1,0.406,2,1
323,889,1212,Henry Ellenson,Marquette,Big East,2016,5.57,33,33,33.5,17.0,7.6,2.2,9.7,1.8,0.8,1.5,2.4,2.5,5.9,13.2,0.446,4.3,5.8,0.7490000000000001,5.0,10.0,0.495,0.9,3.2,0.28800000000000003,1,1
324,890,1214,Malik Beasley,Florida State,ACC,2016,8.16,34,33,29.8,15.6,4.0,1.3,5.3,1.5,0.9,0.2,1.7,2.2,5.4,11.6,0.471,3.1,3.8,0.813,3.8,7.4,0.518,1.6,4.2,0.387,1,1
325,894,1219,Caris LeVert,Michigan,Big Ten,2016,7.92,15,14,30.9,16.5,4.7,0.6,5.3,4.9,1.0,0.2,1.7,1.2,5.5,10.8,0.506,3.6,4.5,0.794,3.5,6.5,0.546,1.9,4.3,0.446,4,1
326,897,1223,DeAndre Bembry,St. Joseph's,A-10,2016,4.93,36,35,37.3,17.4,6.3,1.4,7.8,4.5,1.4,0.8,2.0,2.4,6.6,13.8,0.479,3.3,4.9,0.657,5.7,10.3,0.5529999999999999,0.9,3.6,0.266,3,1
327,898,1225,Malachi Richardson,Syracuse,Big East,2016,9.75,37,37,34.4,13.4,3.8,0.5,4.3,2.1,1.1,0.3,2.1,2.5,4.1,11.1,0.369,3.1,4.2,0.72,2.0,5.1,0.388,2.1,6.1,0.353,1,1
328,902,1230,Brice Johnson,UNC,ACC,2016,10.69,40,39,28.0,18.2,7.5,2.9,10.4,1.5,1.1,1.5,1.8,2.7,7.2,11.6,0.617,3.9,4.9,0.794,7.2,11.6,0.617,0.0,0.0,0.0,4,1
329,904,1233,Pascal Siakam,New Mexico State,WAC,2016,-3.54,34,34,34.6,20.3,7.7,3.9,11.6,1.7,1.0,2.2,2.0,2.7,8.1,15.0,0.539,4.0,5.9,0.6779999999999999,8.0,14.6,0.5489999999999999,0.1,0.4,0.2,2,1
330,905,1235,Skal Labissiere,Kentucky,SEC,2016,8.84,36,18,15.8,6.6,2.2,1.0,3.1,0.3,0.3,1.6,0.9,3.0,2.7,5.3,0.516,1.1,1.7,0.6609999999999999,2.7,5.2,0.521,0.0,0.1,0.0,1,1
331,906,1237,Dejounte Murray,Washington,Pac-10,2016,8.12,34,34,33.5,16.1,4.6,1.4,6.0,4.4,1.8,0.3,3.2,2.6,5.9,14.3,0.416,3.2,4.9,0.6629999999999999,4.9,10.8,0.457,1.0,3.5,0.28800000000000003,1,1
332,909,1241,Damian Jones,Vanderbilt,SEC,2016,8.68,33,33,26.2,13.9,4.6,2.2,6.9,1.2,0.2,1.6,2.0,3.3,5.6,9.5,0.59,2.7,5.1,0.536,5.6,9.4,0.595,0.0,0.1,0.0,3,1
333,910,1243,Deyonta Davis,Michigan State,Big Ten,2016,6.94,35,16,18.6,7.5,3.4,2.1,5.5,0.7,0.3,1.8,0.9,2.3,3.4,5.7,0.598,0.7,1.1,0.605,3.4,5.7,0.598,0.0,0.0,0.0,1,1
334,911,1245,Cheick Diallo,Kansas,Big 12,2016,11.22,27,1,7.5,3.0,1.9,0.6,2.5,0.0,0.3,0.9,0.6,1.4,1.2,2.1,0.569,0.6,1.0,0.556,1.2,2.1,0.569,0.0,0.0,0.0,1,1
335,913,1248,Tyler Ulis,Kentucky,SEC,2016,8.84,35,35,36.8,17.3,2.5,0.5,3.0,7.0,1.5,0.1,2.0,1.8,5.5,12.6,0.434,4.8,5.6,0.856,3.9,8.1,0.486,1.6,4.6,0.344,2,1
336,917,1253,Malcolm Brogdon,Virginia,ACC,2016,11.12,37,37,34.1,18.2,3.5,0.5,4.1,3.1,0.9,0.2,1.4,2.1,6.2,13.6,0.457,3.8,4.2,0.897,4.2,8.4,0.498,2.0,5.2,0.391,4,1
337,919,1256,Chinanu Onuaku,Louisville,Big East,2016,7.74,31,29,24.6,9.9,5.5,2.9,8.5,1.6,0.8,2.0,2.1,3.0,4.4,7.1,0.62,1.1,1.8,0.589,4.4,7.1,0.623,0.0,0.0,0.0,2,1
338,921,1259,Patrick McCaw,UNLV,MWC,2016,3.17,33,32,33.7,14.7,4.0,1.2,5.1,3.9,2.5,0.4,2.1,2.2,5.1,10.9,0.465,2.5,3.2,0.774,3.0,5.3,0.5710000000000001,2.1,5.6,0.366,2,1
339,922,1261,Diamond Stone,Maryland,ACC,2016,8.31,35,22,23.1,12.5,3.2,2.2,5.4,0.4,0.5,1.6,1.5,2.3,4.8,8.4,0.568,2.9,3.8,0.7609999999999999,4.8,8.4,0.568,0.0,0.0,0.0,1,1
340,923,1263,Stephen Zimmerman,UNLV,MWC,2016,3.17,26,24,26.2,10.5,6.6,2.2,8.7,0.8,0.5,2.0,2.1,3.0,3.9,8.2,0.477,2.4,3.9,0.624,3.7,7.6,0.4920000000000001,0.2,0.7,0.294,1,1
341,925,1266,Isaiah Whitehead,Seton Hall,Big East,2016,8.28,34,33,32.3,18.2,3.1,0.5,3.6,5.1,1.2,1.4,3.5,2.3,5.7,15.1,0.379,4.4,5.8,0.76,3.3,8.5,0.39,2.4,6.5,0.365,2,1
342,929,1271,A.J. Hammons,Purdue,Big Ten,2016,7.46,33,20,24.6,15.0,5.8,2.3,8.2,1.1,0.3,2.5,2.0,2.4,6.0,10.2,0.5920000000000001,2.7,3.8,0.7090000000000001,5.8,9.8,0.594,0.2,0.3,0.545,4,1
343,933,1276,Jake Layman,Maryland,ACC,2016,8.31,36,36,30.9,11.6,4.2,1.1,5.3,1.1,1.1,1.0,1.7,1.9,3.9,7.8,0.5,2.2,2.6,0.8320000000000001,2.3,3.8,0.61,1.6,4.0,0.396,4,1
344,937,1281,Michael Gbinije,Syracuse,Big East,2016,9.75,37,37,37.9,17.5,3.0,1.1,4.1,4.3,1.9,0.4,2.8,2.6,6.1,13.2,0.461,2.9,4.3,0.6629999999999999,3.6,6.9,0.525,2.5,6.3,0.391,4,1
345,941,1286,Georges Niang,Iowa State,Big 12,2016,10.16,35,35,33.2,20.5,4.9,1.3,6.2,3.3,0.9,0.6,2.6,3.2,8.1,14.8,0.546,2.7,3.4,0.807,6.5,10.7,0.605,1.6,4.1,0.392,4,1
346,943,1289,Ben Bentil,Providence,Big East,2016,8.46,35,33,34.2,21.1,5.0,2.7,7.7,1.1,0.9,1.0,1.9,2.8,7.0,15.2,0.462,5.5,7.1,0.782,5.5,10.7,0.517,1.5,4.5,0.329,2,1
347,947,1294,Joel Bolomboy,Weber State,Big Sky,2016,-5.13,33,33,31.5,17.1,9.3,3.3,12.6,1.1,0.7,1.2,2.4,2.2,5.8,10.2,0.573,4.8,6.9,0.6970000000000001,5.2,8.5,0.613,0.6,1.7,0.364,4,1
348,950,1298,Kay Felder,Oakland,Summit,2016,-1.61,35,35,36.7,24.4,3.5,0.7,4.3,9.3,2.0,0.2,3.4,3.0,7.7,17.5,0.44,6.8,8.1,0.848,5.5,11.4,0.485,2.2,6.1,0.355,3,1
349,954,1303,Marcus Paige,UNC,ACC,2016,10.69,34,34,31.6,13.4,2.1,0.4,2.5,3.7,1.1,0.4,1.2,1.5,4.3,10.9,0.397,2.4,3.0,0.7959999999999999,2.0,4.4,0.46,2.3,6.5,0.355,4,1
350,956,1306,Daniel Hamilton,UConn,Big East,2016,6.28,36,36,31.9,12.5,8.0,0.9,8.9,4.7,1.1,0.4,2.4,1.8,4.4,11.4,0.387,2.4,2.8,0.86,3.1,7.5,0.416,1.3,3.9,0.331,2,1
351,960,1311,Abdel Nader,Iowa State,Big 12,2016,10.16,35,35,31.1,12.9,4.2,0.7,5.0,1.5,1.1,0.7,2.3,2.8,4.6,9.6,0.478,2.2,3.0,0.736,3.1,5.6,0.5529999999999999,1.5,4.0,0.371,4,1
352,964,1316,Isaiah Cousins,Oklahoma,Big 12,2016,11.14,37,37,33.3,12.6,3.8,0.6,4.5,4.5,1.4,0.3,2.4,1.7,4.6,11.2,0.406,1.8,2.6,0.67,2.8,7.0,0.403,1.8,4.3,0.411,4,1
353,968,1321,Tyrone Wallace,California,Pac-10,2016,7.87,28,25,32.2,15.3,4.3,1.0,5.3,4.4,1.0,0.4,2.6,2.3,5.4,12.3,0.44,3.6,5.5,0.649,4.5,9.3,0.486,0.9,3.0,0.298,4,1
354,969,1323,Markelle Fultz,Washington,Pac-10,2017,6.82,25,25,35.7,23.2,4.4,1.3,5.7,5.9,1.6,1.2,3.2,2.5,8.4,17.6,0.476,4.4,6.7,0.649,6.3,12.5,0.502,2.1,5.0,0.413,1,1
355,970,1325,Lonzo Ball,UCLA,Pac-10,2017,6.39,36,36,35.1,14.6,5.1,0.9,6.0,7.6,1.8,0.8,2.5,1.8,5.3,9.5,0.551,1.8,2.7,0.6729999999999999,3.0,4.1,0.732,2.2,5.4,0.412,1,1
356,971,1327,Jayson Tatum,Duke,ACC,2017,10.91,29,27,33.3,16.8,6.0,1.3,7.3,2.1,1.3,1.1,2.6,3.0,5.7,12.6,0.452,4.1,4.8,0.8490000000000001,4.3,8.6,0.504,1.4,4.0,0.342,1,1
357,972,1329,De'Aaron Fox,Kentucky,SEC,2017,10.49,36,34,29.6,16.7,3.4,0.6,4.0,4.6,1.5,0.2,2.4,2.5,5.9,12.4,0.479,4.3,5.9,0.736,5.5,10.5,0.521,0.5,1.9,0.246,1,1
358,973,1331,Jonathan Isaac,Florida State,ACC,2017,8.87,32,32,26.2,12.0,6.1,1.8,7.8,1.2,1.2,1.5,1.5,2.2,4.1,8.0,0.508,2.9,3.7,0.78,3.1,5.2,0.593,1.0,2.8,0.348,1,1
359,974,1333,Lauri Markkanen,Arizona,Pac-10,2017,7.63,37,37,30.8,15.6,4.8,2.4,7.2,0.9,0.4,0.5,1.1,2.0,5.0,10.2,0.4920000000000001,3.7,4.4,0.835,3.1,5.8,0.545,1.9,4.4,0.423,1,1
360,975,1335,Zach Collins,Gonzaga,WCC,2017,4.13,39,0,17.3,10.0,4.2,1.7,5.9,0.4,0.5,1.8,1.5,2.7,3.5,5.3,0.652,2.8,3.8,0.743,3.2,4.8,0.672,0.3,0.5,0.476,1,1
361,976,1337,Malik Monk,Kentucky,SEC,2017,10.49,38,37,32.1,19.8,2.2,0.3,2.5,2.3,0.9,0.5,2.0,1.9,6.6,14.7,0.45,3.9,4.7,0.8220000000000001,3.9,7.8,0.4970000000000001,2.7,6.9,0.397,1,1
362,978,1340,Luke Kennard,Duke,ACC,2017,10.91,37,36,35.5,19.5,3.9,1.2,5.1,2.5,0.8,0.4,1.6,2.2,6.4,13.1,0.489,4.3,5.1,0.856,4.0,7.7,0.525,2.4,5.4,0.438,2,1
363,980,1343,Donovan Mitchell,Louisville,Big East,2017,11.15,34,33,32.3,15.6,3.8,1.1,4.9,2.7,2.1,0.5,1.6,2.6,5.3,13.1,0.408,2.6,3.2,0.8059999999999999,3.0,6.4,0.463,2.4,6.6,0.354,2,1
364,981,1345,Bam Adebayo,Kentucky,SEC,2017,10.49,38,38,30.1,13.0,4.9,3.1,8.0,0.8,0.7,1.5,1.7,2.6,4.5,7.5,0.599,4.1,6.2,0.653,4.5,7.5,0.599,0.0,0.0,0.0,1,1
365,982,1347,Justin Patton,Creighton,MVC,2017,8.95,35,34,25.3,12.9,4.5,1.7,6.2,1.2,0.9,1.4,1.7,2.7,5.7,8.5,0.6759999999999999,1.3,2.5,0.517,5.5,8.0,0.6829999999999999,0.2,0.4,0.5329999999999999,1,1
