player,salary,season_end,season_start,team,team_name,salary_proportion,salary_scale,age
Tony Massenburg,247500,1997,1996,NJN,Brooklyn Nets,0.0003277819215887371,3.277819215887371,29
Lloyd Daniels,184100,1997,1996,NJN,Brooklyn Nets,0.00024381677480600608,2.438167748060061,29
Robert Werdann,166000,1997,1996,NJN,Brooklyn Nets,0.00021984565245951662,2.198456524595166,26
Kendall Gill,4400000,1998,1997,NJN,Brooklyn Nets,0.00540829231729509,54.0829231729509,29
Chris Gatling,3656400,1998,1997,NJN,Brooklyn Nets,0.00449429091567222,44.9429091567222,30
Keith Van Horn,2655360,1998,1997,NJN,Brooklyn Nets,0.003263855247193793,32.638552471937935,22
Kevin Edwards,2640000,1998,1997,NJN,Brooklyn Nets,0.003244975390377054,32.449753903770535,32
Sam Cassell,2500000,1998,1997,NJN,Brooklyn Nets,0.003072893362099483,30.72893362099483,28
Jayson Williams,2500000,1998,1997,NJN,Brooklyn Nets,0.003072893362099483,30.72893362099483,29
Don MacLean,2120000,1998,1997,NJN,Brooklyn Nets,0.0026058135710603616,26.058135710603615,27
Michael Cage,2055421,1998,1997,NJN,Brooklyn Nets,0.0025264358188879527,25.264358188879527,35
Kerry Kittles,1559040,1998,1997,NJN,Brooklyn Nets,0.0019163054668990312,19.163054668990313,23
Yinka Dare,1552500,1998,1997,NJN,Brooklyn Nets,0.0019082667778637789,19.082667778637788,25
Lucious Harris,1440000,1998,1997,NJN,Brooklyn Nets,0.0017699865765693022,17.699865765693023,27
David Benoit,609096,1998,1997,NJN,Brooklyn Nets,0.0007486748221125387,7.486748221125387,29
Sherman Douglas,272250,1998,1997,NJN,Brooklyn Nets,0.0003346380871326337,3.3463808713263368,31
Jack Haley,272250,1998,1997,NJN,Brooklyn Nets,0.0003346380871326337,3.3463808713263368,33
Steve Henson,272250,1998,1997,NJN,Brooklyn Nets,0.0003346380871326337,3.3463808713263368,29
Jayson Williams,11000000,1999,1998,NJN,Brooklyn Nets,0.012439493933974645,124.39493933974646,30
Kendall Gill,5000000,1999,1998,NJN,Brooklyn Nets,0.00565431542453393,56.543154245339295,30
Rony Seikaly,4252000,1999,1998,NJN,Brooklyn Nets,0.004808429837023654,48.08429837023654,33
Jim McIlvaine,4200000,1999,1998,NJN,Brooklyn Nets,0.004749624956608501,47.496249566085005,26
Keith Van Horn,3054000,1999,1998,NJN,Brooklyn Nets,0.0034536558613053243,34.536558613053245,23
Stephon Marbury,2562000,1999,1998,NJN,Brooklyn Nets,0.0028972712235311856,28.972712235311857,21
Michael Cage,2350000,1999,1998,NJN,Brooklyn Nets,0.002657528249530947,26.57528249530947,36
Elliot Perry,2000000,1999,1998,NJN,Brooklyn Nets,0.002261726169813572,22.61726169813572,29
Kerry Kittles,1762000,1999,1998,NJN,Brooklyn Nets,0.0019925807556057567,19.925807556057567,24
Eric Murdock,1750000,1999,1998,NJN,Brooklyn Nets,0.001979010398586875,19.79010398586875,30
Lucious Harris,1680000,1999,1998,NJN,Brooklyn Nets,0.0018998499826434004,18.998499826434003,28
Scott Burrell,1000000,1999,1998,NJN,Brooklyn Nets,0.001130863084906786,11.30863084906786,27
Chris Carr,1000000,1999,1998,NJN,Brooklyn Nets,0.001130863084906786,11.30863084906786,24
Gheorghe Muresan,475000,1999,1998,NJN,Brooklyn Nets,0.0005371599653307233,5.371599653307233,27
David Vaughn,450000,1999,1998,NJN,Brooklyn Nets,0.0005088883882080537,5.088883882080537,25
Jamie Feick,425000,1999,1998,NJN,Brooklyn Nets,0.000480616811085384,4.806168110853839,24
Mark Hendrickson,425000,1999,1998,NJN,Brooklyn Nets,0.000480616811085384,4.806168110853839,24
William Cunningham,350000,1999,1998,NJN,Brooklyn Nets,0.00039580207971737506,3.9580207971737504,24
Jayson Williams,12375000,2000,1999,NJN,Brooklyn Nets,0.014408622505334326,144.08622505334327,31
Stephon Marbury,9000000,2000,1999,NJN,Brooklyn Nets,0.010478998185697691,104.78998185697691,22
Kerry Kittles,7166666,2000,1999,NJN,Brooklyn Nets,0.008344386667944593,83.44386667944592,25
Kendall Gill,5600000,2000,1999,NJN,Brooklyn Nets,0.006520265537767452,65.20265537767452,31
Jim McIlvaine,4800000,2000,1999,NJN,Brooklyn Nets,0.005588799032372102,55.88799032372102,27
Keith Van Horn,3451920,2000,1999,NJN,Brooklyn Nets,0.004019184824130397,40.19184824130397,24
Jamie Feick,2000000,2000,1999,NJN,Brooklyn Nets,0.0023286662634883757,23.286662634883758,25
Elliot Perry,2000000,2000,1999,NJN,Brooklyn Nets,0.0023286662634883757,23.286662634883758,30
Lucious Harris,1920000,2000,1999,NJN,Brooklyn Nets,0.0022355196129488406,22.355196129488405,29
Johnny Newman,1100000,2000,1999,NJN,Brooklyn Nets,0.0012807664449186068,12.807664449186067,36
Scott Burrell,1000000,2000,1999,NJN,Brooklyn Nets,0.0011643331317441879,11.643331317441879,28
Sherman Douglas,1000000,2000,1999,NJN,Brooklyn Nets,0.0011643331317441879,11.643331317441879,33
Michael Cage,510000,2000,1999,NJN,Brooklyn Nets,0.0005938098971895358,5.938098971895358,37
Jack Haley,510000,2000,1999,NJN,Brooklyn Nets,0.0005938098971895358,5.938098971895358,35
Gheorghe Muresan,510000,2000,1999,NJN,Brooklyn Nets,0.0005938098971895358,5.938098971895358,28
Evan Eschmeyer,301875,2000,1999,NJN,Brooklyn Nets,0.00035148306414527675,3.5148306414527672,24
Jayson Williams,13800000,2001,2000,NJN,Brooklyn Nets,0.01044960336213353,104.4960336213353,32
Stephon Marbury,10130000,2001,2000,NJN,Brooklyn Nets,0.007670614641913961,76.70614641913961,23
Keith Van Horn,9000000,2001,2000,NJN,Brooklyn Nets,0.006814958714434911,68.14958714434911,25
Kerry Kittles,7770000,2001,2000,NJN,Brooklyn Nets,0.00588358102346214,58.8358102346214,26
Kendall Gill,7000000,2001,2000,NJN,Brooklyn Nets,0.005300523444560486,53.00523444560486,32
Jim McIlvaine,5400000,2001,2000,NJN,Brooklyn Nets,0.004088975228660947,40.88975228660947,28
Kenyon Martin,3536640,2001,2000,NJN,Brooklyn Nets,0.0026780061764243427,26.780061764243428,23
Aaron Williams,2250000,2001,2000,NJN,Brooklyn Nets,0.0017037396786087277,17.037396786087278,29
Jamie Feick,2200000,2001,2000,NJN,Brooklyn Nets,0.0016658787968618673,16.65878796861867,26
Lucious Harris,2160000,2001,2000,NJN,Brooklyn Nets,0.0016355900914643787,16.355900914643787,30
Johnny Newman,2000000,2001,2000,NJN,Brooklyn Nets,0.0015144352698744246,15.144352698744246,37
Sherman Douglas,1100000,2001,2000,NJN,Brooklyn Nets,0.0008329393984309336,8.329393984309336,34
Elliot Perry,1050000,2001,2000,NJN,Brooklyn Nets,0.000795078516684073,7.9507851668407294,31
Kevin Ollie,523500,2001,2000,NJN,Brooklyn Nets,0.00039640343188963065,3.9640343188963065,28
Evan Eschmeyer,423500,2001,2000,NJN,Brooklyn Nets,0.00032068166839590944,3.206816683959094,25
Stephen Jackson,316969,2001,2000,NJN,Brooklyn Nets,0.00024001451652841326,2.400145165284133,22
Soumaila Samake,316969,2001,2000,NJN,Brooklyn Nets,0.00024001451652841326,2.400145165284133,22
Jayson Williams,15125000,2002,2001,NJN,Brooklyn Nets,0.009704205213036934,97.04205213036934,33
Keith Van Horn,10865250,2002,2001,NJN,Brooklyn Nets,0.006971148144856168,69.71148144856168,26
Jason Kidd,8447500,2002,2001,NJN,Brooklyn Nets,0.005419918911545752,54.19918911545752,28
Kerry Kittles,8166667,2002,2001,NJN,Brooklyn Nets,0.005239736361952839,52.39736361952839,27
Chris Dudley,6200000,2002,2001,NJN,Brooklyn Nets,0.003977922136914313,39.77922136914313,36
Jim McIlvaine,6000000,2002,2001,NJN,Brooklyn Nets,0.0038496020679815936,38.496020679815935,29
Todd MacCulloch,4538000,2002,2001,NJN,Brooklyn Nets,0.0029115823640834117,29.115823640834115,25
Kenyon Martin,3801960,2002,2001,NJN,Brooklyn Nets,0.0024393388463972163,24.393388463972162,24
Aaron Williams,2475000,2002,2001,NJN,Brooklyn Nets,0.0015879608530424074,15.879608530424074,30
Lucious Harris,2400000,2002,2001,NJN,Brooklyn Nets,0.0015398408271926373,15.398408271926373,31
Jamie Feick,2400000,2002,2001,NJN,Brooklyn Nets,0.0015398408271926373,15.398408271926373,27
Richard Jefferson,1379400,2002,2001,NJN,Brooklyn Nets,0.0008850235154289684,8.850235154289683,21
Jason Collins,1067400,2002,2001,NJN,Brooklyn Nets,0.0006848442078939255,6.848442078939255,23
Brandon Armstrong,865800,2002,2001,NJN,Brooklyn Nets,0.0005554975784097439,5.554975784097439,21
Derrick Dial,540850,2002,2001,NJN,Brooklyn Nets,0.0003470095464113075,3.470095464113075,26
Steve Goodrich,465850,2002,2001,NJN,Brooklyn Nets,0.00029888952056153755,2.9888952056153757,25
Brian Scalabrine,332817,2002,2001,NJN,Brooklyn Nets,0.000213535501909905,2.13535501909905,23
Reggie Slater,122218,2002,2001,NJN,Brooklyn Nets,7.841511092409573e-05,0.7841511092409573,31
Dikembe Mutombo,16105264,2003,2002,NJN,Brooklyn Nets,0.010358228218533366,103.58228218533365,36
Jason Kidd,9265000,2003,2002,NJN,Brooklyn Nets,0.0059588581996986596,59.5885819969866,29
Kerry Kittles,8966667,2003,2002,NJN,Brooklyn Nets,0.005766982965668363,57.66982965668363,28
Jim McIlvaine,4400000,2003,2002,NJN,Brooklyn Nets,0.0028298948816701678,28.298948816701678,30
Kenyon Martin,4067160,2003,2002,NJN,Brooklyn Nets,0.0026158261970303724,26.158261970303723,25
Rodney Rogers,2796000,2003,2002,NJN,Brooklyn Nets,0.001798269565715861,17.98269565715861,31
Aaron Williams,2700000,2003,2002,NJN,Brooklyn Nets,0.0017365264046612392,17.365264046612392,31
Lucious Harris,2640000,2003,2002,NJN,Brooklyn Nets,0.0016979369290021007,16.97936929002101,32
Jamie Feick,2600000,2003,2002,NJN,Brooklyn Nets,0.0016722106118960082,16.72210611896008,28
Chris Childs,1750000,2003,2002,NJN,Brooklyn Nets,0.001125526373391544,11.25526373391544,35
Richard Jefferson,1482840,2003,2002,NJN,Brooklyn Nets,0.0009537003014399526,9.537003014399525,22
Jason Collins,1147440,2003,2002,NJN,Brooklyn Nets,0.0007379851325053675,7.379851325053675,24
Brandon Armstrong,930720,2003,2002,NJN,Brooklyn Nets,0.0005985999464245587,5.985999464245587,22
Anthony Johnson,699935,2003,2002,NJN,Brooklyn Nets,0.00045016874409132017,4.5016874409132015,28
Brian Scalabrine,512435,2003,2002,NJN,Brooklyn Nets,0.0003295766326565119,3.295766326565119,24
Tamar Slay,349458,2003,2002,NJN,Brooklyn Nets,0.00022475668308152122,2.247566830815212,22
Dikembe Mutombo,13626624,2004,2003,NJN,Brooklyn Nets,0.009118739409311096,91.18739409311097,37
Jason Kidd,13152000,2004,2003,NJN,Brooklyn Nets,0.008801127903085865,88.01127903085866,30
Kerry Kittles,9266666,2004,2003,NJN,Brooklyn Nets,0.006201118666452029,62.011186664520295,29
Kenyon Martin,5128689,2004,2003,NJN,Brooklyn Nets,0.003432044393563682,34.320443935636824,26
Alonzo Mourning,4917000,2004,2003,NJN,Brooklyn Nets,0.0032903851809210163,32.90385180921016,33
Rodney Rogers,3075600,2004,2003,NJN,Brooklyn Nets,0.0020581469722271055,20.581469722271056,32
Aaron Williams,2925000,2004,2003,NJN,Brooklyn Nets,0.001957367633555821,19.573676335558208,32
Lucious Harris,2500000,2004,2003,NJN,Brooklyn Nets,0.0016729637893639496,16.729637893639495,33
Richard Jefferson,1586280,2004,2003,NJN,Brooklyn Nets,0.0010615155999168983,10.615155999168984,23
Jason Collins,1227480,2004,2003,NJN,Brooklyn Nets,0.0008214118368673844,8.214118368673844,25
Chris Childs,1166667,2004,2003,NJN,Brooklyn Nets,0.0007807166580983484,7.807166580983484,36
Brandon Armstrong,995650,2004,2003,NJN,Brooklyn Nets,0.0006662745587520866,6.662745587520866,23
Zoran Planinic,980280,2004,2003,NJN,Brooklyn Nets,0.000655989177375077,6.5598917737507705,21
Robert Pack,965610,2004,2003,NJN,Brooklyn Nets,0.0006461722258590893,6.4617222585908936,34
Brian Scalabrine,800000,2004,2003,NJN,Brooklyn Nets,0.0005353484125964639,5.353484125964639,25
Tamar Slay,563679,2004,2003,NJN,Brooklyn Nets,0.0003772058223299527,3.772058223299527,23
Mikki Moore,513000,2004,2003,NJN,Brooklyn Nets,0.00034329216957748246,3.4329216957748248,28
Damone Brown,202508,2004,2003,NJN,Brooklyn Nets,0.0001355154204226059,1.355154204226059,24
Doug Overton,104390,2004,2003,NJN,Brooklyn Nets,6.985627598868108e-05,0.6985627598868107,34
Dikembe Mutombo,14989285,2005,2004,NJN,Brooklyn Nets,0.009374974309844013,93.74974309844012,38
Jason Kidd,14796000,2005,2004,NJN,Brooklyn Nets,0.009254085160729949,92.54085160729949,31
Vince Carter,12584688,2005,2004,NJN,Brooklyn Nets,0.007871030986294693,78.71030986294693,27
Richard Jefferson,2266794,2005,2004,NJN,Brooklyn Nets,0.001417755117452804,14.17755117452804,24
Jason Collins,1887864,2005,2004,NJN,Brooklyn Nets,0.0011807552195104275,11.807552195104275,26
Ron Mercer,1600000,2005,2004,NJN,Brooklyn Nets,0.0010007121017280292,10.007121017280292,28
Zoran Planinic,1053720,2005,2004,NJN,Brooklyn Nets,0.0006590439723955368,6.5904397239553685,22
Travis Best,1000000,2005,2004,NJN,Brooklyn Nets,0.0006254450635800182,6.254450635800182,32
Nenad Krstic,939480,2005,2004,NJN,Brooklyn Nets,0.0005875931283321555,5.875931283321555,21
Jacque Vaughn,932546,2005,2004,NJN,Brooklyn Nets,0.0005832562922612917,5.832562922612916,29
Brian Scalabrine,900000,2005,2004,NJN,Brooklyn Nets,0.0005629005572220164,5.629005572220164,26
Rodney Buford,745046,2005,2004,NJN,Brooklyn Nets,0.00046598534284003824,4.659853428400383,27
Jabari Smith,720046,2005,2004,NJN,Brooklyn Nets,0.0004503492162505378,4.503492162505378,27
Kaniel Dickens,483938,2005,2004,NJN,Brooklyn Nets,0.00030267663317878684,3.0267663317878686,26
Awvee Storey,84573,2005,2004,NJN,Brooklyn Nets,5.289576536215288e-05,0.5289576536215288,27
Jason Kidd,16440000,2006,2005,NJN,Brooklyn Nets,0.009411420679191764,94.11420679191764,32
Vince Carter,13843156,2006,2005,NJN,Brooklyn Nets,0.007924803202170167,79.24803202170168,28
Richard Jefferson,10200000,2006,2005,NJN,Brooklyn Nets,0.005839202611177372,58.39202611177372,25
Jason Collins,5500000,2006,2005,NJN,Brooklyn Nets,0.003148589643281916,31.485896432819157,27
Marc Jackson,4550000,2006,2005,NJN,Brooklyn Nets,0.002604742341260494,26.04742341260494,30
Jeff McInnis,3400000,2006,2005,NJN,Brooklyn Nets,0.0019464008703924572,19.46400870392457,31
Clifford Robinson,2500000,2006,2005,NJN,Brooklyn Nets,0.0014311771105826891,14.31177110582689,39
Ron Mercer,1760000,2006,2005,NJN,Brooklyn Nets,0.001007548685850213,10.07548685850213,29
Scott Padgett,1670000,2006,2005,NJN,Brooklyn Nets,0.0009560263098692363,9.560263098692364,29
Antoine Wright,1461360,2006,2005,NJN,Brooklyn Nets,0.0008365859929284474,8.365859929284474,21
Lamond Murray,1138500,2006,2005,NJN,Brooklyn Nets,0.0006517580561593566,6.517580561593566,32
Zoran Planinic,1127280,2006,2005,NJN,Brooklyn Nets,0.0006453349332870615,6.453349332870615,23
Jacque Vaughn,1094550,2006,2005,NJN,Brooklyn Nets,0.0006265979625553129,6.265979625553129,30
Nenad Krstic,1010040,2006,2005,NJN,Brooklyn Nets,0.0005782184515091757,5.782184515091757,22
Linton Johnson,719373,2006,2005,NJN,Brooklyn Nets,0.0004118200686284803,4.118200686284803,25
Ben Handlogten,35091,2006,2005,NJN,Brooklyn Nets,2.0088574394982856e-05,0.20088574394982855,32
Jason Kidd,18084000,2007,2006,NJN,Brooklyn Nets,0.01316993032855605,131.6993032855605,33
Vince Carter,15101625,2007,2006,NJN,Brooklyn Nets,0.010997973296725297,109.97973296725297,29
Richard Jefferson,11200000,2007,2006,NJN,Brooklyn Nets,0.00815655937181087,81.56559371810869,26
Jason Collins,5800000,2007,2006,NJN,Brooklyn Nets,0.004223932531830629,42.239325318306285,28
Bostjan Nachbar,2500000,2007,2006,NJN,Brooklyn Nets,0.0018206605740649262,18.206605740649263,26
Clifford Robinson,1600000,2007,2006,NJN,Brooklyn Nets,0.0011652227674015527,11.652227674015528,40
Antoine Wright,1570920,2007,2006,NJN,Brooklyn Nets,0.0011440448436040296,11.440448436040295,22
Eddie House,1400000,2007,2006,NJN,Brooklyn Nets,0.0010195699214763587,10.195699214763586,28
Marcus Williams,1097880,2007,2006,NJN,Brooklyn Nets,0.0007995467324217604,7.995467324217604,20
Nenad Krstic,1080480,2007,2006,NJN,Brooklyn Nets,0.0007868749348262686,7.8687493482626865,23
Mikki Moore,1071225,2007,2006,NJN,Brooklyn Nets,0.0007801348493810803,7.801348493810803,31
Josh Boone,1053960,2007,2006,NJN,Brooklyn Nets,0.0007675613674565879,7.675613674565879,22
Bernard Robinson,1000000,2007,2006,NJN,Brooklyn Nets,0.0007282642296259705,7.282642296259706,26
Mile Ilic,800000,2007,2006,NJN,Brooklyn Nets,0.0005826113837007764,5.826113837007764,22
Scott Padgett,563302,2007,2006,NJN,Brooklyn Nets,0.00041023269707676844,4.102326970767685,30
Hassan Adams,412718,2007,2006,NJN,Brooklyn Nets,0.0003005677563227713,3.005677563227713,22
Zoran Planinic,150000,2007,2006,NJN,Brooklyn Nets,0.00010923963444389557,1.0923963444389557,24
Vince Carter,13320000,2008,2007,NJN,Brooklyn Nets,0.007707009837256865,77.07009837256865,30
Richard Jefferson,12200000,2008,2007,NJN,Brooklyn Nets,0.007058972974064096,70.58972974064096,27
Stromile Swift,5800000,2008,2007,NJN,Brooklyn Nets,0.0033559051843911275,33.55905184391128,28
Trenton Hassell,4350000,2008,2007,NJN,Brooklyn Nets,0.0025169288882933454,25.169288882933454,28
Keith Van Horn,4300000,2008,2007,NJN,Brooklyn Nets,0.0024879986711865256,24.879986711865257,32
Jamaal Magloire,4000000,2008,2007,NJN,Brooklyn Nets,0.002314417368545605,23.14417368545605,29
Devin Harris,3995003,2008,2007,NJN,Brooklyn Nets,0.0023115260826479496,23.115260826479496,24
Bostjan Nachbar,2500000,2008,2007,NJN,Brooklyn Nets,0.0014465108553410031,14.465108553410031,27
DeSagana Diop,2146000,2008,2007,NJN,Brooklyn Nets,0.0012416849182247172,12.416849182247173,25
Nenad Krstic,1889760,2008,2007,NJN,Brooklyn Nets,0.0010934233415956856,10.934233415956855,24
Sean Williams,1416600,2008,2007,NJN,Brooklyn Nets,0.000819650911070426,8.19650911070426,21
Darrell Armstrong,1219590,2008,2007,NJN,Brooklyn Nets,0.0007056600696261336,7.056600696261336,39
Marcus Williams,1180200,2008,2007,NJN,Brooklyn Nets,0.0006828688445893807,6.828688445893808,21
Josh Boone,1133040,2008,2007,NJN,Brooklyn Nets,0.0006555818638142281,6.555818638142281,23
Maurice Ager,974400,2008,2007,NJN,Brooklyn Nets,0.0005637920709777094,5.637920709777094,23
Billy Thomas,510529,2008,2007,NJN,Brooklyn Nets,0.0002953942961865548,2.953942961865548,32
Clifford Robinson,500000,2008,2007,NJN,Brooklyn Nets,0.00028930217106820064,2.893021710682006,41
David Wesley,250000,2008,2007,NJN,Brooklyn Nets,0.00014465108553410032,1.446510855341003,37
Eddie Gill,151089,2008,2007,NJN,Brooklyn Nets,8.742075144904673e-05,0.8742075144904673,29
Vince Carter,14724125,2009,2008,NJN,Brooklyn Nets,0.0075202420607467756,75.20242060746776,31
Bobby Simmons,10602667,2009,2008,NJN,Brooklyn Nets,0.005415236717257687,54.15236717257687,28
Devin Harris,7800000,2009,2008,NJN,Brooklyn Nets,0.003983794491952823,39.837944919528226,25
Stromile Swift,6200000,2009,2008,NJN,Brooklyn Nets,0.00316660587821891,31.6660587821891,29
Trenton Hassell,4350000,2009,2008,NJN,Brooklyn Nets,0.002221731543589074,22.217315435890743,29
Keyon Dooling,3300000,2009,2008,NJN,Brooklyn Nets,0.0016854515158261942,16.854515158261943,28
Eduardo Najera,3250000,2009,2008,NJN,Brooklyn Nets,0.0016599143716470094,16.599143716470092,32
Yi Jianlian,2986080,2009,2008,NJN,Brooklyn Nets,0.0015251191098116005,15.251191098116005,21
Brook Lopez,2098560,2009,2008,NJN,Brooklyn Nets,0.0010718245857733993,10.718245857733992,20
Jarvis Hayes,1910000,2009,2008,NJN,Brooklyn Nets,0.0009755189076448578,9.755189076448579,27
Sean Williams,1522920,2009,2008,NJN,Brooklyn Nets,0.0007778205522672811,7.778205522672811,22
Ryan Anderson,1225200,2009,2008,NJN,Brooklyn Nets,0.0006257621809667433,6.257621809667433,20
Josh Boone,1212120,2009,2008,NJN,Brooklyn Nets,0.0006190816640494686,6.190816640494686,24
Maurice Ager,1042440,2009,2008,NJN,Brooklyn Nets,0.0005324188115629872,5.324188115629871,24
