player,salary,season_end,season_start,team,team_name,salary_proportion,salary_scale,age
Lindsey Hunter,1173000,1995,1994,DET,Detroit Pistons,0.002590956064864234,25.90956064864234,24
Joe Dumars,1096700,1995,1994,DET,Detroit Pistons,0.00242242243506957,24.2242243506957,31
Allan Houston,956000,1995,1994,DET,Detroit Pistons,0.0021116402370078497,21.116402370078497,23
Bill Curley,702000,1995,1994,DET,Detroit Pistons,0.001550597747258902,15.50597747258902,22
Greg Anderson,400000,1995,1994,DET,Detroit Pistons,0.0008835314799196023,8.835314799196023,30
Eric Leckner,350000,1995,1994,DET,Detroit Pistons,0.000773090044929652,7.73090044929652,28
Rafael Addison,250000,1995,1994,DET,Detroit Pistons,0.0005522071749497515,5.522071749497515,30
Johnny Dawkins,150000,1995,1994,DET,Detroit Pistons,0.0003313243049698509,3.313243049698509,31
Ivano Newbill,150000,1995,1994,DET,Detroit Pistons,0.0003313243049698509,3.313243049698509,24
Walter Bond,117000,1995,1994,DET,Detroit Pistons,0.0002584329578764837,2.5843295787648373,25
Otis Thorpe,7000000,1997,1996,DET,Detroit Pistons,0.009270599802509737,92.70599802509737,34
Grant Hill,5025000,1997,1996,DET,Detroit Pistons,0.006654966286801633,66.54966286801633,24
Joe Dumars,3075000,1997,1996,DET,Detroit Pistons,0.0040724420561024915,40.724420561024914,33
Stacey Augmon,2480000,1997,1996,DET,Detroit Pistons,0.003284441072889164,32.84441072889164,28
Terry Mills,2457000,1997,1996,DET,Detroit Pistons,0.0032539805306809177,32.53980530680918,29
Grant Long,2260000,1997,1996,DET,Detroit Pistons,0.0029930793648102866,29.930793648102867,30
Lindsey Hunter,1715000,1997,1996,DET,Detroit Pistons,0.0022712969516148853,22.712969516148853,26
Theo Ratliff,821000,1997,1996,DET,Detroit Pistons,0.0010873089196943562,10.873089196943562,23
Jerome Williams,568000,1997,1996,DET,Detroit Pistons,0.0007522429554036472,7.5224295540364725,23
Michael Curry,400000,1997,1996,DET,Detroit Pistons,0.0005297485601434136,5.297485601434135,28
Rick Mahorn,400000,1997,1996,DET,Detroit Pistons,0.0005297485601434136,5.297485601434135,38
Don Reid,400000,1997,1996,DET,Detroit Pistons,0.0005297485601434136,5.297485601434135,23
Litterial Green,247500,1997,1996,DET,Detroit Pistons,0.0003277819215887371,3.277819215887371,26
Grant Hill,5850000,1998,1997,DET,Detroit Pistons,0.00719057046731279,71.9057046731279,25
Bison Dele,4050000,1998,1997,DET,Detroit Pistons,0.004978087246601162,49.78087246601162,28
Joe Dumars,3000000,1998,1997,DET,Detroit Pistons,0.0036874720345193793,36.87472034519379,34
Grant Long,2610335,1998,1997,DET,Detroit Pistons,0.0032085124377423816,32.08512437742382,31
Lindsey Hunter,1750000,1998,1997,DET,Detroit Pistons,0.002151025353469638,21.510253534696382,27
Aaron McKie,1235000,1998,1997,DET,Detroit Pistons,0.0015180093208771446,15.180093208771446,25
Malik Sealy,1150000,1998,1997,DET,Detroit Pistons,0.001413530946565762,14.13530946565762,27
Don Reid,1000000,1998,1997,DET,Detroit Pistons,0.0012291573448397933,12.291573448397932,24
Theo Ratliff,928080,1998,1997,DET,Detroit Pistons,0.0011407563485989153,11.407563485989153,24
Scot Pollard,818160,1998,1997,DET,Detroit Pistons,0.0010056473732541252,10.056473732541253,22
Randolph Childress,760000,1998,1997,DET,Detroit Pistons,0.0009341595820782429,9.341595820782429,25
Jerome Williams,652800,1998,1997,DET,Detroit Pistons,0.000802393914711417,8.02393914711417,24
Rick Mahorn,480000,1998,1997,DET,Detroit Pistons,0.0005899955255231007,5.899955255231006,39
Charles O'Bannon,320000,1998,1997,DET,Detroit Pistons,0.0003933303503487338,3.933303503487338,22
Rumeal Robinson,272250,1998,1997,DET,Detroit Pistons,0.0003346380871326337,3.3463808713263368,31
Grant Hill,6675000,1999,1998,DET,Detroit Pistons,0.007548511091752795,75.48511091752795,26
Christian Laettner,5360000,1999,1998,DET,Detroit Pistons,0.006061426135100373,60.61426135100373,29
Bison Dele,4860000,1999,1998,DET,Detroit Pistons,0.00549599459264698,54.9599459264698,29
Jerry Stackhouse,3887000,1999,1998,DET,Detroit Pistons,0.004395664811032676,43.95664811032677,24
Loy Vaught,3830000,1999,1998,DET,Detroit Pistons,0.00433120561519299,43.312056151929895,30
Lindsey Hunter,2050000,1999,1998,DET,Detroit Pistons,0.002318269324058911,23.182693240589114,28
Eric Montross,1760000,1999,1998,DET,Detroit Pistons,0.001990319029435943,19.903190294359433,27
Joe Dumars,1000000,1999,1998,DET,Detroit Pistons,0.001130863084906786,11.30863084906786,35
Scot Pollard,940920,1999,1998,DET,Detroit Pistons,0.001064051693850493,10.64051693850493,23
Randolph Childress,866320,1999,1998,DET,Detroit Pistons,0.0009796893077164467,9.796893077164468,26
Jud Buechler,850000,1999,1998,DET,Detroit Pistons,0.000961233622170768,9.612336221707679,30
Don Reid,800000,1999,1998,DET,Detroit Pistons,0.0009046904679254288,9.046904679254288,25
Jerome Williams,737880,1999,1998,DET,Detroit Pistons,0.0008344412530910192,8.344412530910192,25
Khalid Reeves,475000,1999,1998,DET,Detroit Pistons,0.0005371599653307233,5.371599653307233,26
Charles O'Bannon,320000,1999,1998,DET,Detroit Pistons,0.00036187618717017147,3.6187618717017145,23
Korleone Young,287500,1999,1998,DET,Detroit Pistons,0.00032512313691070095,3.2512313691070096,20
Grant Hill,6939000,2000,1999,DET,Detroit Pistons,0.00807930760117292,80.7930760117292,27
Christian Laettner,6062500,2000,1999,DET,Detroit Pistons,0.007058769611199139,70.58769611199139,30
Bison Dele,5770000,2000,1999,DET,Detroit Pistons,0.006718202170163964,67.18202170163964,30
Jerry Stackhouse,4781250,2000,1999,DET,Detroit Pistons,0.005566967786151899,55.669677861518984,25
Loy Vaught,4180000,2000,1999,DET,Detroit Pistons,0.004866912490690705,48.66912490690705,31
Jerome Williams,2550000,2000,1999,DET,Detroit Pistons,0.0029690494859476793,29.690494859476793,26
Lindsey Hunter,2350000,2000,1999,DET,Detroit Pistons,0.0027361828595988415,27.361828595988417,29
Michael Curry,2000000,2000,1999,DET,Detroit Pistons,0.0023286662634883757,23.286662634883758,31
Eric Montross,2000000,2000,1999,DET,Detroit Pistons,0.0023286662634883757,23.286662634883758,28
Derek Harper,1100000,2000,1999,DET,Detroit Pistons,0.0012807664449186068,12.807664449186067,38
Jud Buechler,1100000,2000,1999,DET,Detroit Pistons,0.0012807664449186068,12.807664449186067,31
Don Reid,1000000,2000,1999,DET,Detroit Pistons,0.0011643331317441879,11.643331317441879,26
Joe Dumars,510000,2000,1999,DET,Detroit Pistons,0.0005938098971895358,5.938098971895358,36
Terry Mills,510000,2000,1999,DET,Detroit Pistons,0.0005938098971895358,5.938098971895358,32
John Crotty,477000,2000,1999,DET,Detroit Pistons,0.0005553869038419777,5.553869038419776,30
Mikki Moore,460000,2000,1999,DET,Detroit Pistons,0.0005355932406023265,5.355932406023265,24
Jermaine Jackson,302875,2000,1999,DET,Detroit Pistons,0.0003526473972770209,3.526473972770209,23
Marcus Brown,43294,2000,1999,DET,Detroit Pistons,5.040863860573287e-05,0.5040863860573287,25
Pooh Richardson,5882,2000,1999,DET,Detroit Pistons,6.848607480919314e-06,0.06848607480919314,33
Jerry Stackhouse,5310000,2001,2000,DET,Detroit Pistons,0.004020825641516597,40.20825641516597,26
Ben Wallace,4000000,2001,2000,DET,Detroit Pistons,0.0030288705397488493,30.288705397488492,26
Dana Barros,3700000,2001,2000,DET,Detroit Pistons,0.0028017052492676857,28.017052492676857,33
Jud Buechler,3260000,2001,2000,DET,Detroit Pistons,0.0024685294898953124,24.685294898953124,32
Chucky Atkins,3000000,2001,2000,DET,Detroit Pistons,0.002271652904811637,22.71652904811637,26
Jerome Williams,2870000,2001,2000,DET,Detroit Pistons,0.0021732146122697997,21.732146122697998,27
Mikki Moore,2850000,2001,2000,DET,Detroit Pistons,0.0021580702595710554,21.580702595710555,25
Joe Smith,2250000,2001,2000,DET,Detroit Pistons,0.0017037396786087277,17.037396786087278,25
Eric Montross,2240000,2001,2000,DET,Detroit Pistons,0.0016961675022593558,16.961675022593557,29
Michael Curry,2200000,2001,2000,DET,Detroit Pistons,0.0016658787968618673,16.65878796861867,32
John Wallace,2200000,2001,2000,DET,Detroit Pistons,0.0016658787968618673,16.65878796861867,26
Eric Murdock,2100000,2001,2000,DET,Detroit Pistons,0.001590157033368146,15.901570333681459,32
Billy Owens,2100000,2001,2000,DET,Detroit Pistons,0.001590157033368146,15.901570333681459,31
Mateen Cleaves,1253400,2001,2000,DET,Detroit Pistons,0.0009490965836303019,9.490965836303019,23
Ansu Sesay,508000,2001,2000,DET,Detroit Pistons,0.0003846665585481039,3.846665585481039,24
Torraye Braggs,316969,2001,2000,DET,Detroit Pistons,0.00024001451652841326,2.400145165284133,24
Brian Cardinal,316969,2001,2000,DET,Detroit Pistons,0.00024001451652841326,2.400145165284133,23
Clifford Robinson,7656250,2002,2001,DET,Detroit Pistons,0.004912252638830679,49.12252638830679,35
Jerry Stackhouse,5843750,2002,2001,DET,Detroit Pistons,0.003749352014127906,37.493520141279056,27
Ben Wallace,4700000,2002,2001,DET,Detroit Pistons,0.003015521619918915,30.155216199189148,27
Corliss Williamson,4000000,2002,2001,DET,Detroit Pistons,0.0025664013786543954,25.664013786543954,28
Zeljko Rebraca,3500000,2002,2001,DET,Detroit Pistons,0.002245601206322596,22.45601206322596,29
Chucky Atkins,3300000,2002,2001,DET,Detroit Pistons,0.0021172811373898763,21.172811373898764,27
Jon Barry,3175000,2002,2001,DET,Detroit Pistons,0.0020370810943069265,20.370810943069266,32
Mikki Moore,2531250,2002,2001,DET,Detroit Pistons,0.0016240508724297347,16.240508724297346,26
Michael Curry,2400000,2002,2001,DET,Detroit Pistons,0.0015398408271926373,15.398408271926373,33
Rodney White,1693560,2002,2001,DET,Detroit Pistons,0.0010865886797084845,10.865886797084844,21
Dana Barros,1600000,2002,2001,DET,Detroit Pistons,0.0010265605514617583,10.265605514617583,34
Victor Alexander,653350,2002,2001,DET,Detroit Pistons,0.00041918958518596234,4.191895851859623,32
Damon Jones,565850,2002,2001,DET,Detroit Pistons,0.00036304955502789745,3.6304955502789746,25
Brian Cardinal,465850,2002,2001,DET,Detroit Pistons,0.00029888952056153755,2.9888952056153757,24
Ratko Varda,332817,2002,2001,DET,Detroit Pistons,0.000213535501909905,2.13535501909905,22
Clifford Robinson,8421875,2003,2002,DET,Detroit Pistons,0.005416595671946805,54.16595671946805,36
Ben Wallace,5200000,2003,2002,DET,Detroit Pistons,0.0033444212237920164,33.44421223792016,28
Chauncey Billups,4546000,2003,2002,DET,Detroit Pistons,0.002923795939107405,29.23795939107405,26
Corliss Williamson,4500000,2003,2002,DET,Detroit Pistons,0.0028942106744353985,28.942106744353985,29
Zeljko Rebraca,3850000,2003,2002,DET,Detroit Pistons,0.0024761580214613965,24.761580214613964,30
Chucky Atkins,3600000,2003,2002,DET,Detroit Pistons,0.002315368539548319,23.15368539548319,28
Jon Barry,3175000,2003,2002,DET,Detroit Pistons,0.0020420264202960867,20.42026420296087,33
Hubert Davis,2687500,2003,2002,DET,Detroit Pistons,0.0017284869305655853,17.284869305655853,32
Richard Hamilton,2681783,2003,2002,DET,Detroit Pistons,0.001724809996693197,17.24809996693197,24
Michael Curry,2600000,2003,2002,DET,Detroit Pistons,0.0016722106118960082,16.72210611896008,34
Mikki Moore,2412500,2003,2002,DET,Detroit Pistons,0.0015516185004611999,15.516185004611998,27
Don Reid,1100000,2003,2002,DET,Detroit Pistons,0.0007074737204175419,7.0747372041754195,29
Mehmet Okur,1000000,2003,2002,DET,Detroit Pistons,0.0006431579276523109,6.431579276523109,23
Tayshaun Prince,903360,2003,2002,DET,Detroit Pistons,0.0005810031455239915,5.810031455239915,22
Pepe Sanchez,587435,2003,2002,DET,Detroit Pistons,0.0003778134772304352,3.778134772304352,25
Bobby Simmons,512435,2003,2002,DET,Detroit Pistons,0.0003295766326565119,3.295766326565119,22
Richard Hamilton,6500000,2004,2003,DET,Detroit Pistons,0.004349705852346269,43.49705852346269,25
Bob Sura,6266666,2004,2003,DET,Detroit Pistons,0.00419356211921529,41.9356211921529,30
Ben Wallace,5500000,2004,2003,DET,Detroit Pistons,0.0036805203366006892,36.80520336600689,29
Chauncey Billups,5000600,2004,2003,DET,Detroit Pistons,0.0033463290900373464,33.463290900373465,27
Corliss Williamson,5000000,2004,2003,DET,Detroit Pistons,0.003345927578727899,33.45927578727899,30
Zeljko Rebraca,4200000,2004,2003,DET,Detroit Pistons,0.0028105791661314355,28.105791661314356,31
Elden Campbell,4000000,2004,2003,DET,Detroit Pistons,0.002676742062982319,26.767420629823192,35
Chucky Atkins,3900000,2004,2003,DET,Detroit Pistons,0.0026098235114077615,26.098235114077614,29
Darko Milicic,3595800,2004,2003,DET,Detroit Pistons,0.002406257277517956,24.062572775179557,18
Lindsey Hunter,3000000,2004,2003,DET,Detroit Pistons,0.0020075565472367396,20.075565472367398,33
Hubert Davis,2956250,2004,2003,DET,Detroit Pistons,0.0019782796809228705,19.782796809228707,33
Mehmet Okur,1100000,2004,2003,DET,Detroit Pistons,0.0007361040673201379,7.361040673201378,24
Tayshaun Prince,971160,2004,2003,DET,Detroit Pistons,0.0006498862054714773,6.498862054714773,23
Darvin Ham,813679,2004,2003,DET,Detroit Pistons,0.0005445022012663476,5.445022012663476,30
Tremaine Fowlkes,638679,2004,2003,DET,Detroit Pistons,0.00042739473601087117,4.2739473601087115,27
Rasheed Wallace,9720000,2005,2004,DET,Detroit Pistons,0.006079326017997777,60.79326017997777,30
Richard Hamilton,7812500,2005,2004,DET,Detroit Pistons,0.004886289559218892,48.86289559218892,26
Ben Wallace,7000000,2005,2004,DET,Detroit Pistons,0.004378115445060128,43.78115445060128,30
Chauncey Billups,5455200,2005,2004,DET,Detroit Pistons,0.0034119279108417153,34.11927910841715,28
Antonio McDyess,4903000,2005,2004,DET,Detroit Pistons,0.003066557146732829,30.66557146732829,30
Derrick Coleman,4500000,2005,2004,DET,Detroit Pistons,0.002814502786110082,28.145027861100818,37
Elden Campbell,4400000,2005,2004,DET,Detroit Pistons,0.00275195827975208,27.5195827975208,36
Darko Milicic,3865440,2005,2004,DET,Detroit Pistons,0.0024176203665647457,24.176203665647456,19
Lindsey Hunter,1600000,2005,2004,DET,Detroit Pistons,0.0010007121017280292,10.007121017280292,34
Tayshaun Prince,1038960,2005,2004,DET,Detroit Pistons,0.0006498124032570957,6.498124032570957,24
Darvin Ham,932546,2005,2004,DET,Detroit Pistons,0.0005832562922612917,5.832562922612916,31
Amal McCaskill,932546,2005,2004,DET,Detroit Pistons,0.0005832562922612917,5.832562922612916,31
Carlos Delfino,901920,2005,2004,DET,Detroit Pistons,0.00056410141174409,5.6410141174409,22
Smush Parker,695046,2005,2004,DET,Detroit Pistons,0.00043471308966103737,4.347130896610373,23
Ronald Dupree,620046,2005,2004,DET,Detroit Pistons,0.000387804709892536,3.87804709892536,23
Horace Jenkins,385277,2005,2004,DET,Detroit Pistons,0.00024096959776091867,2.4096959776091866,30
Rasheed Wallace,10860000,2006,2005,DET,Detroit Pistons,0.006217033368371202,62.170333683712016,31
Richard Hamilton,8625000,2006,2005,DET,Detroit Pistons,0.004937561031510277,49.37561031510277,27
Ben Wallace,7500000,2006,2005,DET,Detroit Pistons,0.004293531331748067,42.93531331748067,31
Chauncey Billups,5909800,2006,2005,DET,Detroit Pistons,0.0033831881952486303,33.831881952486306,29
Antonio McDyess,5393300,2006,2005,DET,Detroit Pistons,0.003087507004202247,30.875070042022468,31
Darko Milicic,4135200,2006,2005,DET,Detroit Pistons,0.0023672814350726144,23.672814350726142,20
Carlos Arroyo,4000000,2006,2005,DET,Detroit Pistons,0.0022898833769323026,22.898833769323026,26
Dale Davis,3500000,2006,2005,DET,Detroit Pistons,0.0020036479548157645,20.036479548157644,36
Derrick Coleman,2000000,2006,2005,DET,Detroit Pistons,0.0011449416884661513,11.449416884661513,38
Tayshaun Prince,1763115,2006,2005,DET,Detroit Pistons,0.0010093319325299992,10.093319325299992,25
Lindsey Hunter,1760000,2006,2005,DET,Detroit Pistons,0.001007548685850213,10.07548685850213,35
Maurice Evans,1500000,2006,2005,DET,Detroit Pistons,0.0008587062663496135,8.587062663496134,27
Carlos Delfino,969696,2006,2005,DET,Detroit Pistons,0.0005551226877694365,5.551226877694365,23
Jason Maxiell,905640,2006,2005,DET,Detroit Pistons,0.0005184524953712426,5.184524953712426,22
Alex Acker,398762,2006,2005,DET,Detroit Pistons,0.0002282796187880697,2.282796187880697,22
Amir Johnson,398762,2006,2005,DET,Detroit Pistons,0.0002282796187880697,2.282796187880697,18
Rasheed Wallace,11650000,2007,2006,DET,Detroit Pistons,0.008484278275142556,84.84278275142556,32
Richard Hamilton,9187500,2007,2006,DET,Detroit Pistons,0.006690927609688604,66.90927609688603,28
Tayshaun Prince,7851240,2007,2006,DET,Detroit Pistons,0.005717777250208605,57.17777250208605,26
Chauncey Billups,6364400,2007,2006,DET,Detroit Pistons,0.0046349648630315265,46.349648630315265,30
Antonio McDyess,5883600,2007,2006,DET,Detroit Pistons,0.00428481542142736,42.8481542142736,32
Nazr Mohammed,5215000,2007,2006,DET,Detroit Pistons,0.0037978979574994362,37.97897957499436,29
Dale Davis,3500000,2007,2006,DET,Detroit Pistons,0.0025489248036908965,25.489248036908965,37
Lindsey Hunter,2250000,2007,2006,DET,Detroit Pistons,0.0016385945166584336,16.385945166584335,36
Ronald Murray,1750000,2007,2006,DET,Detroit Pistons,0.0012744624018454483,12.744624018454482,27
Carlos Delfino,1037280,2007,2006,DET,Detroit Pistons,0.0007554139201064266,7.554139201064266,24
Jason Maxiell,973440,2007,2006,DET,Detroit Pistons,0.0007089215316871047,7.089215316871047,23
Alex Acker,839209,2007,2006,DET,Detroit Pistons,0.0006111658958801811,6.1116589588018115,23
Ronald Dupree,771331,2007,2006,DET,Detroit Pistons,0.0005617327765016295,5.617327765016295,25
Amir Johnson,664209,2007,2006,DET,Detroit Pistons,0.0004837196556956362,4.837196556956362,19
Chris Webber,661024,2007,2006,DET,Detroit Pistons,0.00048140013412427754,4.814001341242776,33
Will Blalock,412718,2007,2006,DET,Detroit Pistons,0.0003005677563227713,3.005677563227713,23
Rasheed Wallace,12540000,2008,2007,DET,Detroit Pistons,0.007255698450390472,72.55698450390472,33
Chauncey Billups,10000000,2008,2007,DET,Detroit Pistons,0.0057860434213640125,57.860434213640126,31
Richard Hamilton,10000000,2008,2007,DET,Detroit Pistons,0.0057860434213640125,57.860434213640126,29
Tayshaun Prince,8675620,2008,2007,DET,Detroit Pistons,0.005019751402725405,50.19751402725405,27
Antonio McDyess,6373900,2008,2007,DET,Detroit Pistons,0.003687966216343208,36.87966216343208,33
Amir Johnson,3666666,2008,2007,DET,Detroit Pistons,0.0021215488687639098,21.2154886876391,20
Juan Dixon,2550000,2008,2007,DET,Detroit Pistons,0.0014754410724478232,14.754410724478232,29
Lindsey Hunter,2250000,2008,2007,DET,Detroit Pistons,0.001301859769806903,13.01859769806903,37
Walter Herrmann,1944000,2008,2007,DET,Detroit Pistons,0.001124806841113164,11.24806841113164,28
Ronald Murray,1890000,2008,2007,DET,Detroit Pistons,0.0010935622066377984,10.935622066377984,28
Rodney Stuckey,1569600,2008,2007,DET,Detroit Pistons,0.0009081773754172955,9.081773754172955,21
Jarvis Hayes,1200000,2008,2007,DET,Detroit Pistons,0.0006943252105636816,6.943252105636816,26
Jason Maxiell,1041360,2008,2007,DET,Detroit Pistons,0.0006025354177271628,6.025354177271629,24
Arron Afflalo,944520,2008,2007,DET,Detroit Pistons,0.0005465033732346738,5.465033732346738,22
Ronald Dupree,826046,2008,2007,DET,Detroit Pistons,0.00047795380240440576,4.779538024044058,26
Cheikh Samb,427163,2008,2007,DET,Detroit Pistons,0.00024715836660001156,2.4715836660001154,23
Allen Iverson,20840625,2009,2008,DET,Detroit Pistons,0.010644200908186447,106.44200908186447,33
Rasheed Wallace,13930000,2009,2008,DET,Detroit Pistons,0.007114648368320874,71.14648368320874,34
Richard Hamilton,10812500,2009,2008,DET,Detroit Pistons,0.005522407428748704,55.22407428748704,30
Tayshaun Prince,9500000,2009,2008,DET,Detroit Pistons,0.004852057394045105,48.520573940451044,28
Kwame Brown,4000000,2009,2008,DET,Detroit Pistons,0.0020429715343347806,20.429715343347805,26
Amir Johnson,3666667,2009,2008,DET,Detroit Pistons,0.0018727240767211768,18.727240767211768,21
Walter Herrmann,2000000,2009,2008,DET,Detroit Pistons,0.0010214857671673903,10.214857671673903,29
Jason Maxiell,1877572,2009,2008,DET,Detroit Pistons,0.0009589565374160058,9.589565374160058,25
Rodney Stuckey,1687320,2009,2008,DET,Detroit Pistons,0.0008617866823284405,8.617866823284405,22
Arron Afflalo,1015440,2009,2008,DET,Detroit Pistons,0.0005186287537062275,5.186287537062275,23
Antonio McDyess,950419,2009,2008,DET,Detroit Pistons,0.000485419740672732,4.8541974067273195,34
Will Bynum,711517,2009,2008,DET,Detroit Pistons,0.00036340224429882,3.6340224429882,25
Walter Sharpe,442114,2009,2008,DET,Detroit Pistons,0.00022580657923272182,2.2580657923272183,22
Richard Hamilton,11625000,2010,2009,DET,Detroit Pistons,0.0056870658342592795,56.8706583425928,31
Tayshaun Prince,10324380,2010,2009,DET,Detroit Pistons,0.0050507895705728875,50.50789570572888,29
Ben Gordon,10000000,2010,2009,DET,Detroit Pistons,0.004892099642373574,48.920996423735744,26
Charlie Villanueva,6500000,2010,2009,DET,Detroit Pistons,0.003179864767542823,31.798647675428228,25
Jason Maxiell,5000000,2010,2009,DET,Detroit Pistons,0.002446049821186787,24.460498211867872,26
Kwame Brown,4100000,2010,2009,DET,Detroit Pistons,0.002005760853373165,20.057608533731653,27
Chris Wilcox,3000000,2010,2009,DET,Detroit Pistons,0.001467629892712072,14.67629892712072,27
Rodney Stuckey,1805040,2010,2009,DET,Detroit Pistons,0.0008830435538469995,8.830435538469995,23
Fabricio Oberto,1800000,2010,2009,DET,Detroit Pistons,0.0008805779356272432,8.805779356272433,34
Austin Daye,1677840,2010,2009,DET,Detroit Pistons,0.0008208160463960077,8.208160463960077,21
Chucky Atkins,1306455,2010,2009,DET,Detroit Pistons,0.0006391308038277168,6.391308038277168,35
Ben Wallace,1306445,2010,2009,DET,Detroit Pistons,0.0006391259117280744,6.391259117280744,35
Will Bynum,825497,2010,2009,DET,Detroit Pistons,0.0004038413578480458,4.038413578480458,26
Jonas Jerebko,457588,2010,2009,DET,Detroit Pistons,0.00022385660911544388,2.2385660911544387,22
DaJuan Summers,457588,2010,2009,DET,Detroit Pistons,0.00022385660911544388,2.2385660911544387,21
Richard Hamilton,12500000,2012,2011,DET,Detroit Pistons,0.006411094866394001,64.11094866394001,33
Ben Gordon,11600000,2012,2011,DET,Detroit Pistons,0.005949496036013633,59.49496036013633,28
Rodney Stuckey,8500000,2012,2011,DET,Detroit Pistons,0.004359544509147921,43.595445091479206,25
Charlie Villanueva,7540000,2012,2011,DET,Detroit Pistons,0.0038671724234088617,38.671724234088614,27
Tayshaun Prince,6292135,2012,2011,DET,Detroit Pistons,0.0032271579517726416,32.271579517726416,31
Jason Maxiell,5000000,2012,2011,DET,Detroit Pistons,0.0025644379465576002,25.644379465576,28
Jonas Jerebko,4500000,2012,2011,DET,Detroit Pistons,0.0023079941519018403,23.079941519018405,24
Will Bynum,3250000,2012,2011,DET,Detroit Pistons,0.0016668846652624404,16.668846652624403,28
Greg Monroe,3007920,2012,2011,DET,Detroit Pistons,0.0015427248376419075,15.427248376419076,21
Brandon Knight,2563320,2012,2011,DET,Detroit Pistons,0.0013146950154340057,13.146950154340058,20
Ben Wallace,2246400,2012,2011,DET,Detroit Pistons,0.0011521506806293988,11.521506806293988,37
Austin Daye,1929600,2012,2011,DET,Detroit Pistons,0.0009896678923355092,9.896678923355092,23
Damien Wilkins,1146337,2012,2011,DET,Detroit Pistons,0.0005879420204686,5.879420204685999,31
Vernon Macklin,473604,2012,2011,DET,Detroit Pistons,0.00024290561384829315,2.4290561384829314,25
Walker Russell,374289,2012,2011,DET,Detroit Pistons,0.00019196818291581955,1.9196818291581954,29
Josh Smith,13500000,2014,2013,DET,Detroit Pistons,0.006977165300340187,69.77165300340187,28
Charlie Villanueva,8580000,2014,2013,DET,Detroit Pistons,0.004434376168660652,44.34376168660652,29
Rodney Stuckey,8500000,2014,2013,DET,Detroit Pistons,0.0043930300039178955,43.93030003917895,27
Brandon Jennings,7655503,2014,2013,DET,Detroit Pistons,0.0039565711028333485,39.56571102833348,24
Jonas Jerebko,4500000,2014,2013,DET,Detroit Pistons,0.0023257217667800624,23.257217667800624,26
Greg Monroe,4086454,2014,2013,DET,Detroit Pistons,0.0021119900037212115,21.119900037212116,23
Will Bynum,2790343,2014,2013,DET,Detroit Pistons,0.0014421247670849732,14.421247670849732,30
Kentavious Caldwell-Pope,2653080,2014,2013,DET,Detroit Pistons,0.0013711835344464105,13.711835344464106,20
Chauncey Billups,2500000,2014,2013,DET,Detroit Pistons,0.0012920676482111456,12.920676482111457,37
Andre Drummond,2462400,2014,2013,DET,Detroit Pistons,0.00127263495078205,12.7263495078205,20
Kyle Singler,1045000,2014,2013,DET,Detroit Pistons,0.0005400842769522589,5.400842769522589,25
Josh Harrellson,884293,2014,2013,DET,Detroit Pistons,0.0004570265507358315,4.5702655073583145,24
Josh Smith,14000000,2015,2014,DET,Detroit Pistons,0.006886859764969687,68.86859764969687,29
Brandon Jennings,8000000,2015,2014,DET,Detroit Pistons,0.003935348437125535,39.353484371255355,25
Ersan Ilyasova,7900000,2015,2014,DET,Detroit Pistons,0.0038861565816614664,38.861565816614664,27
Tayshaun Prince,7707865,2015,2014,DET,Detroit Pistons,0.003791641810165577,37.91641810165577,34
Jodie Meeks,6000000,2015,2014,DET,Detroit Pistons,0.0029515113278441515,29.515113278441515,27
Greg Monroe,5479934,2015,2014,DET,Detroit Pistons,0.0026956812128063855,26.956812128063856,24
Joel Anthony,3800000,2015,2014,DET,Detroit Pistons,0.0018692905076346294,18.692905076346296,32
Anthony Tolliver,3000000,2015,2014,DET,Detroit Pistons,0.0014757556639220758,14.757556639220757,29
Kentavious Caldwell-Pope,2772480,2015,2014,DET,Detroit Pistons,0.0013638343543702256,13.638343543702256,21
Andre Drummond,2568360,2015,2014,DET,Detroit Pistons,0.0012634239389969675,12.634239389969675,21
Reggie Jackson,2204370,2015,2014,DET,Detroit Pistons,0.001084370504293302,10.84370504293302,24
Aaron Gray,1227985,2015,2014,DET,Detroit Pistons,0.00060406860632045,6.0406860632045,30
Cartier Martin,1145685,2015,2014,DET,Detroit Pistons,0.0005635837092735211,5.635837092735211,30
Spencer Dinwiddie,700000,2015,2014,DET,Detroit Pistons,0.0003443429882484844,3.443429882484844,21
Quincy Miller,107676,2015,2014,DET,Detroit Pistons,5.2967822289491146e-05,0.5296782228949115,22
Tobias Harris,16000000,2016,2015,DET,Detroit Pistons,0.006801543987553589,68.01543987553589,23
Reggie Jackson,14000000,2016,2015,DET,Detroit Pistons,0.005951350989109391,59.51350989109391,25
Aron Baynes,6500000,2016,2015,DET,Detroit Pistons,0.002763127244943646,27.63127244943646,29
Jodie Meeks,6270000,2016,2015,DET,Detroit Pistons,0.0026653550501225627,26.653550501225627,28
Josh Smith,5400000,2016,2015,DET,Detroit Pistons,0.0022955210957993364,22.955210957993362,30
Marcus Morris,5000000,2016,2015,DET,Detroit Pistons,0.0021254824961104966,21.254824961104966,26
Andre Drummond,3272091,2016,2015,DET,Detroit Pistons,0.0013909544292361382,13.909544292361382,22
Anthony Tolliver,3000000,2016,2015,DET,Detroit Pistons,0.001275289497666298,12.75289497666298,30
Kentavious Caldwell-Pope,2891760,2016,2015,DET,Detroit Pistons,0.001229277052590498,12.292770525904979,22
